"Effect","Estimate","Std.Error","Lower","Upper"
"ACME(0)",-0.320942183789189,0.0701004863713957,-0.458339137077125,-0.183545230501254
"ACME(1)",-0.462615712208477,0.104650802492648,-0.667731285094067,-0.257500139322886
"ADE(0)",0.935278862207267,0.146373432757804,0.648386934001972,1.22217079041256
"ADE(1)",0.79360533378798,0.152834715275421,0.494049291848154,1.09316137572781
"ATE",0.47266314999879,0.165684622076058,0.147921290729717,0.797405009267864
