"Scenario","Replication","StepScale","Success","PNIE","SelectedStartMediator","SelectedStartOutcome","CandidateRootsMediator","CandidateRootsOutcome"
"Symmetric bimodal",220,0.2,TRUE,-0.36356708794906,1,1,1,1
"Asymmetric mixture",221,0.05,TRUE,-0.297937667289136,1,1,1,1
"Asymmetric mixture",221,0.1,TRUE,-0.297937667289136,1,1,1,1
"Asymmetric mixture",221,0.2,TRUE,-0.297937667289136,1,1,1,1
"Symmetric bimodal",221,0.05,FALSE,NA,NA,NA,NA,NA
"Symmetric bimodal",221,0.1,FALSE,NA,NA,NA,NA,NA
"Symmetric bimodal",221,0.2,FALSE,NA,NA,NA,NA,NA
"Asymmetric mixture",222,0.05,TRUE,-0.3381002744046,1,4,1,1
"Asymmetric mixture",222,0.1,TRUE,-0.347410812963952,1,5,1,1
"Asymmetric mixture",222,0.2,FALSE,NA,NA,NA,NA,NA
"Symmetric bimodal",222,0.05,TRUE,-0.280107019235598,1,1,1,1
"Symmetric bimodal",222,0.1,TRUE,-0.280107019235598,1,1,1,1
"Symmetric bimodal",222,0.2,TRUE,-0.280107019235598,1,1,1,1
"Asymmetric mixture",223,0.05,TRUE,-0.323765287731973,2,1,1,1
"Asymmetric mixture",223,0.1,TRUE,-0.323765287731973,2,1,1,1
"Asymmetric mixture",223,0.2,FALSE,NA,NA,NA,NA,NA
"Symmetric bimodal",223,0.05,TRUE,-0.349058544264146,1,3,1,1
"Symmetric bimodal",223,0.1,FALSE,NA,NA,NA,NA,NA
"Symmetric bimodal",223,0.2,TRUE,-0.363531703451274,1,5,1,1
"Asymmetric mixture",224,0.05,TRUE,-0.355780007499438,1,1,1,1
"Asymmetric mixture",224,0.1,TRUE,-0.355780007499438,1,1,1,1
"Asymmetric mixture",224,0.2,TRUE,-0.355780007499438,1,1,1,1
"Symmetric bimodal",224,0.05,TRUE,-0.316364829481882,1,1,1,1
"Symmetric bimodal",224,0.1,TRUE,-0.316364829481882,1,1,1,1
"Symmetric bimodal",224,0.2,TRUE,-0.316364829481882,1,1,1,1
"Asymmetric mixture",225,0.05,TRUE,-0.327329551461105,1,1,1,1
"Asymmetric mixture",225,0.1,TRUE,-0.327329551461105,1,1,1,1
"Asymmetric mixture",225,0.2,TRUE,-0.327329551461105,1,1,1,1
"Symmetric bimodal",225,0.05,TRUE,-0.300501694617059,1,1,1,1
"Symmetric bimodal",225,0.1,TRUE,-0.300501694617059,1,1,1,1
"Symmetric bimodal",225,0.2,TRUE,-0.300501694617059,1,1,1,1
"Asymmetric mixture",226,0.05,TRUE,-0.270706906317939,1,2,1,1
"Asymmetric mixture",226,0.1,FALSE,NA,NA,NA,NA,NA
"Asymmetric mixture",226,0.2,FALSE,NA,NA,NA,NA,NA
"Symmetric bimodal",226,0.05,TRUE,-0.331215424677786,1,1,1,1
"Symmetric bimodal",226,0.1,TRUE,-0.331215424677786,1,1,1,1
"Symmetric bimodal",226,0.2,TRUE,-0.331215424677786,1,1,1,1
"Asymmetric mixture",227,0.05,TRUE,-0.268189889083581,1,1,1,1
"Asymmetric mixture",227,0.1,TRUE,-0.268189889083581,1,1,1,1
"Asymmetric mixture",227,0.2,TRUE,-0.268189889083581,1,1,1,1
"Symmetric bimodal",227,0.05,TRUE,-0.29759316945957,1,1,1,1
"Symmetric bimodal",227,0.1,TRUE,-0.29759316945957,1,1,1,1
"Symmetric bimodal",227,0.2,TRUE,-0.29759316945957,1,1,1,1
"Asymmetric mixture",228,0.05,TRUE,-0.336141998071688,1,1,1,1
"Asymmetric mixture",228,0.1,TRUE,-0.336141998071688,1,1,1,1
"Asymmetric mixture",228,0.2,TRUE,-0.336141998071688,1,1,1,1
"Symmetric bimodal",228,0.05,TRUE,-0.313311821166561,1,4,1,1
"Symmetric bimodal",228,0.1,TRUE,-0.31331182116656,1,4,1,1
"Symmetric bimodal",228,0.2,FALSE,NA,NA,NA,NA,NA
"Asymmetric mixture",229,0.05,TRUE,-0.305123480227557,1,1,1,1
"Asymmetric mixture",229,0.1,TRUE,-0.305123480227557,1,1,1,1
"Asymmetric mixture",229,0.2,TRUE,-0.305123480227557,1,1,1,1
"Symmetric bimodal",229,0.05,FALSE,NA,NA,NA,NA,NA
"Symmetric bimodal",229,0.1,FALSE,NA,NA,NA,NA,NA
"Symmetric bimodal",229,0.2,TRUE,-0.280889668234799,1,5,1,1
"Asymmetric mixture",230,0.05,TRUE,-0.321396543984147,1,1,1,1
"Asymmetric mixture",230,0.1,TRUE,-0.321396543984147,1,1,1,1
"Asymmetric mixture",230,0.2,TRUE,-0.321396543984147,1,1,1,1
"Symmetric bimodal",230,0.05,TRUE,-0.353390078878931,1,1,1,1
"Symmetric bimodal",230,0.1,TRUE,-0.353390078878931,1,1,1,1
"Symmetric bimodal",230,0.2,TRUE,-0.353390078878931,1,1,1,1
"Asymmetric mixture",231,0.05,TRUE,-0.274069422749156,1,1,1,1
"Asymmetric mixture",231,0.1,TRUE,-0.274069422749156,1,1,1,1
"Asymmetric mixture",231,0.2,TRUE,-0.274069422749156,1,1,1,1
"Symmetric bimodal",231,0.05,TRUE,-0.297391739624754,1,1,1,1
"Symmetric bimodal",231,0.1,TRUE,-0.297391739624754,1,1,1,1
"Symmetric bimodal",231,0.2,TRUE,-0.297391739624754,1,1,1,1
"Asymmetric mixture",232,0.05,TRUE,-0.303868131706046,1,1,1,1
"Asymmetric mixture",232,0.1,TRUE,-0.303868131706046,1,1,1,1
"Asymmetric mixture",232,0.2,TRUE,-0.303868131706046,1,1,1,1
"Symmetric bimodal",232,0.05,TRUE,-0.336944843771653,1,1,1,1
"Symmetric bimodal",232,0.1,TRUE,-0.336944843771653,1,1,1,1
"Symmetric bimodal",232,0.2,TRUE,-0.336944843771653,1,1,1,1
"Asymmetric mixture",233,0.05,TRUE,-0.317109061086321,1,1,1,1
"Asymmetric mixture",233,0.1,TRUE,-0.317109061086321,1,1,1,1
"Asymmetric mixture",233,0.2,TRUE,-0.317109061086321,1,1,1,1
"Symmetric bimodal",233,0.05,FALSE,NA,NA,NA,NA,NA
"Symmetric bimodal",233,0.1,TRUE,-0.333816901774527,5,1,1,1
"Symmetric bimodal",233,0.2,TRUE,-0.333816901774528,5,1,1,1
"Asymmetric mixture",234,0.05,TRUE,-0.356061630888812,1,1,1,1
"Asymmetric mixture",234,0.1,TRUE,-0.356061630888812,1,1,1,1
"Asymmetric mixture",234,0.2,TRUE,-0.356061630888812,1,1,1,1
"Symmetric bimodal",234,0.05,TRUE,-0.352853387030027,1,1,1,1
"Symmetric bimodal",234,0.1,TRUE,-0.352853387030027,1,1,1,1
"Symmetric bimodal",234,0.2,TRUE,-0.352853387030027,1,1,1,1
"Asymmetric mixture",235,0.05,TRUE,-0.299167586862068,1,2,1,1
"Asymmetric mixture",235,0.1,FALSE,NA,NA,NA,NA,NA
"Asymmetric mixture",235,0.2,TRUE,-0.299167586862068,1,4,1,1
"Symmetric bimodal",235,0.05,TRUE,-0.309176420469272,1,3,1,1
"Symmetric bimodal",235,0.1,FALSE,NA,NA,NA,NA,NA
"Symmetric bimodal",235,0.2,FALSE,NA,NA,NA,NA,NA
"Asymmetric mixture",236,0.05,TRUE,-0.269521561108003,1,1,1,1
"Asymmetric mixture",236,0.1,TRUE,-0.269521561108003,1,1,1,1
"Asymmetric mixture",236,0.2,TRUE,-0.269521561108003,1,1,1,1
"Symmetric bimodal",236,0.05,TRUE,-0.363415563263998,1,1,1,1
"Symmetric bimodal",236,0.1,TRUE,-0.363415563263998,1,1,1,1
"Symmetric bimodal",236,0.2,TRUE,-0.363415563263998,1,1,1,1
"Asymmetric mixture",237,0.05,TRUE,-0.321092956232328,1,1,1,1
"Asymmetric mixture",237,0.1,TRUE,-0.321092956232328,1,1,1,1
"Asymmetric mixture",237,0.2,TRUE,-0.321092956232328,1,1,1,1
"Symmetric bimodal",237,0.05,TRUE,-0.364378648894693,1,1,1,1
"Symmetric bimodal",237,0.1,TRUE,-0.364378648894693,1,1,1,1
"Symmetric bimodal",237,0.2,TRUE,-0.364378648894693,1,1,1,1
"Asymmetric mixture",238,0.05,TRUE,-0.318378053877931,1,1,1,1
"Asymmetric mixture",238,0.1,TRUE,-0.318378053877931,1,1,1,1
"Asymmetric mixture",238,0.2,TRUE,-0.318378053877931,1,1,1,1
"Symmetric bimodal",238,0.05,TRUE,-0.318473817478987,1,1,1,1
"Symmetric bimodal",238,0.1,TRUE,-0.318473817478987,1,1,1,1
"Symmetric bimodal",238,0.2,TRUE,-0.318473817478987,1,1,1,1
"Asymmetric mixture",239,0.05,TRUE,-0.32995771796858,1,1,1,1
"Asymmetric mixture",239,0.1,TRUE,-0.32995771796858,1,1,1,1
"Asymmetric mixture",239,0.2,TRUE,-0.32995771796858,1,1,1,1
"Symmetric bimodal",239,0.05,TRUE,-0.315984378388383,1,1,1,1
"Symmetric bimodal",239,0.1,TRUE,-0.315984378388383,1,1,1,1
"Symmetric bimodal",239,0.2,TRUE,-0.315984378388383,1,1,1,1
"Asymmetric mixture",240,0.05,TRUE,-0.282281418731007,1,1,1,1
"Asymmetric mixture",240,0.1,TRUE,-0.282281418731007,1,1,1,1
"Asymmetric mixture",240,0.2,TRUE,-0.282281418731007,1,1,1,1
"Symmetric bimodal",240,0.05,TRUE,-0.322931142584665,1,1,1,1
"Symmetric bimodal",240,0.1,TRUE,-0.322931142584665,1,1,1,1
"Symmetric bimodal",240,0.2,TRUE,-0.322931142584665,1,1,1,1
"Asymmetric mixture",241,0.05,TRUE,-0.338849835370022,1,1,1,1
"Asymmetric mixture",241,0.1,TRUE,-0.338849835370022,1,1,1,1
"Asymmetric mixture",241,0.2,TRUE,-0.338849835370022,1,1,1,1
"Symmetric bimodal",241,0.05,TRUE,-0.37157886331425,1,1,1,1
"Symmetric bimodal",241,0.1,TRUE,-0.37157886331425,1,1,1,1
"Symmetric bimodal",241,0.2,TRUE,-0.37157886331425,1,1,1,1
"Asymmetric mixture",242,0.05,TRUE,-0.311582728805236,1,1,1,1
"Asymmetric mixture",242,0.1,TRUE,-0.311582728805236,1,1,1,1
"Asymmetric mixture",242,0.2,TRUE,-0.311582728805236,1,1,1,1
"Symmetric bimodal",242,0.05,TRUE,-0.292894004787478,1,1,1,1
"Symmetric bimodal",242,0.1,TRUE,-0.292894004787478,1,1,1,1
"Symmetric bimodal",242,0.2,TRUE,-0.292894004787478,1,1,1,1
"Asymmetric mixture",243,0.05,TRUE,-0.337302592912369,1,1,1,1
"Asymmetric mixture",243,0.1,TRUE,-0.337302592912369,1,1,1,1
"Asymmetric mixture",243,0.2,TRUE,-0.337302592912369,1,1,1,1
"Symmetric bimodal",243,0.05,FALSE,NA,NA,NA,NA,NA
"Symmetric bimodal",243,0.1,FALSE,NA,NA,NA,NA,NA
"Symmetric bimodal",243,0.2,FALSE,NA,NA,NA,NA,NA
"Asymmetric mixture",244,0.05,TRUE,-0.330822581860709,1,1,1,1
"Asymmetric mixture",244,0.1,TRUE,-0.330822581860709,1,1,1,1
"Asymmetric mixture",244,0.2,TRUE,-0.330822581860709,1,1,1,1
"Symmetric bimodal",244,0.05,TRUE,-0.293765869750646,1,1,1,1
"Symmetric bimodal",244,0.1,TRUE,-0.293765869750646,1,1,1,1
"Symmetric bimodal",244,0.2,TRUE,-0.293765869750646,1,1,1,1
"Asymmetric mixture",245,0.05,TRUE,-0.376294269162483,1,1,1,1
"Asymmetric mixture",245,0.1,TRUE,-0.376294269162483,1,1,1,1
"Asymmetric mixture",245,0.2,TRUE,-0.376294269162483,1,1,1,1
"Symmetric bimodal",245,0.05,TRUE,-0.319051868956974,1,1,1,1
"Symmetric bimodal",245,0.1,TRUE,-0.319051868956974,1,1,1,1
"Symmetric bimodal",245,0.2,TRUE,-0.319051868956974,1,1,1,1
"Asymmetric mixture",246,0.05,TRUE,-0.293613059080809,1,1,1,1
"Asymmetric mixture",246,0.1,TRUE,-0.293613059080809,1,1,1,1
"Asymmetric mixture",246,0.2,TRUE,-0.293613059080809,1,1,1,1
"Symmetric bimodal",246,0.05,TRUE,-0.300427644570246,1,1,1,1
"Symmetric bimodal",246,0.1,TRUE,-0.300427644570246,1,1,1,1
"Symmetric bimodal",246,0.2,TRUE,-0.300427644570246,1,1,1,2
"Asymmetric mixture",247,0.05,TRUE,-0.344320482782617,1,1,1,1
"Asymmetric mixture",247,0.1,TRUE,-0.344320482782617,1,1,1,1
"Asymmetric mixture",247,0.2,TRUE,-0.344320482782617,1,1,1,1
"Symmetric bimodal",247,0.05,FALSE,NA,NA,NA,NA,NA
"Symmetric bimodal",247,0.1,FALSE,NA,NA,NA,NA,NA
"Symmetric bimodal",247,0.2,FALSE,NA,NA,NA,NA,NA
"Asymmetric mixture",248,0.05,TRUE,-0.321818123366947,1,1,1,1
"Asymmetric mixture",248,0.1,TRUE,-0.321818123366947,1,1,1,1
"Asymmetric mixture",248,0.2,TRUE,-0.321818123366947,1,1,1,1
"Symmetric bimodal",248,0.05,TRUE,-0.324796610958102,1,1,1,1
"Symmetric bimodal",248,0.1,TRUE,-0.324796610958102,1,1,1,1
"Symmetric bimodal",248,0.2,TRUE,-0.324796610958102,1,1,1,1
"Asymmetric mixture",249,0.05,TRUE,-0.283532391979521,1,1,1,1
"Asymmetric mixture",249,0.1,TRUE,-0.283532391979521,1,1,1,1
"Asymmetric mixture",249,0.2,TRUE,-0.283532391979521,1,1,1,2
"Symmetric bimodal",249,0.05,TRUE,-0.326214631115715,1,1,1,1
"Symmetric bimodal",249,0.1,TRUE,-0.326214631115715,1,1,1,1
"Symmetric bimodal",249,0.2,TRUE,-0.326214631115715,1,1,1,1
"Asymmetric mixture",250,0.05,TRUE,-0.292722472383462,1,1,1,1
"Asymmetric mixture",250,0.1,TRUE,-0.292722472383462,1,1,1,1
"Asymmetric mixture",250,0.2,TRUE,-0.292722472383462,1,1,1,1
"Symmetric bimodal",250,0.05,TRUE,-0.280191834356367,1,1,1,1
"Symmetric bimodal",250,0.1,TRUE,-0.280191834356367,1,1,1,1
"Symmetric bimodal",250,0.2,TRUE,-0.280191834356367,1,1,1,1
"Asymmetric mixture",251,0.05,TRUE,-0.28824495485811,1,1,1,1
"Asymmetric mixture",251,0.1,TRUE,-0.28824495485811,1,1,1,1
"Asymmetric mixture",251,0.2,TRUE,-0.28824495485811,1,1,1,1
"Symmetric bimodal",251,0.05,TRUE,-0.326801357306957,1,3,1,1
"Symmetric bimodal",251,0.1,TRUE,-0.326801357306958,1,5,1,2
"Symmetric bimodal",251,0.2,TRUE,-0.0306025531233009,1,4,1,1
"Asymmetric mixture",252,0.05,TRUE,-0.327376764232506,1,1,1,1
"Asymmetric mixture",252,0.1,TRUE,-0.327376764232506,1,1,1,1
"Asymmetric mixture",252,0.2,TRUE,-0.327376764232506,1,1,1,1
"Symmetric bimodal",252,0.05,TRUE,-0.314871785293431,1,1,1,1
"Symmetric bimodal",252,0.1,TRUE,-0.314871785293431,1,1,1,1
"Symmetric bimodal",252,0.2,TRUE,-0.314871785293431,1,1,1,1
"Asymmetric mixture",253,0.05,TRUE,-0.321506518953403,1,1,1,1
"Asymmetric mixture",253,0.1,TRUE,-0.321506518953403,1,1,1,1
"Asymmetric mixture",253,0.2,TRUE,-0.321506518953403,1,1,1,1
"Symmetric bimodal",253,0.05,TRUE,-0.255805934156822,1,1,1,1
"Symmetric bimodal",253,0.1,TRUE,-0.255805934156822,1,1,1,1
"Symmetric bimodal",253,0.2,TRUE,-0.255805934156822,1,1,1,1
"Asymmetric mixture",254,0.05,TRUE,-0.3239011997,1,1,1,1
"Asymmetric mixture",254,0.1,TRUE,-0.3239011997,1,1,1,1
"Asymmetric mixture",254,0.2,TRUE,-0.3239011997,1,1,1,1
"Symmetric bimodal",254,0.05,TRUE,-0.30520810008346,1,4,1,1
"Symmetric bimodal",254,0.1,TRUE,-0.315294375739866,1,2,1,2
"Symmetric bimodal",254,0.2,FALSE,NA,NA,NA,NA,NA
"Asymmetric mixture",255,0.05,TRUE,-0.369414205436726,1,3,1,1
"Asymmetric mixture",255,0.1,FALSE,NA,NA,NA,NA,NA
"Asymmetric mixture",255,0.2,TRUE,-0.369414205436728,1,4,1,1
"Symmetric bimodal",255,0.05,TRUE,-0.29563208890384,1,1,1,1
"Symmetric bimodal",255,0.1,TRUE,-0.29563208890384,1,1,1,1
"Symmetric bimodal",255,0.2,TRUE,-0.29563208890384,1,1,1,1
"Asymmetric mixture",256,0.05,TRUE,-0.328912445949451,1,1,1,1
"Asymmetric mixture",256,0.1,TRUE,-0.328912445949451,1,1,1,1
"Asymmetric mixture",256,0.2,TRUE,-0.328912445949451,1,1,1,1
"Symmetric bimodal",256,0.05,TRUE,-0.349899279249149,1,1,1,1
"Symmetric bimodal",256,0.1,TRUE,-0.349899279249149,1,1,1,1
"Symmetric bimodal",256,0.2,TRUE,-0.349899279249149,1,1,1,1
"Asymmetric mixture",257,0.05,TRUE,-0.324301204519474,1,1,1,1
"Asymmetric mixture",257,0.1,TRUE,-0.324301204519474,1,1,1,1
"Asymmetric mixture",257,0.2,TRUE,-0.324301204519474,1,1,1,1
"Symmetric bimodal",257,0.05,TRUE,-0.325826200106263,1,5,1,1
"Symmetric bimodal",257,0.1,TRUE,-0.325826200106262,1,5,1,2
"Symmetric bimodal",257,0.2,TRUE,-0.325826200106263,1,5,1,2
"Asymmetric mixture",258,0.05,TRUE,-0.362928273496157,2,1,1,1
"Asymmetric mixture",258,0.1,FALSE,NA,NA,NA,NA,NA
"Asymmetric mixture",258,0.2,TRUE,-0.362928273496157,5,1,1,1
"Symmetric bimodal",258,0.05,TRUE,-0.319585953001513,1,2,1,1
"Symmetric bimodal",258,0.1,TRUE,-0.319585953001516,1,2,1,1
"Symmetric bimodal",258,0.2,FALSE,NA,NA,NA,NA,NA
"Asymmetric mixture",259,0.05,TRUE,-0.38331014065323,1,1,1,1
"Asymmetric mixture",259,0.1,TRUE,-0.38331014065323,1,1,1,1
"Asymmetric mixture",259,0.2,TRUE,-0.38331014065323,1,1,1,1
"Symmetric bimodal",259,0.05,TRUE,-0.307775148763624,1,1,1,1
"Symmetric bimodal",259,0.1,TRUE,-0.307775148763624,1,1,1,1
"Symmetric bimodal",259,0.2,TRUE,-0.307775148763624,1,1,1,1
"Asymmetric mixture",260,0.05,TRUE,-0.327198515223353,1,1,1,1
"Asymmetric mixture",260,0.1,TRUE,-0.327198515223353,1,1,1,1
"Asymmetric mixture",260,0.2,TRUE,-0.327198515223353,1,1,1,1
"Symmetric bimodal",260,0.05,TRUE,-0.331235339938101,1,1,1,1
"Symmetric bimodal",260,0.1,TRUE,-0.331235339938101,1,1,1,1
"Symmetric bimodal",260,0.2,TRUE,-0.331235339938101,1,1,1,1
"Asymmetric mixture",261,0.05,TRUE,-0.275347118070715,4,1,1,1
"Asymmetric mixture",261,0.1,TRUE,-0.275347118070675,4,1,1,1
"Asymmetric mixture",261,0.2,FALSE,NA,NA,NA,NA,NA
"Symmetric bimodal",261,0.05,TRUE,-0.344597616039493,1,1,1,1
"Symmetric bimodal",261,0.1,TRUE,-0.344597616039493,1,1,1,1
"Symmetric bimodal",261,0.2,TRUE,-0.344597616039493,1,1,1,1
"Asymmetric mixture",262,0.05,TRUE,-0.367051996242671,4,1,1,1
"Asymmetric mixture",262,0.1,TRUE,-0.367051996242679,4,1,1,1
"Asymmetric mixture",262,0.2,FALSE,NA,NA,NA,NA,NA
"Symmetric bimodal",262,0.05,TRUE,-0.324897517472863,1,1,1,1
"Symmetric bimodal",262,0.1,TRUE,-0.324897517472863,1,1,1,1
"Symmetric bimodal",262,0.2,TRUE,-0.324897517472863,1,1,1,1
"Asymmetric mixture",263,0.05,TRUE,-0.326365623710809,1,2,1,1
"Asymmetric mixture",263,0.1,FALSE,NA,NA,NA,NA,NA
"Asymmetric mixture",263,0.2,FALSE,NA,NA,NA,NA,NA
"Symmetric bimodal",263,0.05,TRUE,-0.344947706791721,1,1,1,1
"Symmetric bimodal",263,0.1,TRUE,-0.344947706791721,1,1,1,1
"Symmetric bimodal",263,0.2,TRUE,-0.344947706791721,1,1,1,1
"Asymmetric mixture",264,0.05,TRUE,-0.380884351692839,1,1,1,1
"Asymmetric mixture",264,0.1,TRUE,-0.380884351692839,1,1,1,1
"Asymmetric mixture",264,0.2,TRUE,-0.380884351692839,1,1,1,1
"Symmetric bimodal",264,0.05,TRUE,-0.311240396503976,1,1,1,2
"Symmetric bimodal",264,0.1,TRUE,-0.311240396503976,1,1,1,2
"Symmetric bimodal",264,0.2,TRUE,-0.311240396503976,1,1,1,1
"Asymmetric mixture",265,0.05,TRUE,-0.322982174502353,1,1,1,1
"Asymmetric mixture",265,0.1,TRUE,-0.322982174502353,1,1,1,1
"Asymmetric mixture",265,0.2,TRUE,-0.322982174502353,1,1,1,1
"Symmetric bimodal",265,0.05,TRUE,-0.338514954942565,1,1,1,1
"Symmetric bimodal",265,0.1,TRUE,-0.338514954942565,1,1,1,1
"Symmetric bimodal",265,0.2,TRUE,-0.338514954942565,1,1,1,1
"Asymmetric mixture",266,0.05,TRUE,-0.324350074266921,1,4,1,1
"Asymmetric mixture",266,0.1,FALSE,NA,NA,NA,NA,NA
"Asymmetric mixture",266,0.2,FALSE,NA,NA,NA,NA,NA
"Symmetric bimodal",266,0.05,TRUE,-0.252622607886558,1,1,1,1
"Symmetric bimodal",266,0.1,TRUE,-0.252622607886558,1,1,1,1
"Symmetric bimodal",266,0.2,TRUE,-0.252622607886558,1,1,1,1
"Asymmetric mixture",267,0.05,TRUE,-0.310746197622804,1,1,1,1
"Asymmetric mixture",267,0.1,TRUE,-0.310746197622804,1,1,1,1
"Asymmetric mixture",267,0.2,TRUE,-0.310746197622804,1,1,1,1
"Symmetric bimodal",267,0.05,TRUE,-0.313452849957465,1,1,1,1
"Symmetric bimodal",267,0.1,TRUE,-0.313452849957465,1,1,1,1
"Symmetric bimodal",267,0.2,TRUE,-0.313452849957465,1,1,1,1
"Asymmetric mixture",268,0.05,TRUE,-0.32783430043808,1,3,1,1
"Asymmetric mixture",268,0.1,TRUE,-0.32783430043809,1,5,1,1
"Asymmetric mixture",268,0.2,FALSE,NA,NA,NA,NA,NA
"Symmetric bimodal",268,0.05,TRUE,-0.334012271450503,3,1,1,1
"Symmetric bimodal",268,0.1,TRUE,-0.334012271450503,3,1,1,1
"Symmetric bimodal",268,0.2,FALSE,NA,NA,NA,NA,NA
"Asymmetric mixture",269,0.05,TRUE,-0.374946695184412,1,3,1,1
"Asymmetric mixture",269,0.1,FALSE,NA,NA,NA,NA,NA
"Asymmetric mixture",269,0.2,FALSE,NA,NA,NA,NA,NA
"Symmetric bimodal",269,0.05,TRUE,-0.348302851721821,1,1,1,1
"Symmetric bimodal",269,0.1,TRUE,-0.348302851721821,1,1,1,1
"Symmetric bimodal",269,0.2,TRUE,-0.348302851721821,1,1,1,1
"Asymmetric mixture",270,0.05,TRUE,-0.306918934966152,1,1,1,1
"Asymmetric mixture",270,0.1,TRUE,-0.306918934966152,1,1,1,1
"Asymmetric mixture",270,0.2,TRUE,-0.306918934966152,1,1,1,1
"Symmetric bimodal",270,0.05,TRUE,-0.309038188400083,1,1,1,1
"Symmetric bimodal",270,0.1,TRUE,-0.309038188400083,1,1,1,1
"Symmetric bimodal",270,0.2,TRUE,-0.309038188400083,1,1,1,1
"Asymmetric mixture",271,0.05,TRUE,-0.290489484417935,1,1,1,1
"Asymmetric mixture",271,0.1,TRUE,-0.290489484417935,1,1,1,1
"Asymmetric mixture",271,0.2,TRUE,-0.290489484417935,1,1,1,1
"Symmetric bimodal",271,0.05,TRUE,-0.355373649048129,1,1,1,1
"Symmetric bimodal",271,0.1,TRUE,-0.355373649048129,1,1,1,1
"Symmetric bimodal",271,0.2,TRUE,-0.355373649048129,1,1,1,1
"Asymmetric mixture",272,0.05,TRUE,-0.328630126929877,1,1,1,1
"Asymmetric mixture",272,0.1,TRUE,-0.328630126929877,1,1,1,1
"Asymmetric mixture",272,0.2,TRUE,-0.328630126929877,1,1,1,1
"Symmetric bimodal",272,0.05,TRUE,-0.319390376050959,1,1,1,1
"Symmetric bimodal",272,0.1,TRUE,-0.319390376050959,1,1,1,1
"Symmetric bimodal",272,0.2,TRUE,-0.319390376050959,1,1,1,1
"Asymmetric mixture",273,0.05,FALSE,NA,NA,NA,NA,NA
"Asymmetric mixture",273,0.1,TRUE,-0.359040084327951,1,5,1,1
"Asymmetric mixture",273,0.2,FALSE,NA,NA,NA,NA,NA
"Symmetric bimodal",273,0.05,TRUE,-0.32455284154351,1,1,1,1
"Symmetric bimodal",273,0.1,TRUE,-0.32455284154351,1,1,1,1
"Symmetric bimodal",273,0.2,TRUE,-0.32455284154351,1,1,1,1
"Asymmetric mixture",274,0.05,TRUE,-0.320058480938224,1,2,1,1
"Asymmetric mixture",274,0.1,TRUE,-0.320058480938224,1,4,1,1
"Asymmetric mixture",274,0.2,TRUE,-0.320058480938224,1,6,1,1
"Symmetric bimodal",274,0.05,TRUE,-0.309883125134626,1,1,1,1
"Symmetric bimodal",274,0.1,TRUE,-0.309883125134626,1,1,1,1
"Symmetric bimodal",274,0.2,TRUE,-0.309883125134626,1,1,1,1
"Asymmetric mixture",275,0.05,TRUE,-0.343426544034698,1,1,1,1
"Asymmetric mixture",275,0.1,TRUE,-0.343426544034698,1,1,1,1
"Asymmetric mixture",275,0.2,TRUE,-0.343426544034698,1,1,1,1
"Symmetric bimodal",275,0.05,TRUE,-0.309860574187255,1,1,1,1
"Symmetric bimodal",275,0.1,TRUE,-0.309860574187255,1,1,1,1
"Symmetric bimodal",275,0.2,TRUE,-0.309860574187255,1,1,1,1
"Asymmetric mixture",276,0.05,TRUE,-0.324753337026794,1,4,1,1
"Asymmetric mixture",276,0.1,FALSE,NA,NA,NA,NA,NA
"Asymmetric mixture",276,0.2,FALSE,NA,NA,NA,NA,NA
"Symmetric bimodal",276,0.05,TRUE,-0.34025155419416,1,1,1,1
"Symmetric bimodal",276,0.1,TRUE,-0.34025155419416,1,1,1,1
"Symmetric bimodal",276,0.2,TRUE,-0.34025155419416,1,1,1,1
"Asymmetric mixture",277,0.05,TRUE,-0.320357362951492,1,1,1,1
"Asymmetric mixture",277,0.1,TRUE,-0.320357362951492,1,1,1,1
"Asymmetric mixture",277,0.2,TRUE,-0.320357362951492,1,1,1,1
"Symmetric bimodal",277,0.05,TRUE,-0.317781137731934,1,1,1,1
"Symmetric bimodal",277,0.1,TRUE,-0.317781137731934,1,1,1,1
"Symmetric bimodal",277,0.2,TRUE,-0.317781137731934,1,1,1,2
"Asymmetric mixture",278,0.05,TRUE,-0.293983672567142,1,1,1,1
"Asymmetric mixture",278,0.1,TRUE,-0.293983672567142,1,1,1,1
"Asymmetric mixture",278,0.2,TRUE,-0.293983672567142,1,1,1,1
"Symmetric bimodal",278,0.05,TRUE,-0.285009005728212,1,4,1,1
"Symmetric bimodal",278,0.1,TRUE,-0.285009005728203,1,4,1,2
"Symmetric bimodal",278,0.2,TRUE,-0.289026616601895,1,3,1,1
"Asymmetric mixture",279,0.05,TRUE,-0.329873520443071,1,1,1,1
"Asymmetric mixture",279,0.1,TRUE,-0.329873520443071,1,1,1,1
"Asymmetric mixture",279,0.2,TRUE,-0.329873520443071,1,1,1,1
"Symmetric bimodal",279,0.05,TRUE,-0.283649469704058,1,1,1,1
"Symmetric bimodal",279,0.1,TRUE,-0.283649469704058,1,1,1,1
"Symmetric bimodal",279,0.2,TRUE,-0.283649469704058,1,1,1,1
"Asymmetric mixture",280,0.05,TRUE,-0.328117468665709,1,1,1,1
"Asymmetric mixture",280,0.1,TRUE,-0.328117468665709,1,1,1,1
"Asymmetric mixture",280,0.2,TRUE,-0.328117468665709,1,1,1,1
"Symmetric bimodal",280,0.05,TRUE,-0.371529414967832,1,3,1,1
