"Scenario","Replication","StepScale","Success","PNIE","SelectedStartMediator","SelectedStartOutcome","CandidateRootsMediator","CandidateRootsOutcome"
"Symmetric bimodal",280,0.1,TRUE,-0.371529414967841,1,5,1,2
"Symmetric bimodal",280,0.2,TRUE,-0.0967578584029213,1,4,1,1
"Asymmetric mixture",281,0.05,TRUE,-0.30284651655794,1,4,1,1
"Asymmetric mixture",281,0.1,TRUE,-0.30284651655794,1,6,1,1
"Asymmetric mixture",281,0.2,TRUE,-0.30284651655794,1,6,1,1
"Symmetric bimodal",281,0.05,TRUE,-0.30873309007385,1,1,1,1
"Symmetric bimodal",281,0.1,TRUE,-0.30873309007385,1,1,1,1
"Symmetric bimodal",281,0.2,TRUE,-0.30873309007385,1,1,1,1
"Asymmetric mixture",282,0.05,TRUE,-0.380683957890872,1,1,1,1
"Asymmetric mixture",282,0.1,TRUE,-0.380683957890872,1,1,1,1
"Asymmetric mixture",282,0.2,TRUE,-0.380683957890872,1,1,1,1
"Symmetric bimodal",282,0.05,TRUE,-0.36364766502344,1,3,1,1
"Symmetric bimodal",282,0.1,FALSE,NA,NA,NA,NA,NA
"Symmetric bimodal",282,0.2,TRUE,-0.0638030538038725,1,4,1,1
"Asymmetric mixture",283,0.05,TRUE,-0.319474281542758,1,1,1,1
"Asymmetric mixture",283,0.1,TRUE,-0.319474281542758,1,1,1,1
"Asymmetric mixture",283,0.2,TRUE,-0.319474281542758,1,1,1,1
"Symmetric bimodal",283,0.05,TRUE,-0.291225442098984,1,1,1,1
"Symmetric bimodal",283,0.1,TRUE,-0.291225442098984,1,1,1,1
"Symmetric bimodal",283,0.2,TRUE,-0.291225442098984,1,1,1,1
"Asymmetric mixture",284,0.05,TRUE,-0.29402659393971,1,1,1,1
"Asymmetric mixture",284,0.1,TRUE,-0.29402659393971,1,1,1,1
"Asymmetric mixture",284,0.2,TRUE,-0.29402659393971,1,1,1,1
"Symmetric bimodal",284,0.05,TRUE,-0.350112284800312,1,1,1,1
"Symmetric bimodal",284,0.1,TRUE,-0.350112284800312,1,1,1,1
"Symmetric bimodal",284,0.2,TRUE,-0.350112284800312,1,1,1,1
"Asymmetric mixture",285,0.05,TRUE,-0.318582127924012,2,1,1,1
"Asymmetric mixture",285,0.1,TRUE,-0.318582127924012,2,1,1,1
"Asymmetric mixture",285,0.2,TRUE,-0.318582127924016,5,1,1,1
"Symmetric bimodal",285,0.05,TRUE,-0.305994056510349,1,1,1,1
"Symmetric bimodal",285,0.1,TRUE,-0.305994056510349,1,1,1,1
"Symmetric bimodal",285,0.2,TRUE,-0.305994056510349,1,1,1,1
"Asymmetric mixture",286,0.05,FALSE,NA,NA,NA,NA,NA
"Asymmetric mixture",286,0.1,FALSE,NA,NA,NA,NA,NA
"Asymmetric mixture",286,0.2,TRUE,-0.308035609096002,1,4,1,1
"Symmetric bimodal",286,0.05,TRUE,-0.27988045646851,1,5,1,1
"Symmetric bimodal",286,0.1,TRUE,-0.27988045646851,1,5,1,1
"Symmetric bimodal",286,0.2,TRUE,-0.27988045646851,1,5,1,2
"Asymmetric mixture",287,0.05,TRUE,-0.264848519961175,1,1,1,1
"Asymmetric mixture",287,0.1,TRUE,-0.264848519961175,1,1,1,1
"Asymmetric mixture",287,0.2,TRUE,-0.264848519961175,1,1,1,1
"Symmetric bimodal",287,0.05,TRUE,-0.331516911890535,4,1,1,1
"Symmetric bimodal",287,0.1,TRUE,-0.331516911890526,4,1,1,1
"Symmetric bimodal",287,0.2,FALSE,NA,NA,NA,NA,NA
"Asymmetric mixture",288,0.05,TRUE,-0.343215019787141,1,1,1,1
"Asymmetric mixture",288,0.1,TRUE,-0.343215019787141,1,1,1,1
"Asymmetric mixture",288,0.2,TRUE,-0.343215019787141,1,1,1,1
"Symmetric bimodal",288,0.05,TRUE,-0.403787087082058,1,1,1,1
"Symmetric bimodal",288,0.1,TRUE,-0.403787087082058,1,1,1,1
"Symmetric bimodal",288,0.2,TRUE,-0.403787087082058,1,1,1,1
"Asymmetric mixture",289,0.05,TRUE,-0.30830280786784,1,1,1,1
"Asymmetric mixture",289,0.1,TRUE,-0.30830280786784,1,1,1,1
"Asymmetric mixture",289,0.2,TRUE,-0.30830280786784,1,1,1,1
"Symmetric bimodal",289,0.05,TRUE,-0.33231150654691,1,1,1,1
"Symmetric bimodal",289,0.1,TRUE,-0.33231150654691,1,1,1,1
"Symmetric bimodal",289,0.2,TRUE,-0.33231150654691,1,1,1,1
"Asymmetric mixture",290,0.05,FALSE,NA,NA,NA,NA,NA
"Asymmetric mixture",290,0.1,FALSE,NA,NA,NA,NA,NA
"Asymmetric mixture",290,0.2,FALSE,NA,NA,NA,NA,NA
"Symmetric bimodal",290,0.05,FALSE,NA,NA,NA,NA,NA
"Symmetric bimodal",290,0.1,FALSE,NA,NA,NA,NA,NA
"Symmetric bimodal",290,0.2,FALSE,NA,NA,NA,NA,NA
"Asymmetric mixture",291,0.05,TRUE,-0.402148097292097,1,1,1,1
"Asymmetric mixture",291,0.1,TRUE,-0.402148097292097,1,1,1,1
"Asymmetric mixture",291,0.2,TRUE,-0.402148097292097,1,1,1,1
"Symmetric bimodal",291,0.05,TRUE,-0.290240519455165,1,1,1,1
"Symmetric bimodal",291,0.1,TRUE,-0.290240519455165,1,1,1,1
"Symmetric bimodal",291,0.2,TRUE,-0.290240519455165,1,1,1,1
"Asymmetric mixture",292,0.05,TRUE,-0.298537132664164,1,1,1,1
"Asymmetric mixture",292,0.1,TRUE,-0.298537132664164,1,1,1,1
"Asymmetric mixture",292,0.2,TRUE,-0.298537132664164,1,1,1,1
"Symmetric bimodal",292,0.05,TRUE,-0.325826582325958,1,1,1,1
"Symmetric bimodal",292,0.1,TRUE,-0.325826582325958,1,1,1,1
"Symmetric bimodal",292,0.2,TRUE,-0.325826582325958,1,1,1,1
"Asymmetric mixture",293,0.05,TRUE,-0.276866477280691,1,1,1,1
"Asymmetric mixture",293,0.1,TRUE,-0.276866477280691,1,1,1,1
"Asymmetric mixture",293,0.2,TRUE,-0.276866477280691,1,1,1,1
"Symmetric bimodal",293,0.05,TRUE,-0.300669473400365,3,1,1,1
"Symmetric bimodal",293,0.1,TRUE,-0.300669473400365,3,1,1,1
"Symmetric bimodal",293,0.2,TRUE,-0.30066947340038,5,1,1,2
"Asymmetric mixture",294,0.05,TRUE,-0.294457865977904,1,1,1,1
"Asymmetric mixture",294,0.1,TRUE,-0.294457865977904,1,1,1,1
"Asymmetric mixture",294,0.2,TRUE,-0.294457865977904,1,1,1,1
"Symmetric bimodal",294,0.05,TRUE,-0.31039485876751,1,1,1,1
"Symmetric bimodal",294,0.1,TRUE,-0.31039485876751,1,1,1,1
"Symmetric bimodal",294,0.2,TRUE,-0.31039485876751,1,1,1,1
"Asymmetric mixture",295,0.05,TRUE,-0.289360186770868,1,1,1,1
"Asymmetric mixture",295,0.1,TRUE,-0.289360186770868,1,1,1,1
"Asymmetric mixture",295,0.2,TRUE,-0.289360186770868,1,1,1,1
"Symmetric bimodal",295,0.05,TRUE,-0.32443673043129,1,1,1,1
"Symmetric bimodal",295,0.1,TRUE,-0.32443673043129,1,1,1,1
"Symmetric bimodal",295,0.2,TRUE,-0.32443673043129,1,1,1,1
"Asymmetric mixture",296,0.05,TRUE,-0.258966549432926,1,4,1,1
"Asymmetric mixture",296,0.1,FALSE,NA,NA,NA,NA,NA
"Asymmetric mixture",296,0.2,FALSE,NA,NA,NA,NA,NA
"Symmetric bimodal",296,0.05,TRUE,-0.341062933112506,1,1,1,1
"Symmetric bimodal",296,0.1,TRUE,-0.341062933112506,1,1,1,1
"Symmetric bimodal",296,0.2,TRUE,-0.341062933112506,1,1,1,1
"Asymmetric mixture",297,0.05,TRUE,-0.338023153761225,1,1,1,1
"Asymmetric mixture",297,0.1,TRUE,-0.338023153761225,1,1,1,1
"Asymmetric mixture",297,0.2,TRUE,-0.338023153761225,1,1,1,1
"Symmetric bimodal",297,0.05,TRUE,-0.289183955623606,1,1,1,1
"Symmetric bimodal",297,0.1,TRUE,-0.289183955623606,1,1,1,1
"Symmetric bimodal",297,0.2,TRUE,-0.289183955623606,1,1,1,1
"Asymmetric mixture",298,0.05,TRUE,-0.318832216059415,1,1,1,1
"Asymmetric mixture",298,0.1,TRUE,-0.318832216059415,1,1,1,1
"Asymmetric mixture",298,0.2,TRUE,-0.318832216059415,1,1,1,1
"Symmetric bimodal",298,0.05,TRUE,-0.299791956347269,1,1,1,1
"Symmetric bimodal",298,0.1,TRUE,-0.299791956347269,1,1,1,1
"Symmetric bimodal",298,0.2,TRUE,-0.299791956347269,1,1,1,1
"Asymmetric mixture",299,0.05,TRUE,-0.32025074682691,1,1,1,1
"Asymmetric mixture",299,0.1,TRUE,-0.32025074682691,1,1,1,1
"Asymmetric mixture",299,0.2,TRUE,-0.32025074682691,1,1,1,1
"Symmetric bimodal",299,0.05,TRUE,-0.330839613667958,1,1,1,1
"Symmetric bimodal",299,0.1,TRUE,-0.330839613667958,1,1,1,1
"Symmetric bimodal",299,0.2,TRUE,-0.330839613667958,1,1,1,1
"Asymmetric mixture",300,0.05,TRUE,-0.317295154682444,1,1,1,1
"Asymmetric mixture",300,0.1,TRUE,-0.317295154682444,1,1,1,1
"Asymmetric mixture",300,0.2,TRUE,-0.317295154682444,1,1,1,1
"Symmetric bimodal",300,0.05,FALSE,NA,NA,NA,NA,NA
"Symmetric bimodal",300,0.1,FALSE,NA,NA,NA,NA,NA
"Symmetric bimodal",300,0.2,TRUE,-0.287889704128645,1,4,1,1
