"Study","SampleSize","Scenario","Replication","Method","Success"
"Main",200,"Asymmetric mixture",248,"Semiparametric",TRUE
"Main",200,"Gaussian",891,"OLS",TRUE
"Main",200,"Gaussian",891,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",962,"OLS",TRUE
"Main",200,"Asymmetric mixture",962,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",941,"OLS",TRUE
"Main",500,"Symmetric bimodal",941,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",832,"OLS",TRUE
"Main",200,"Asymmetric mixture",832,"Semiparametric",TRUE
"Main",200,"Gaussian",895,"OLS",TRUE
"Main",200,"Gaussian",895,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",475,"OLS",TRUE
"Main",500,"Asymmetric mixture",475,"Semiparametric",TRUE
"Main",500,"Skew-normal",677,"OLS",TRUE
"Main",500,"Skew-normal",677,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",827,"OLS",TRUE
"Main",200,"Asymmetric mixture",827,"Semiparametric",TRUE
"Main",500,"Gaussian",955,"OLS",TRUE
"Main",500,"Gaussian",955,"Semiparametric",TRUE
"Main",200,"Skew-normal",660,"OLS",TRUE
"Main",200,"Skew-normal",660,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",253,"OLS",TRUE
"Main",200,"Asymmetric mixture",253,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",835,"OLS",TRUE
"Main",200,"Symmetric bimodal",835,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",874,"OLS",TRUE
"Main",500,"Symmetric bimodal",874,"Semiparametric",TRUE
"Main",500,"Gaussian",100,"OLS",TRUE
"Main",500,"Gaussian",100,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",233,"OLS",TRUE
"Main",500,"Symmetric bimodal",233,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",856,"OLS",TRUE
"Main",500,"Symmetric bimodal",856,"Semiparametric",TRUE
"Main",500,"Skew-normal",819,"OLS",TRUE
"Main",500,"Skew-normal",819,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",310,"OLS",TRUE
"Main",200,"Asymmetric mixture",310,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",18,"OLS",TRUE
"Main",500,"Asymmetric mixture",18,"Semiparametric",TRUE
"Main",200,"Skew-normal",533,"OLS",TRUE
"Main",200,"Skew-normal",533,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",132,"OLS",TRUE
"Main",500,"Symmetric bimodal",132,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",357,"OLS",TRUE
"Main",500,"Symmetric bimodal",357,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",246,"OLS",TRUE
"Main",500,"Symmetric bimodal",246,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",873,"OLS",TRUE
"Main",200,"Asymmetric mixture",873,"Semiparametric",FALSE
"Main",500,"Skew-normal",143,"OLS",TRUE
"Main",500,"Skew-normal",143,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",713,"OLS",TRUE
"Main",500,"Asymmetric mixture",713,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",775,"OLS",TRUE
"Main",200,"Symmetric bimodal",775,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",157,"OLS",TRUE
"Main",500,"Asymmetric mixture",157,"Semiparametric",TRUE
"Main",500,"Gaussian",917,"OLS",TRUE
"Main",500,"Gaussian",917,"Semiparametric",TRUE
"Main",500,"Gaussian",449,"OLS",TRUE
"Main",500,"Gaussian",449,"Semiparametric",TRUE
"Main",500,"Gaussian",550,"OLS",TRUE
"Main",500,"Gaussian",550,"Semiparametric",TRUE
"Main",500,"Gaussian",158,"OLS",TRUE
"Main",500,"Gaussian",158,"Semiparametric",TRUE
"Main",500,"Skew-normal",663,"OLS",TRUE
"Main",500,"Skew-normal",663,"Semiparametric",TRUE
"Main",500,"Skew-normal",736,"OLS",TRUE
"Main",500,"Skew-normal",736,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",141,"OLS",TRUE
"Main",500,"Symmetric bimodal",141,"Semiparametric",TRUE
"Main",500,"Skew-normal",859,"OLS",TRUE
"Main",500,"Skew-normal",859,"Semiparametric",TRUE
"Main",500,"Skew-normal",131,"OLS",TRUE
"Main",500,"Skew-normal",131,"Semiparametric",TRUE
"Main",200,"Skew-normal",102,"OLS",TRUE
"Main",200,"Skew-normal",102,"Semiparametric",TRUE
"Main",500,"Gaussian",126,"OLS",TRUE
"Main",500,"Gaussian",126,"Semiparametric",TRUE
"Main",200,"Skew-normal",806,"OLS",TRUE
"Main",200,"Skew-normal",806,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",962,"OLS",TRUE
"Main",500,"Symmetric bimodal",962,"Semiparametric",TRUE
"Main",500,"Gaussian",480,"OLS",TRUE
"Main",500,"Gaussian",480,"Semiparametric",TRUE
"Main",500,"Gaussian",484,"OLS",TRUE
"Main",500,"Gaussian",484,"Semiparametric",TRUE
"Main",200,"Skew-normal",744,"OLS",TRUE
"Main",200,"Skew-normal",744,"Semiparametric",TRUE
"Main",200,"Gaussian",975,"OLS",TRUE
"Main",200,"Gaussian",975,"Semiparametric",TRUE
"Main",200,"Skew-normal",277,"OLS",TRUE
"Main",200,"Skew-normal",277,"Semiparametric",TRUE
"Main",500,"Gaussian",546,"OLS",TRUE
"Main",500,"Gaussian",546,"Semiparametric",TRUE
"Main",200,"Skew-normal",872,"OLS",TRUE
"Main",200,"Skew-normal",872,"Semiparametric",TRUE
"Main",500,"Gaussian",140,"OLS",TRUE
"Main",500,"Gaussian",140,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",614,"OLS",TRUE
"Main",500,"Symmetric bimodal",614,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",493,"OLS",TRUE
"Main",200,"Symmetric bimodal",493,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",73,"OLS",TRUE
"Main",200,"Symmetric bimodal",73,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",689,"OLS",TRUE
"Main",500,"Asymmetric mixture",689,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",301,"OLS",TRUE
"Main",500,"Symmetric bimodal",301,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",32,"OLS",TRUE
"Main",200,"Symmetric bimodal",32,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",502,"OLS",TRUE
"Main",500,"Symmetric bimodal",502,"Semiparametric",TRUE
"Main",500,"Skew-normal",226,"OLS",TRUE
"Main",500,"Skew-normal",226,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",611,"OLS",TRUE
"Main",200,"Symmetric bimodal",611,"Semiparametric",TRUE
"Main",500,"Skew-normal",925,"OLS",TRUE
"Main",500,"Skew-normal",925,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",646,"OLS",TRUE
"Main",200,"Symmetric bimodal",646,"Semiparametric",TRUE
"Main",200,"Skew-normal",36,"OLS",TRUE
"Main",200,"Skew-normal",36,"Semiparametric",TRUE
"Main",500,"Gaussian",879,"OLS",TRUE
"Main",500,"Gaussian",879,"Semiparametric",TRUE
"Main",500,"Gaussian",282,"OLS",TRUE
"Main",500,"Gaussian",282,"Semiparametric",TRUE
"Main",500,"Skew-normal",938,"OLS",TRUE
"Main",500,"Skew-normal",938,"Semiparametric",TRUE
"Main",200,"Gaussian",987,"OLS",TRUE
"Main",200,"Gaussian",987,"Semiparametric",TRUE
"Main",500,"Skew-normal",417,"OLS",TRUE
"Main",500,"Skew-normal",417,"Semiparametric",TRUE
"Main",500,"Gaussian",465,"OLS",TRUE
"Main",500,"Gaussian",465,"Semiparametric",TRUE
"Main",500,"Skew-normal",817,"OLS",TRUE
"Main",500,"Skew-normal",817,"Semiparametric",TRUE
"Main",500,"Gaussian",78,"OLS",TRUE
"Main",500,"Gaussian",78,"Semiparametric",TRUE
"Main",500,"Gaussian",628,"OLS",TRUE
"Main",500,"Gaussian",628,"Semiparametric",TRUE
"Main",500,"Gaussian",222,"OLS",TRUE
"Main",500,"Gaussian",222,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",512,"OLS",TRUE
"Main",200,"Asymmetric mixture",512,"Semiparametric",FALSE
"Main",500,"Asymmetric mixture",580,"OLS",TRUE
"Main",500,"Asymmetric mixture",580,"Semiparametric",TRUE
"Main",200,"Skew-normal",768,"OLS",TRUE
"Main",200,"Skew-normal",768,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",47,"OLS",TRUE
"Main",200,"Asymmetric mixture",47,"Semiparametric",FALSE
"Main",500,"Asymmetric mixture",391,"OLS",TRUE
"Main",500,"Asymmetric mixture",391,"Semiparametric",TRUE
"Main",500,"Skew-normal",93,"OLS",TRUE
"Main",500,"Skew-normal",93,"Semiparametric",TRUE
"Main",200,"Skew-normal",266,"OLS",TRUE
"Main",200,"Skew-normal",266,"Semiparametric",TRUE
"Main",500,"Skew-normal",157,"OLS",TRUE
"Main",500,"Skew-normal",157,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",259,"OLS",TRUE
"Main",200,"Asymmetric mixture",259,"Semiparametric",TRUE
"Main",200,"Skew-normal",843,"OLS",TRUE
"Main",200,"Skew-normal",843,"Semiparametric",TRUE
"Main",200,"Gaussian",612,"OLS",TRUE
"Main",200,"Gaussian",612,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",635,"OLS",TRUE
"Main",500,"Symmetric bimodal",635,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",337,"OLS",TRUE
"Main",200,"Asymmetric mixture",337,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",367,"OLS",TRUE
"Main",200,"Asymmetric mixture",367,"Semiparametric",TRUE
"Main",500,"Skew-normal",271,"OLS",TRUE
"Main",500,"Skew-normal",271,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",872,"OLS",TRUE
"Main",200,"Symmetric bimodal",872,"Semiparametric",TRUE
"Main",200,"Gaussian",54,"OLS",TRUE
"Main",200,"Gaussian",54,"Semiparametric",TRUE
"Main",200,"Gaussian",815,"OLS",TRUE
"Main",200,"Gaussian",815,"Semiparametric",TRUE
"Main",500,"Gaussian",8,"OLS",TRUE
"Main",500,"Gaussian",8,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",219,"OLS",TRUE
"Main",500,"Asymmetric mixture",219,"Semiparametric",TRUE
"Main",200,"Gaussian",559,"OLS",TRUE
"Main",200,"Gaussian",559,"Semiparametric",TRUE
"Main",200,"Gaussian",500,"OLS",TRUE
"Main",200,"Gaussian",500,"Semiparametric",TRUE
"Main",500,"Gaussian",580,"OLS",TRUE
"Main",500,"Gaussian",580,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",131,"OLS",TRUE
"Main",500,"Symmetric bimodal",131,"Semiparametric",TRUE
"Main",500,"Skew-normal",825,"OLS",TRUE
"Main",500,"Skew-normal",825,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",557,"OLS",TRUE
"Main",200,"Symmetric bimodal",557,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",393,"OLS",TRUE
"Main",200,"Symmetric bimodal",393,"Semiparametric",TRUE
"Main",200,"Skew-normal",800,"OLS",TRUE
"Main",200,"Skew-normal",800,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",494,"OLS",TRUE
"Main",200,"Symmetric bimodal",494,"Semiparametric",TRUE
"Main",200,"Skew-normal",156,"OLS",TRUE
"Main",200,"Skew-normal",156,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",236,"OLS",TRUE
"Main",500,"Symmetric bimodal",236,"Semiparametric",TRUE
"Main",500,"Gaussian",561,"OLS",TRUE
"Main",500,"Gaussian",561,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",808,"OLS",TRUE
"Main",500,"Asymmetric mixture",808,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",827,"OLS",TRUE
"Main",500,"Asymmetric mixture",827,"Semiparametric",TRUE
"Main",500,"Gaussian",324,"OLS",TRUE
"Main",500,"Gaussian",324,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",939,"OLS",TRUE
"Main",500,"Asymmetric mixture",939,"Semiparametric",TRUE
"Main",500,"Gaussian",937,"OLS",TRUE
"Main",500,"Gaussian",937,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",132,"OLS",TRUE
"Main",200,"Symmetric bimodal",132,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",520,"OLS",TRUE
"Main",500,"Asymmetric mixture",520,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",548,"OLS",TRUE
"Main",500,"Asymmetric mixture",548,"Semiparametric",TRUE
"Main",500,"Gaussian",959,"OLS",TRUE
"Main",500,"Gaussian",959,"Semiparametric",TRUE
"Main",500,"Gaussian",592,"OLS",TRUE
"Main",500,"Gaussian",592,"Semiparametric",TRUE
"Main",200,"Skew-normal",92,"OLS",TRUE
"Main",200,"Skew-normal",92,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",922,"OLS",TRUE
"Main",200,"Symmetric bimodal",922,"Semiparametric",TRUE
"Main",500,"Skew-normal",600,"OLS",TRUE
"Main",500,"Skew-normal",600,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",746,"OLS",TRUE
"Main",500,"Asymmetric mixture",746,"Semiparametric",TRUE
"Main",200,"Gaussian",443,"OLS",TRUE
"Main",200,"Gaussian",443,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",166,"OLS",TRUE
"Main",200,"Asymmetric mixture",166,"Semiparametric",TRUE
"Main",200,"Skew-normal",161,"OLS",TRUE
"Main",200,"Skew-normal",161,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",786,"OLS",TRUE
"Main",200,"Symmetric bimodal",786,"Semiparametric",TRUE
"Main",500,"Skew-normal",422,"OLS",TRUE
"Main",500,"Skew-normal",422,"Semiparametric",TRUE
"Main",200,"Gaussian",585,"OLS",TRUE
"Main",200,"Gaussian",585,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",711,"OLS",TRUE
"Main",500,"Asymmetric mixture",711,"Semiparametric",TRUE
"Main",500,"Gaussian",644,"OLS",TRUE
"Main",500,"Gaussian",644,"Semiparametric",TRUE
"Main",200,"Skew-normal",781,"OLS",TRUE
"Main",200,"Skew-normal",781,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",28,"OLS",TRUE
"Main",500,"Symmetric bimodal",28,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",503,"OLS",TRUE
"Main",500,"Asymmetric mixture",503,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",398,"OLS",TRUE
"Main",200,"Asymmetric mixture",398,"Semiparametric",TRUE
"Main",500,"Gaussian",982,"OLS",TRUE
"Main",500,"Gaussian",982,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",113,"OLS",TRUE
"Main",200,"Asymmetric mixture",113,"Semiparametric",TRUE
"Main",500,"Skew-normal",548,"OLS",TRUE
"Main",500,"Skew-normal",548,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",205,"OLS",TRUE
"Main",200,"Symmetric bimodal",205,"Semiparametric",TRUE
"Main",500,"Gaussian",28,"OLS",TRUE
"Main",500,"Gaussian",28,"Semiparametric",TRUE
"Main",200,"Skew-normal",524,"OLS",TRUE
"Main",200,"Skew-normal",524,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",84,"OLS",TRUE
"Main",200,"Symmetric bimodal",84,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",696,"OLS",TRUE
"Main",500,"Symmetric bimodal",696,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",837,"OLS",TRUE
"Main",500,"Asymmetric mixture",837,"Semiparametric",TRUE
"Main",500,"Gaussian",501,"OLS",TRUE
"Main",500,"Gaussian",501,"Semiparametric",TRUE
"Main",200,"Gaussian",426,"OLS",TRUE
"Main",200,"Gaussian",426,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",248,"OLS",TRUE
"Main",200,"Symmetric bimodal",248,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",997,"OLS",TRUE
"Main",200,"Asymmetric mixture",997,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",761,"OLS",TRUE
"Main",200,"Symmetric bimodal",761,"Semiparametric",TRUE
"Main",500,"Gaussian",340,"OLS",TRUE
"Main",500,"Gaussian",340,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",135,"OLS",TRUE
"Main",200,"Symmetric bimodal",135,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",691,"OLS",TRUE
"Main",500,"Asymmetric mixture",691,"Semiparametric",TRUE
"Main",200,"Skew-normal",674,"OLS",TRUE
"Main",200,"Skew-normal",674,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",90,"OLS",TRUE
"Main",200,"Symmetric bimodal",90,"Semiparametric",TRUE
"Main",200,"Skew-normal",458,"OLS",TRUE
"Main",200,"Skew-normal",458,"Semiparametric",TRUE
"Main",200,"Skew-normal",27,"OLS",TRUE
"Main",200,"Skew-normal",27,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",4,"OLS",TRUE
"Main",200,"Symmetric bimodal",4,"Semiparametric",TRUE
"Main",500,"Gaussian",490,"OLS",TRUE
"Main",500,"Gaussian",490,"Semiparametric",TRUE
"Main",500,"Gaussian",122,"OLS",TRUE
"Main",500,"Gaussian",122,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",828,"OLS",TRUE
"Main",200,"Symmetric bimodal",828,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",283,"OLS",TRUE
"Main",200,"Asymmetric mixture",283,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",287,"OLS",TRUE
"Main",200,"Asymmetric mixture",287,"Semiparametric",TRUE
"Main",200,"Gaussian",539,"OLS",TRUE
"Main",200,"Gaussian",539,"Semiparametric",TRUE
"Main",500,"Gaussian",544,"OLS",TRUE
"Main",500,"Gaussian",544,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",364,"OLS",TRUE
"Main",200,"Symmetric bimodal",364,"Semiparametric",TRUE
"Main",500,"Skew-normal",193,"OLS",TRUE
"Main",500,"Skew-normal",193,"Semiparametric",TRUE
"Main",500,"Skew-normal",625,"OLS",TRUE
"Main",500,"Skew-normal",625,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",878,"OLS",TRUE
"Main",200,"Asymmetric mixture",878,"Semiparametric",FALSE
"Main",500,"Asymmetric mixture",920,"OLS",TRUE
"Main",500,"Asymmetric mixture",920,"Semiparametric",TRUE
"Main",200,"Gaussian",490,"OLS",TRUE
"Main",200,"Gaussian",490,"Semiparametric",TRUE
"Main",200,"Skew-normal",510,"OLS",TRUE
"Main",200,"Skew-normal",510,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",811,"OLS",TRUE
"Main",500,"Symmetric bimodal",811,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",129,"OLS",TRUE
"Main",500,"Asymmetric mixture",129,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",903,"OLS",TRUE
"Main",200,"Asymmetric mixture",903,"Semiparametric",TRUE
"Main",500,"Skew-normal",323,"OLS",TRUE
"Main",500,"Skew-normal",323,"Semiparametric",TRUE
"Main",200,"Skew-normal",461,"OLS",TRUE
"Main",200,"Skew-normal",461,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",394,"OLS",TRUE
"Main",500,"Asymmetric mixture",394,"Semiparametric",TRUE
"Main",500,"Gaussian",715,"OLS",TRUE
"Main",500,"Gaussian",715,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",352,"OLS",TRUE
"Main",500,"Symmetric bimodal",352,"Semiparametric",TRUE
"Main",200,"Gaussian",598,"OLS",TRUE
"Main",200,"Gaussian",598,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",943,"OLS",TRUE
"Main",200,"Symmetric bimodal",943,"Semiparametric",FALSE
"Main",200,"Symmetric bimodal",883,"OLS",TRUE
"Main",200,"Symmetric bimodal",883,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",888,"OLS",TRUE
"Main",500,"Asymmetric mixture",888,"Semiparametric",TRUE
"Main",200,"Skew-normal",149,"OLS",TRUE
"Main",200,"Skew-normal",149,"Semiparametric",TRUE
"Main",500,"Skew-normal",106,"OLS",TRUE
"Main",500,"Skew-normal",106,"Semiparametric",TRUE
"Main",500,"Skew-normal",594,"OLS",TRUE
"Main",500,"Skew-normal",594,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",789,"OLS",TRUE
"Main",500,"Asymmetric mixture",789,"Semiparametric",TRUE
"Main",200,"Skew-normal",683,"OLS",TRUE
"Main",200,"Skew-normal",683,"Semiparametric",TRUE
"Main",200,"Skew-normal",52,"OLS",TRUE
"Main",200,"Skew-normal",52,"Semiparametric",TRUE
"Main",500,"Gaussian",518,"OLS",TRUE
"Main",500,"Gaussian",518,"Semiparametric",TRUE
"Main",200,"Skew-normal",399,"OLS",TRUE
"Main",200,"Skew-normal",399,"Semiparametric",TRUE
"Main",200,"Gaussian",69,"OLS",TRUE
"Main",200,"Gaussian",69,"Semiparametric",TRUE
"Main",500,"Gaussian",597,"OLS",TRUE
"Main",500,"Gaussian",597,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",644,"OLS",TRUE
"Main",500,"Asymmetric mixture",644,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",38,"OLS",TRUE
"Main",200,"Symmetric bimodal",38,"Semiparametric",TRUE
"Main",500,"Skew-normal",71,"OLS",TRUE
"Main",500,"Skew-normal",71,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",144,"OLS",TRUE
"Main",200,"Asymmetric mixture",144,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",873,"OLS",TRUE
"Main",200,"Symmetric bimodal",873,"Semiparametric",TRUE
"Main",200,"Skew-normal",15,"OLS",TRUE
"Main",200,"Skew-normal",15,"Semiparametric",TRUE
"Main",500,"Gaussian",427,"OLS",TRUE
"Main",500,"Gaussian",427,"Semiparametric",TRUE
"Main",500,"Gaussian",347,"OLS",TRUE
"Main",500,"Gaussian",347,"Semiparametric",TRUE
"Main",500,"Skew-normal",976,"OLS",TRUE
"Main",500,"Skew-normal",976,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",799,"OLS",TRUE
"Main",500,"Symmetric bimodal",799,"Semiparametric",TRUE
"Main",200,"Gaussian",568,"OLS",TRUE
"Main",200,"Gaussian",568,"Semiparametric",TRUE
"Main",200,"Skew-normal",353,"OLS",TRUE
"Main",200,"Skew-normal",353,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",93,"OLS",TRUE
"Main",500,"Asymmetric mixture",93,"Semiparametric",TRUE
"Main",500,"Gaussian",99,"OLS",TRUE
"Main",500,"Gaussian",99,"Semiparametric",TRUE
"Main",500,"Skew-normal",128,"OLS",TRUE
"Main",500,"Skew-normal",128,"Semiparametric",TRUE
"Main",200,"Gaussian",243,"OLS",TRUE
"Main",200,"Gaussian",243,"Semiparametric",TRUE
"Main",200,"Gaussian",915,"OLS",TRUE
"Main",200,"Gaussian",915,"Semiparametric",TRUE
"Main",200,"Skew-normal",334,"OLS",TRUE
"Main",200,"Skew-normal",334,"Semiparametric",TRUE
"Main",200,"Gaussian",969,"OLS",TRUE
"Main",200,"Gaussian",969,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",654,"OLS",TRUE
"Main",200,"Asymmetric mixture",654,"Semiparametric",TRUE
"Main",500,"Skew-normal",396,"OLS",TRUE
"Main",500,"Skew-normal",396,"Semiparametric",TRUE
"Main",500,"Gaussian",601,"OLS",TRUE
"Main",500,"Gaussian",601,"Semiparametric",TRUE
"Main",500,"Gaussian",447,"OLS",TRUE
"Main",500,"Gaussian",447,"Semiparametric",TRUE
"Main",200,"Skew-normal",880,"OLS",TRUE
"Main",200,"Skew-normal",880,"Semiparametric",TRUE
"Main",200,"Skew-normal",320,"OLS",TRUE
"Main",200,"Skew-normal",320,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",769,"OLS",TRUE
"Main",200,"Symmetric bimodal",769,"Semiparametric",TRUE
"Main",200,"Skew-normal",723,"OLS",TRUE
"Main",200,"Skew-normal",723,"Semiparametric",TRUE
"Main",500,"Skew-normal",777,"OLS",TRUE
"Main",500,"Skew-normal",777,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",990,"OLS",TRUE
"Main",500,"Asymmetric mixture",990,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",281,"OLS",TRUE
"Main",500,"Asymmetric mixture",281,"Semiparametric",TRUE
"Main",200,"Gaussian",655,"OLS",TRUE
"Main",200,"Gaussian",655,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",515,"OLS",TRUE
"Main",200,"Asymmetric mixture",515,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",507,"OLS",TRUE
"Main",500,"Symmetric bimodal",507,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",6,"OLS",TRUE
"Main",500,"Symmetric bimodal",6,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",49,"OLS",TRUE
"Main",200,"Asymmetric mixture",49,"Semiparametric",TRUE
"Main",200,"Skew-normal",804,"OLS",TRUE
"Main",200,"Skew-normal",804,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",146,"OLS",TRUE
"Main",500,"Symmetric bimodal",146,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",118,"OLS",TRUE
"Main",200,"Symmetric bimodal",118,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",736,"OLS",TRUE
"Main",500,"Symmetric bimodal",736,"Semiparametric",TRUE
"Main",500,"Gaussian",464,"OLS",TRUE
"Main",500,"Gaussian",464,"Semiparametric",TRUE
"Main",200,"Gaussian",695,"OLS",TRUE
"Main",200,"Gaussian",695,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",303,"OLS",TRUE
"Main",500,"Symmetric bimodal",303,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",991,"OLS",TRUE
"Main",200,"Symmetric bimodal",991,"Semiparametric",TRUE
"Main",500,"Gaussian",911,"OLS",TRUE
"Main",500,"Gaussian",911,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",197,"OLS",TRUE
"Main",200,"Asymmetric mixture",197,"Semiparametric",TRUE
"Main",200,"Skew-normal",366,"OLS",TRUE
"Main",200,"Skew-normal",366,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",613,"OLS",TRUE
"Main",200,"Asymmetric mixture",613,"Semiparametric",FALSE
"Main",500,"Skew-normal",327,"OLS",TRUE
"Main",500,"Skew-normal",327,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",611,"OLS",TRUE
"Main",200,"Asymmetric mixture",611,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",708,"OLS",TRUE
"Main",200,"Symmetric bimodal",708,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",44,"OLS",TRUE
"Main",200,"Asymmetric mixture",44,"Semiparametric",TRUE
"Main",500,"Gaussian",611,"OLS",TRUE
"Main",500,"Gaussian",611,"Semiparametric",TRUE
"Main",500,"Gaussian",392,"OLS",TRUE
"Main",500,"Gaussian",392,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",781,"OLS",TRUE
"Main",200,"Symmetric bimodal",781,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",942,"OLS",TRUE
"Main",200,"Symmetric bimodal",942,"Semiparametric",TRUE
"Main",200,"Gaussian",881,"OLS",TRUE
"Main",200,"Gaussian",881,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",812,"OLS",TRUE
