"Study","SampleSize","Scenario","Replication","Method","Success"
"Main",500,"Skew-normal",55,"OLS",TRUE
"Main",500,"Skew-normal",55,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",800,"OLS",TRUE
"Main",500,"Asymmetric mixture",800,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",857,"OLS",TRUE
"Main",500,"Asymmetric mixture",857,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",112,"OLS",TRUE
"Main",200,"Asymmetric mixture",112,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",831,"OLS",TRUE
"Main",200,"Asymmetric mixture",831,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",476,"OLS",TRUE
"Main",200,"Symmetric bimodal",476,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",522,"OLS",TRUE
"Main",200,"Asymmetric mixture",522,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",789,"OLS",TRUE
"Main",200,"Symmetric bimodal",789,"Semiparametric",FALSE
"Main",500,"Gaussian",148,"OLS",TRUE
"Main",500,"Gaussian",148,"Semiparametric",TRUE
"Main",200,"Gaussian",698,"OLS",TRUE
"Main",200,"Gaussian",698,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",730,"OLS",TRUE
"Main",500,"Symmetric bimodal",730,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",55,"OLS",TRUE
"Main",500,"Asymmetric mixture",55,"Semiparametric",TRUE
"Main",200,"Skew-normal",517,"OLS",TRUE
"Main",200,"Skew-normal",517,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",945,"OLS",TRUE
"Main",200,"Asymmetric mixture",945,"Semiparametric",TRUE
"Main",200,"Gaussian",102,"OLS",TRUE
"Main",200,"Gaussian",102,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",945,"OLS",TRUE
"Main",500,"Symmetric bimodal",945,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",987,"OLS",TRUE
"Main",200,"Symmetric bimodal",987,"Semiparametric",FALSE
"Main",200,"Gaussian",920,"OLS",TRUE
"Main",200,"Gaussian",920,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",442,"OLS",TRUE
"Main",500,"Asymmetric mixture",442,"Semiparametric",TRUE
"Main",200,"Gaussian",400,"OLS",TRUE
"Main",200,"Gaussian",400,"Semiparametric",TRUE
"Main",200,"Skew-normal",623,"OLS",TRUE
"Main",200,"Skew-normal",623,"Semiparametric",TRUE
"Main",200,"Skew-normal",133,"OLS",TRUE
"Main",200,"Skew-normal",133,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",662,"OLS",TRUE
"Main",500,"Symmetric bimodal",662,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",647,"OLS",TRUE
"Main",500,"Symmetric bimodal",647,"Semiparametric",TRUE
"Main",500,"Skew-normal",743,"OLS",TRUE
"Main",500,"Skew-normal",743,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",618,"OLS",TRUE
"Main",500,"Symmetric bimodal",618,"Semiparametric",TRUE
"Main",500,"Skew-normal",258,"OLS",TRUE
"Main",500,"Skew-normal",258,"Semiparametric",TRUE
"Main",200,"Gaussian",174,"OLS",TRUE
"Main",200,"Gaussian",174,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",15,"OLS",TRUE
"Main",200,"Asymmetric mixture",15,"Semiparametric",TRUE
"Main",200,"Skew-normal",503,"OLS",TRUE
"Main",200,"Skew-normal",503,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",36,"OLS",TRUE
"Main",500,"Asymmetric mixture",36,"Semiparametric",TRUE
"Main",200,"Gaussian",65,"OLS",TRUE
"Main",200,"Gaussian",65,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",468,"OLS",TRUE
"Main",500,"Symmetric bimodal",468,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",356,"OLS",TRUE
"Main",500,"Symmetric bimodal",356,"Semiparametric",TRUE
"Main",200,"Skew-normal",687,"OLS",TRUE
"Main",200,"Skew-normal",687,"Semiparametric",TRUE
"Main",500,"Skew-normal",81,"OLS",TRUE
"Main",500,"Skew-normal",81,"Semiparametric",TRUE
"Main",500,"Gaussian",133,"OLS",TRUE
"Main",500,"Gaussian",133,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",432,"OLS",TRUE
"Main",200,"Symmetric bimodal",432,"Semiparametric",TRUE
"Main",200,"Gaussian",640,"OLS",TRUE
"Main",200,"Gaussian",640,"Semiparametric",TRUE
"Main",500,"Skew-normal",478,"OLS",TRUE
"Main",500,"Skew-normal",478,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",677,"OLS",TRUE
"Main",200,"Symmetric bimodal",677,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",428,"OLS",TRUE
"Main",500,"Symmetric bimodal",428,"Semiparametric",TRUE
"Main",200,"Skew-normal",374,"OLS",TRUE
"Main",200,"Skew-normal",374,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",315,"OLS",TRUE
"Main",500,"Symmetric bimodal",315,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",952,"OLS",TRUE
"Main",200,"Symmetric bimodal",952,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",658,"OLS",TRUE
"Main",200,"Asymmetric mixture",658,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",46,"OLS",TRUE
"Main",200,"Symmetric bimodal",46,"Semiparametric",TRUE
"Main",200,"Skew-normal",730,"OLS",TRUE
"Main",200,"Skew-normal",730,"Semiparametric",TRUE
"Main",500,"Skew-normal",873,"OLS",TRUE
"Main",500,"Skew-normal",873,"Semiparametric",TRUE
"Main",200,"Skew-normal",174,"OLS",TRUE
"Main",200,"Skew-normal",174,"Semiparametric",TRUE
"Main",500,"Gaussian",761,"OLS",TRUE
"Main",500,"Gaussian",761,"Semiparametric",TRUE
"Main",500,"Gaussian",231,"OLS",TRUE
"Main",500,"Gaussian",231,"Semiparametric",TRUE
"Main",500,"Gaussian",915,"OLS",TRUE
"Main",500,"Gaussian",915,"Semiparametric",TRUE
"Main",500,"Gaussian",914,"OLS",TRUE
"Main",500,"Gaussian",914,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",418,"OLS",TRUE
"Main",200,"Asymmetric mixture",418,"Semiparametric",FALSE
"Main",200,"Symmetric bimodal",562,"OLS",TRUE
"Main",200,"Symmetric bimodal",562,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",99,"OLS",TRUE
"Main",200,"Asymmetric mixture",99,"Semiparametric",TRUE
"Main",200,"Gaussian",339,"OLS",TRUE
"Main",200,"Gaussian",339,"Semiparametric",TRUE
"Main",500,"Skew-normal",655,"OLS",TRUE
"Main",500,"Skew-normal",655,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",579,"OLS",TRUE
"Main",500,"Symmetric bimodal",579,"Semiparametric",TRUE
"Main",200,"Gaussian",505,"OLS",TRUE
"Main",200,"Gaussian",505,"Semiparametric",TRUE
"Main",500,"Skew-normal",265,"OLS",TRUE
"Main",500,"Skew-normal",265,"Semiparametric",TRUE
"Main",200,"Gaussian",860,"OLS",TRUE
"Main",200,"Gaussian",860,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",757,"OLS",TRUE
"Main",200,"Asymmetric mixture",757,"Semiparametric",TRUE
"Main",200,"Gaussian",461,"OLS",TRUE
"Main",200,"Gaussian",461,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",40,"OLS",TRUE
"Main",500,"Asymmetric mixture",40,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",171,"OLS",TRUE
"Main",200,"Symmetric bimodal",171,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",936,"OLS",TRUE
"Main",500,"Asymmetric mixture",936,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",739,"OLS",TRUE
"Main",500,"Symmetric bimodal",739,"Semiparametric",TRUE
"Main",200,"Skew-normal",689,"OLS",TRUE
"Main",200,"Skew-normal",689,"Semiparametric",TRUE
"Main",200,"Skew-normal",682,"OLS",TRUE
"Main",200,"Skew-normal",682,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",328,"OLS",TRUE
"Main",500,"Symmetric bimodal",328,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",955,"OLS",TRUE
"Main",500,"Asymmetric mixture",955,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",348,"OLS",TRUE
"Main",500,"Asymmetric mixture",348,"Semiparametric",TRUE
"Main",200,"Gaussian",750,"OLS",TRUE
"Main",200,"Gaussian",750,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",174,"OLS",TRUE
"Main",200,"Symmetric bimodal",174,"Semiparametric",TRUE
"Main",500,"Skew-normal",768,"OLS",TRUE
"Main",500,"Skew-normal",768,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",814,"OLS",TRUE
"Main",200,"Symmetric bimodal",814,"Semiparametric",TRUE
"Main",200,"Skew-normal",668,"OLS",TRUE
"Main",200,"Skew-normal",668,"Semiparametric",TRUE
"Main",200,"Gaussian",82,"OLS",TRUE
"Main",200,"Gaussian",82,"Semiparametric",TRUE
"Main",500,"Skew-normal",973,"OLS",TRUE
"Main",500,"Skew-normal",973,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",682,"OLS",TRUE
"Main",500,"Asymmetric mixture",682,"Semiparametric",TRUE
"Main",200,"Gaussian",769,"OLS",TRUE
"Main",200,"Gaussian",769,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",517,"OLS",TRUE
"Main",200,"Asymmetric mixture",517,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",276,"OLS",TRUE
"Main",500,"Symmetric bimodal",276,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",387,"OLS",TRUE
"Main",500,"Asymmetric mixture",387,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",490,"OLS",TRUE
"Main",500,"Symmetric bimodal",490,"Semiparametric",TRUE
"Main",500,"Skew-normal",533,"OLS",TRUE
"Main",500,"Skew-normal",533,"Semiparametric",TRUE
"Main",200,"Gaussian",164,"OLS",TRUE
"Main",200,"Gaussian",164,"Semiparametric",TRUE
"Main",200,"Gaussian",526,"OLS",TRUE
"Main",200,"Gaussian",526,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",566,"OLS",TRUE
"Main",500,"Asymmetric mixture",566,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",975,"OLS",TRUE
"Main",500,"Symmetric bimodal",975,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",776,"OLS",TRUE
"Main",200,"Asymmetric mixture",776,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",905,"OLS",TRUE
"Main",500,"Asymmetric mixture",905,"Semiparametric",TRUE
"Main",500,"Gaussian",248,"OLS",TRUE
"Main",500,"Gaussian",248,"Semiparametric",TRUE
"Main",500,"Skew-normal",133,"OLS",TRUE
"Main",500,"Skew-normal",133,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",29,"OLS",TRUE
"Main",500,"Symmetric bimodal",29,"Semiparametric",TRUE
"Main",500,"Skew-normal",54,"OLS",TRUE
"Main",500,"Skew-normal",54,"Semiparametric",TRUE
"Main",500,"Skew-normal",148,"OLS",TRUE
"Main",500,"Skew-normal",148,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",598,"OLS",TRUE
"Main",500,"Symmetric bimodal",598,"Semiparametric",TRUE
"Main",200,"Skew-normal",606,"OLS",TRUE
"Main",200,"Skew-normal",606,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",4,"OLS",TRUE
"Main",500,"Asymmetric mixture",4,"Semiparametric",TRUE
"Main",200,"Gaussian",387,"OLS",TRUE
"Main",200,"Gaussian",387,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",194,"OLS",TRUE
"Main",200,"Asymmetric mixture",194,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",673,"OLS",TRUE
"Main",500,"Symmetric bimodal",673,"Semiparametric",TRUE
"Main",500,"Gaussian",770,"OLS",TRUE
"Main",500,"Gaussian",770,"Semiparametric",TRUE
"Main",500,"Skew-normal",904,"OLS",TRUE
"Main",500,"Skew-normal",904,"Semiparametric",TRUE
"Main",200,"Skew-normal",681,"OLS",TRUE
"Main",200,"Skew-normal",681,"Semiparametric",TRUE
"Main",500,"Skew-normal",944,"OLS",TRUE
"Main",500,"Skew-normal",944,"Semiparametric",TRUE
"Main",200,"Skew-normal",120,"OLS",TRUE
"Main",200,"Skew-normal",120,"Semiparametric",TRUE
"Main",500,"Skew-normal",305,"OLS",TRUE
"Main",500,"Skew-normal",305,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",263,"OLS",TRUE
"Main",200,"Symmetric bimodal",263,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",629,"OLS",TRUE
"Main",500,"Asymmetric mixture",629,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",12,"OLS",TRUE
"Main",200,"Asymmetric mixture",12,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",286,"OLS",TRUE
"Main",500,"Symmetric bimodal",286,"Semiparametric",TRUE
"Main",500,"Skew-normal",363,"OLS",TRUE
"Main",500,"Skew-normal",363,"Semiparametric",TRUE
"Main",200,"Skew-normal",145,"OLS",TRUE
"Main",200,"Skew-normal",145,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",925,"OLS",TRUE
"Main",500,"Asymmetric mixture",925,"Semiparametric",TRUE
"Main",200,"Gaussian",532,"OLS",TRUE
"Main",200,"Gaussian",532,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",792,"OLS",TRUE
"Main",500,"Asymmetric mixture",792,"Semiparametric",TRUE
"Main",200,"Skew-normal",836,"OLS",TRUE
"Main",200,"Skew-normal",836,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",59,"OLS",TRUE
"Main",500,"Asymmetric mixture",59,"Semiparametric",TRUE
"Main",500,"Skew-normal",745,"OLS",TRUE
"Main",500,"Skew-normal",745,"Semiparametric",TRUE
"Main",200,"Gaussian",823,"OLS",TRUE
"Main",200,"Gaussian",823,"Semiparametric",TRUE
"Main",500,"Skew-normal",339,"OLS",TRUE
"Main",500,"Skew-normal",339,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",701,"OLS",TRUE
"Main",500,"Symmetric bimodal",701,"Semiparametric",TRUE
"Main",200,"Skew-normal",641,"OLS",TRUE
"Main",200,"Skew-normal",641,"Semiparametric",TRUE
"Main",200,"Gaussian",66,"OLS",TRUE
"Main",200,"Gaussian",66,"Semiparametric",TRUE
"Main",200,"Gaussian",609,"OLS",TRUE
"Main",200,"Gaussian",609,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",975,"OLS",TRUE
"Main",200,"Symmetric bimodal",975,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",615,"OLS",TRUE
"Main",200,"Symmetric bimodal",615,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",881,"OLS",TRUE
"Main",200,"Symmetric bimodal",881,"Semiparametric",TRUE
"Main",500,"Skew-normal",724,"OLS",TRUE
"Main",500,"Skew-normal",724,"Semiparametric",TRUE
"Main",500,"Skew-normal",717,"OLS",TRUE
"Main",500,"Skew-normal",717,"Semiparametric",TRUE
"Main",200,"Skew-normal",490,"OLS",TRUE
"Main",200,"Skew-normal",490,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",885,"OLS",TRUE
"Main",500,"Asymmetric mixture",885,"Semiparametric",TRUE
"Main",200,"Gaussian",587,"OLS",TRUE
"Main",200,"Gaussian",587,"Semiparametric",TRUE
"Main",500,"Gaussian",66,"OLS",TRUE
"Main",500,"Gaussian",66,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",643,"OLS",TRUE
"Main",500,"Symmetric bimodal",643,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",847,"OLS",TRUE
"Main",500,"Symmetric bimodal",847,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",458,"OLS",TRUE
"Main",500,"Asymmetric mixture",458,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",443,"OLS",TRUE
"Main",500,"Symmetric bimodal",443,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",125,"OLS",TRUE
"Main",500,"Asymmetric mixture",125,"Semiparametric",TRUE
"Main",200,"Gaussian",624,"OLS",TRUE
"Main",200,"Gaussian",624,"Semiparametric",TRUE
"Main",500,"Skew-normal",537,"OLS",TRUE
"Main",500,"Skew-normal",537,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",480,"OLS",TRUE
"Main",200,"Asymmetric mixture",480,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",817,"OLS",TRUE
"Main",200,"Symmetric bimodal",817,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",449,"OLS",TRUE
"Main",500,"Symmetric bimodal",449,"Semiparametric",TRUE
"Main",200,"Skew-normal",777,"OLS",TRUE
"Main",200,"Skew-normal",777,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",826,"OLS",TRUE
"Main",200,"Symmetric bimodal",826,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",176,"OLS",TRUE
"Main",500,"Symmetric bimodal",176,"Semiparametric",TRUE
"Main",200,"Gaussian",820,"OLS",TRUE
"Main",200,"Gaussian",820,"Semiparametric",TRUE
"Main",500,"Gaussian",940,"OLS",TRUE
"Main",500,"Gaussian",940,"Semiparametric",TRUE
"Main",500,"Skew-normal",557,"OLS",TRUE
"Main",500,"Skew-normal",557,"Semiparametric",TRUE
"Main",200,"Gaussian",49,"OLS",TRUE
"Main",200,"Gaussian",49,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",973,"OLS",TRUE
"Main",200,"Symmetric bimodal",973,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",322,"OLS",TRUE
"Main",500,"Asymmetric mixture",322,"Semiparametric",TRUE
"Main",200,"Gaussian",299,"OLS",TRUE
"Main",200,"Gaussian",299,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",174,"OLS",TRUE
"Main",200,"Asymmetric mixture",174,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",841,"OLS",TRUE
"Main",200,"Asymmetric mixture",841,"Semiparametric",TRUE
"Main",500,"Skew-normal",965,"OLS",TRUE
"Main",500,"Skew-normal",965,"Semiparametric",TRUE
"Main",200,"Skew-normal",494,"OLS",TRUE
"Main",200,"Skew-normal",494,"Semiparametric",TRUE
"Main",500,"Skew-normal",667,"OLS",TRUE
"Main",500,"Skew-normal",667,"Semiparametric",TRUE
"Main",500,"Skew-normal",919,"OLS",TRUE
"Main",500,"Skew-normal",919,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",641,"OLS",TRUE
"Main",500,"Asymmetric mixture",641,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",347,"OLS",TRUE
"Main",200,"Asymmetric mixture",347,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",459,"OLS",TRUE
"Main",500,"Asymmetric mixture",459,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",773,"OLS",TRUE
"Main",200,"Asymmetric mixture",773,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",1,"OLS",TRUE
"Main",200,"Symmetric bimodal",1,"Semiparametric",FALSE
"Main",500,"Symmetric bimodal",71,"OLS",TRUE
"Main",500,"Symmetric bimodal",71,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",816,"OLS",TRUE
"Main",500,"Symmetric bimodal",816,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",446,"OLS",TRUE
"Main",200,"Asymmetric mixture",446,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",879,"OLS",TRUE
"Main",200,"Asymmetric mixture",879,"Semiparametric",TRUE
"Main",200,"Gaussian",481,"OLS",TRUE
"Main",200,"Gaussian",481,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",242,"OLS",TRUE
"Main",500,"Symmetric bimodal",242,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",237,"OLS",TRUE
"Main",500,"Symmetric bimodal",237,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",865,"OLS",TRUE
"Main",200,"Symmetric bimodal",865,"Semiparametric",FALSE
"Main",200,"Gaussian",117,"OLS",TRUE
"Main",200,"Gaussian",117,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",704,"OLS",TRUE
"Main",500,"Symmetric bimodal",704,"Semiparametric",TRUE
"Main",500,"Skew-normal",167,"OLS",TRUE
"Main",500,"Skew-normal",167,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",191,"OLS",TRUE
"Main",200,"Symmetric bimodal",191,"Semiparametric",TRUE
"Main",500,"Gaussian",958,"OLS",TRUE
"Main",500,"Gaussian",958,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",704,"OLS",TRUE
"Main",200,"Asymmetric mixture",704,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",893,"OLS",TRUE
"Main",200,"Symmetric bimodal",893,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",859,"OLS",TRUE
"Main",500,"Symmetric bimodal",859,"Semiparametric",TRUE
"Main",200,"Skew-normal",559,"OLS",TRUE
"Main",200,"Skew-normal",559,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",152,"OLS",TRUE
"Main",200,"Asymmetric mixture",152,"Semiparametric",TRUE
"Main",500,"Gaussian",278,"OLS",TRUE
"Main",500,"Gaussian",278,"Semiparametric",TRUE
"Main",500,"Skew-normal",643,"OLS",TRUE
"Main",500,"Skew-normal",643,"Semiparametric",TRUE
"Main",500,"Skew-normal",829,"OLS",TRUE
"Main",500,"Skew-normal",829,"Semiparametric",TRUE
"Main",200,"Gaussian",398,"OLS",TRUE
"Main",200,"Gaussian",398,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",170,"OLS",TRUE
"Main",200,"Asymmetric mixture",170,"Semiparametric",TRUE
"Main",500,"Gaussian",142,"OLS",TRUE
"Main",500,"Gaussian",142,"Semiparametric",TRUE
"Main",500,"Skew-normal",6,"OLS",TRUE
"Main",500,"Skew-normal",6,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",342,"OLS",TRUE
"Main",200,"Symmetric bimodal",342,"Semiparametric",TRUE
"Main",500,"Gaussian",696,"OLS",TRUE
"Main",500,"Gaussian",696,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",188,"OLS",TRUE
"Main",500,"Symmetric bimodal",188,"Semiparametric",TRUE
"Main",500,"Gaussian",556,"OLS",TRUE
"Main",500,"Gaussian",556,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",389,"OLS",TRUE
"Main",500,"Asymmetric mixture",389,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",76,"OLS",TRUE
"Main",200,"Asymmetric mixture",76,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",655,"OLS",TRUE
"Main",200,"Symmetric bimodal",655,"Semiparametric",TRUE
"Main",500,"Skew-normal",617,"OLS",TRUE
"Main",500,"Skew-normal",617,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",218,"OLS",TRUE
"Main",500,"Asymmetric mixture",218,"Semiparametric",TRUE
"Main",500,"Gaussian",540,"OLS",TRUE
"Main",500,"Gaussian",540,"Semiparametric",TRUE
"Main",200,"Gaussian",778,"OLS",TRUE
"Main",200,"Gaussian",778,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",766,"OLS",TRUE
"Main",500,"Symmetric bimodal",766,"Semiparametric",TRUE
"Main",200,"Skew-normal",342,"OLS",TRUE
"Main",200,"Skew-normal",342,"Semiparametric",TRUE
"Main",500,"Skew-normal",140,"OLS",TRUE
"Main",500,"Skew-normal",140,"Semiparametric",TRUE
"Main",200,"Symmetric bimodal",219,"OLS",TRUE
"Main",200,"Symmetric bimodal",219,"Semiparametric",TRUE
"Main",200,"Gaussian",721,"OLS",TRUE
"Main",200,"Gaussian",721,"Semiparametric",TRUE
"Main",200,"Gaussian",958,"OLS",TRUE
"Main",200,"Gaussian",958,"Semiparametric",TRUE
"Main",500,"Gaussian",824,"OLS",TRUE
"Main",500,"Gaussian",824,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",436,"OLS",TRUE
"Main",200,"Asymmetric mixture",436,"Semiparametric",FALSE
"Main",200,"Gaussian",982,"OLS",TRUE
"Main",200,"Gaussian",982,"Semiparametric",TRUE
"Main",200,"Gaussian",36,"OLS",TRUE
"Main",200,"Gaussian",36,"Semiparametric",TRUE
"Main",500,"Gaussian",802,"OLS",TRUE
"Main",500,"Gaussian",802,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",184,"OLS",TRUE
"Main",200,"Asymmetric mixture",184,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",385,"OLS",TRUE
"Main",500,"Symmetric bimodal",385,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",149,"OLS",TRUE
"Main",200,"Asymmetric mixture",149,"Semiparametric",TRUE
"Main",500,"Gaussian",899,"OLS",TRUE
"Main",500,"Gaussian",899,"Semiparametric",TRUE
"Main",200,"Skew-normal",70,"OLS",TRUE
"Main",200,"Skew-normal",70,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",442,"OLS",TRUE
"Main",200,"Asymmetric mixture",442,"Semiparametric",TRUE
"Main",500,"Skew-normal",693,"OLS",TRUE
"Main",500,"Skew-normal",693,"Semiparametric",TRUE
"Main",500,"Skew-normal",237,"OLS",TRUE
"Main",500,"Skew-normal",237,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",424,"OLS",TRUE
"Main",500,"Asymmetric mixture",424,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",276,"OLS",TRUE
"Main",500,"Asymmetric mixture",276,"Semiparametric",TRUE
"Main",200,"Skew-normal",577,"OLS",TRUE
"Main",200,"Skew-normal",577,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",440,"OLS",TRUE
"Main",500,"Symmetric bimodal",440,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",251,"OLS",TRUE
"Main",200,"Asymmetric mixture",251,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",729,"OLS",TRUE
"Main",200,"Asymmetric mixture",729,"Semiparametric",TRUE
"Main",500,"Symmetric bimodal",719,"OLS",TRUE
"Main",500,"Symmetric bimodal",719,"Semiparametric",TRUE
"Main",200,"Skew-normal",160,"OLS",TRUE
"Main",200,"Skew-normal",160,"Semiparametric",TRUE
"Main",200,"Gaussian",454,"OLS",TRUE
"Main",200,"Gaussian",454,"Semiparametric",TRUE
"Main",200,"Gaussian",691,"OLS",TRUE
"Main",200,"Gaussian",691,"Semiparametric",TRUE
"Main",200,"Gaussian",411,"OLS",TRUE
"Main",200,"Gaussian",411,"Semiparametric",TRUE
"Main",500,"Gaussian",348,"OLS",TRUE
"Main",500,"Gaussian",348,"Semiparametric",TRUE
"Main",500,"Asymmetric mixture",87,"OLS",TRUE
"Main",500,"Asymmetric mixture",87,"Semiparametric",TRUE
"Main",500,"Skew-normal",67,"OLS",TRUE
"Main",500,"Skew-normal",67,"Semiparametric",TRUE
"Main",500,"Gaussian",858,"OLS",TRUE
"Main",500,"Gaussian",858,"Semiparametric",TRUE
"Main",200,"Asymmetric mixture",719,"OLS",TRUE
"Main",200,"Asymmetric mixture",719,"Semiparametric",TRUE
"Main",200,"Skew-normal",593,"OLS",TRUE
"Main",200,"Skew-normal",593,"Semiparametric",TRUE
"Main",200,"Skew-normal",305,"OLS",TRUE
"Main",200,"Skew-normal",305,"Semiparametric",TRUE
"Main",200,"Gaussian",671,"OLS",TRUE
"Main",200,"Gaussian",671,"Semiparametric",TRUE
