"Study","SampleSize","Scenario","Replication","Effect","Estimate","StdError","Lower","Upper","Method"
"Main",500,"Asymmetric mixture",34,"TNDE",1.14206388695538,0.0540383398569477,1.03615068705143,1.24797708685933,"Semiparametric"
"Main",500,"Asymmetric mixture",34,"TE",0.829423978338308,0.053174417664322,0.725204034817347,0.933643921859269,"Semiparametric"
"Main",500,"Skew-normal",492,"PNIE",-0.352267463041989,0.074647067340378,-0.498573026580666,-0.205961899503312,"OLS"
"Main",500,"Skew-normal",492,"TNIE",0.0805307848725214,0.0285613980785594,0.0245514732904336,0.136510096454609,"OLS"
"Main",500,"Skew-normal",492,"PNDE",0.687164880273192,0.111355275673687,0.468912550464236,0.905417210082148,"OLS"
"Main",500,"Skew-normal",492,"TNDE",1.1199631281877,0.111754966168824,0.900927419403316,1.33899883697209,"OLS"
"Main",500,"Skew-normal",492,"TE",0.767695665145714,0.101546431434531,0.568668316775468,0.96672301351596,"OLS"
"Main",500,"Skew-normal",492,"PNIE",-0.332710442907719,0.0585690808450871,-0.447503731971704,-0.217917153843733,"Semiparametric"
"Main",500,"Skew-normal",492,"TNIE",0.0890106871960831,0.0225792713767887,0.0447561285004211,0.133265245891745,"Semiparametric"
"Main",500,"Skew-normal",492,"PNDE",0.695904303756607,0.0959424226534888,0.507860610766249,0.883947996746964,"Semiparametric"
"Main",500,"Skew-normal",492,"TNDE",1.11762543386041,0.0979399870428232,0.925666586610156,1.30958428111066,"Semiparametric"
"Main",500,"Skew-normal",492,"TE",0.78491499095269,0.0881767477748055,0.612091741040199,0.957738240865181,"Semiparametric"
"Main",200,"Asymmetric mixture",900,"PNIE",-0.553101689508789,0.14630075035723,-0.839845891120146,-0.266357487897433,"OLS"
"Main",200,"Asymmetric mixture",900,"TNIE",0.129431694755429,0.0622678689047346,0.00738891430808745,0.25147447520277,"OLS"
"Main",200,"Asymmetric mixture",900,"PNDE",0.732321814492937,0.174099014523356,0.391094016283244,1.07354961270263,"OLS"
"Main",200,"Asymmetric mixture",900,"TNDE",1.41485519875716,0.187726176837209,1.04691865320083,1.78279174431348,"OLS"
"Main",200,"Asymmetric mixture",900,"TE",0.861753509248366,0.161559809427313,0.545102101421678,1.17840491707505,"OLS"
"Main",200,"Asymmetric mixture",900,"PNIE",-0.331986054041125,0.0336740091157375,-0.397985899123044,-0.265986208959206,"Semiparametric"
"Main",200,"Asymmetric mixture",900,"TNIE",0.0777287075666194,0.00985196791963587,0.0584192052672891,0.0970382098659497,"Semiparametric"
"Main",200,"Asymmetric mixture",900,"PNDE",0.81498483442945,0.0897231081497927,0.639130773874864,0.990838894984036,"Semiparametric"
"Main",200,"Asymmetric mixture",900,"TNDE",1.22469959603719,0.0914828083878908,1.04539658639235,1.40400260568204,"Semiparametric"
"Main",200,"Asymmetric mixture",900,"TE",0.892713541996069,0.0875710267287951,0.721077483518436,1.0643496004737,"Semiparametric"
"Main",200,"Asymmetric mixture",679,"PNIE",-0.0896465169689954,0.111182349512754,-0.307559917730538,0.128266883792547,"OLS"
"Main",200,"Asymmetric mixture",679,"TNIE",0.0352440491992891,0.045520473617621,-0.0539744396504538,0.124462538049032,"OLS"
"Main",200,"Asymmetric mixture",679,"PNDE",0.831263042570028,0.194227597298355,0.450583947061504,1.21194213807855,"OLS"
"Main",200,"Asymmetric mixture",679,"TNDE",0.956153608738312,0.18142592700858,0.600565325939703,1.31174189153692,"OLS"
"Main",200,"Asymmetric mixture",679,"TE",0.866507091769317,0.178384146621133,0.516880588978984,1.21613359455965,"OLS"
"Main",200,"Asymmetric mixture",679,"PNIE",-0.291519406501204,0.0286211121238267,-0.347615755461387,-0.235423057541021,"Semiparametric"
"Main",200,"Asymmetric mixture",679,"TNIE",0.0688685972179093,0.012707464636765,0.0439624241950336,0.093774770240785,"Semiparametric"
