"Study","SampleSize","Scenario","Replication","Effect","Estimate","StdError","Lower","Upper","Method"
"Main",500,"Asymmetric mixture",659,"TNDE",1.11553711206287,0.106607702903381,0.906589853897696,1.32448437022804,"OLS"
"Main",500,"Asymmetric mixture",659,"TE",0.899978325460468,0.103613441000318,0.696899712785579,1.10305693813536,"OLS"
"Main",500,"Asymmetric mixture",659,"PNIE",-0.29790990480277,0.0187795658579068,-0.334717177529566,-0.261102632075975,"Semiparametric"
"Main",500,"Asymmetric mixture",659,"TNIE",0.0592621673619712,0.00696846401506255,0.0456042288648852,0.0729201058590572,"Semiparametric"
"Main",500,"Asymmetric mixture",659,"PNDE",0.720059235179499,0.0491166267045532,0.623792415796476,0.816326054562521,"Semiparametric"
"Main",500,"Asymmetric mixture",659,"TNDE",1.07723130734424,0.0487543214142515,0.981674593281618,1.17278802140686,"Semiparametric"
"Main",500,"Asymmetric mixture",659,"TE",0.77932140254147,0.0478647295858011,0.685508256423551,0.873134548659389,"Semiparametric"
"Main",500,"Asymmetric mixture",633,"PNIE",-0.392254493681796,0.086841182404259,-0.562460083569017,-0.222048903794575,"OLS"
"Main",500,"Asymmetric mixture",633,"TNIE",0.0895678422003117,0.0292774965869556,0.0321850033323845,0.146950681068239,"OLS"
"Main",500,"Asymmetric mixture",633,"PNDE",0.539799842188912,0.117832909683327,0.308851583016031,0.770748101361793,"OLS"
"Main",500,"Asymmetric mixture",633,"TNDE",1.02162217807102,0.114801288793987,0.796615786656024,1.24662856948602,"OLS"
"Main",500,"Asymmetric mixture",633,"TE",0.629367684389224,0.107227086438802,0.419206456802008,0.839528911976439,"OLS"
"Main",500,"Asymmetric mixture",633,"PNIE",-0.331703644773982,0.0187848909862591,-0.368521354560561,-0.294885934987403,"Semiparametric"
"Main",500,"Asymmetric mixture",633,"TNIE",0.0859738722029293,0.00789309623265234,0.0705036878604219,0.101444056545437,"Semiparametric"
"Main",500,"Asymmetric mixture",633,"PNDE",0.673155302793599,0.0541824619315028,0.566959628814141,0.779350976773057,"Semiparametric"
"Main",500,"Asymmetric mixture",633,"TNDE",1.09083281977051,0.052768758722886,0.98740795316477,1.19425768637625,"Semiparametric"
"Main",500,"Asymmetric mixture",633,"TE",0.759129174996528,0.0528717999706264,0.655502351256295,0.862755998736762,"Semiparametric"
"Main",200,"Asymmetric mixture",614,"PNIE",-0.261365379877287,0.112734291504823,-0.48232053104938,-0.0404102287051946,"OLS"
"Main",200,"Asymmetric mixture",614,"TNIE",0.0168872352357714,0.0216937939733037,-0.0256318196399359,0.0594062901114788,"OLS"
"Main",200,"Asymmetric mixture",614,"PNDE",0.714490639666381,0.168506007218047,0.384224934340363,1.0447563449924,"OLS"
"Main",200,"Asymmetric mixture",614,"TNDE",0.99274325477944,0.169202731460775,0.661111995030519,1.32437451452836,"OLS"
"Main",200,"Asymmetric mixture",614,"TE",0.731377874902152,0.159022146316807,0.419700195376952,1.04305555442735,"OLS"
"Main",200,"Asymmetric mixture",614,"PNIE",-0.31560607489249,0.0292654801418821,-0.372965361960851,-0.258246787824129,"Semiparametric"
"Main",200,"Asymmetric mixture",614,"TNIE",0.08920371493382,0.012418821857294,0.0648632713631049,0.113544158504535,"Semiparametric"
"Main",200,"Asymmetric mixture",614,"PNDE",0.701641724054201,0.0840210763748755,0.536963440417156,0.866320007691246,"Semiparametric"
"Main",200,"Asymmetric mixture",614,"TNDE",1.10645151388051,0.0852974865547921,0.939271512261329,1.27363151549969,"Semiparametric"
"Main",200,"Asymmetric mixture",614,"TE",0.790845438988021,0.0820355683661103,0.630058679539172,0.95163219843687,"Semiparametric"
"Main",200,"Gaussian",951,"PNIE",-0.239580724871168,0.115272603795509,-0.465510876714522,-0.0136505730278148,"OLS"
"Main",200,"Gaussian",951,"TNIE",0.0707950007253556,0.0453984475344967,-0.0181843213962891,0.159774322847,"OLS"
"Main",200,"Gaussian",951,"PNDE",0.68821113651091,0.172795107851932,0.349538948416408,1.02688332460541,"OLS"
"Main",200,"Gaussian",951,"TNDE",0.998586862107434,0.18279135504755,0.640322389528961,1.35685133468591,"OLS"
"Main",200,"Gaussian",951,"TE",0.759006137236266,0.16313185835541,0.439273570128572,1.07873870434396,"OLS"
"Main",200,"Gaussian",951,"PNIE",-0.128762149148362,0.127770238160197,-0.379187214238453,0.121662915941728,"Semiparametric"
"Main",200,"Gaussian",951,"TNIE",0.0217875427502923,0.0305435851096272,-0.0380767840233109,0.0816518695238955,"Semiparametric"
"Main",200,"Gaussian",951,"PNDE",0.841742755051151,0.190695678728252,0.467986092736357,1.21549941736594,"Semiparametric"
"Main",200,"Gaussian",951,"TNDE",0.992292446949805,0.202969904974048,0.594478743255155,1.39010615064446,"Semiparametric"
"Main",200,"Gaussian",951,"TE",0.863530297801443,0.183362443763651,0.504146511907437,1.22291408369545,"Semiparametric"
"Main",200,"Symmetric bimodal",282,"PNIE",-0.436683235891261,0.128768169942001,-0.689064211332716,-0.184302260449805,"OLS"
"Main",200,"Symmetric bimodal",282,"TNIE",0.0251740022715767,0.0527137843114649,-0.0781431164677069,0.12849112101086,"OLS"
"Main",200,"Symmetric bimodal",282,"PNDE",0.714785525938774,0.176424426278131,0.369000004440496,1.06057104743705,"OLS"
"Main",200,"Symmetric bimodal",282,"TNDE",1.17664276410161,0.172578438937475,0.838395239276015,1.51489028892721,"OLS"
"Main",200,"Symmetric bimodal",282,"TE",0.739959528210351,0.16425955124683,0.418016723649853,1.06190233277085,"OLS"
"Main",200,"Symmetric bimodal",282,"PNIE",-0.319757525112529,0.028735002814888,-0.376077095725367,-0.263437954499691,"Semiparametric"
"Main",200,"Symmetric bimodal",282,"TNIE",0.0710662037542636,0.011971293830405,0.0476028989983233,0.0945295085102038,"Semiparametric"
"Main",200,"Symmetric bimodal",282,"PNDE",0.721000322545401,0.0791945391702586,0.565781877999447,0.876218767091354,"Semiparametric"
"Main",200,"Symmetric bimodal",282,"TNDE",1.11182405141219,0.0813104753715287,0.952458448118166,1.27118965470622,"Semiparametric"
"Main",200,"Symmetric bimodal",282,"TE",0.792066526299664,0.0779628535835865,0.639262141143865,0.944870911455463,"Semiparametric"
"Main",200,"Gaussian",974,"PNIE",-0.422222001545154,0.115980397896699,-0.649539404335309,-0.194904598754999,"OLS"
"Main",200,"Gaussian",974,"TNIE",0.103157713359714,0.0580686600265794,-0.0106547689228827,0.21697019564231,"OLS"
"Main",200,"Gaussian",974,"PNDE",0.780954479947766,0.185939889957971,0.416518992340802,1.14538996755473,"OLS"
"Main",200,"Gaussian",974,"TNDE",1.30633419485263,0.175513055217347,0.962334927810044,1.65033346189522,"OLS"
"Main",200,"Gaussian",974,"TE",0.884112193307479,0.162460291354525,0.565695873334727,1.20252851328023,"OLS"
"Main",200,"Gaussian",974,"PNIE",-0.360628033718681,0.115769728573013,-0.587532532221765,-0.133723535215597,"Semiparametric"
"Main",200,"Gaussian",974,"TNIE",0.068918065119919,0.053868316108584,-0.0366618943607245,0.174498024600563,"Semiparametric"
"Main",200,"Gaussian",974,"PNDE",0.832226620236583,0.171709420985161,0.495682339299441,1.16877090117373,"Semiparametric"
"Main",200,"Gaussian",974,"TNDE",1.26177271907518,0.157498752468964,0.953080836626025,1.57046460152434,"Semiparametric"
"Main",200,"Gaussian",974,"TE",0.901144685356503,0.149195788359524,0.608726313526776,1.19356305718623,"Semiparametric"
"Main",500,"Symmetric bimodal",747,"PNIE",-0.460081941681677,0.0773377234413385,-0.61166109427302,-0.308502789090335,"OLS"
"Main",500,"Symmetric bimodal",747,"TNIE",0.147052699863333,0.0436220358991217,0.0615550805687409,0.232550319157925,"OLS"
"Main",500,"Symmetric bimodal",747,"PNDE",0.464252577714074,0.117325563507448,0.23429869877361,0.694206456654538,"OLS"
"Main",500,"Symmetric bimodal",747,"TNDE",1.07138721925908,0.118847075796319,0.838451231030396,1.30432320748777,"OLS"
"Main",500,"Symmetric bimodal",747,"TE",0.611305277577406,0.104151816468002,0.407171468375698,0.815439086779115,"OLS"
"Main",500,"Symmetric bimodal",747,"PNIE",-0.341914196109869,0.0197834308121497,-0.380689007992322,-0.303139384227415,"Semiparametric"
"Main",500,"Symmetric bimodal",747,"TNIE",0.0860142997156332,0.00838600892977817,0.0695780242392367,0.10245057519203,"Semiparametric"
"Main",500,"Symmetric bimodal",747,"PNDE",0.633031456261969,0.0555406649861203,0.524173753211768,0.74188915931217,"Semiparametric"
"Main",500,"Symmetric bimodal",747,"TNDE",1.06095995208747,0.0547438795841065,0.953663919728624,1.16825598444632,"Semiparametric"
"Main",500,"Symmetric bimodal",747,"TE",0.719045755977602,0.0535788638382308,0.614033112522094,0.82405839943311,"Semiparametric"
"Main",200,"Skew-normal",878,"PNIE",-0.242651212367393,0.0992955864604713,-0.4372669856537,-0.0480354390810861,"OLS"
"Main",200,"Skew-normal",878,"TNIE",0.0590400669579992,0.0443181423656531,-0.0278218959403996,0.145902029856398,"OLS"
"Main",200,"Skew-normal",878,"PNDE",0.631322011795993,0.180421670671441,0.277702035249422,0.984941988342563,"OLS"
"Main",200,"Skew-normal",878,"TNDE",0.933013291121384,0.179798194952776,0.580615304528633,1.28541127771414,"OLS"
"Main",200,"Skew-normal",878,"TE",0.690362078753992,0.168668909376926,0.359777091063566,1.02094706644442,"OLS"
"Main",200,"Skew-normal",878,"PNIE",-0.183674777739944,0.0790241594982976,-0.338559284265156,-0.0287902712147322,"Semiparametric"
"Main",200,"Skew-normal",878,"TNIE",0.0509560732041652,0.0326764028741135,-0.0130884995734184,0.115000645981749,"Semiparametric"
"Main",200,"Skew-normal",878,"PNDE",0.694121002912919,0.167009865781203,0.366787680918892,1.02145432490695,"Semiparametric"
"Main",200,"Skew-normal",878,"TNDE",0.928751853857028,0.171385322703051,0.592842793880274,1.26466091383378,"Semiparametric"
"Main",200,"Skew-normal",878,"TE",0.745077076117084,0.161508080749142,0.428527054636578,1.06162709759759,"Semiparametric"
"Main",500,"Asymmetric mixture",83,"PNIE",-0.196245580187351,0.0678845018027358,-0.329296758829157,-0.0631944015455441,"OLS"
"Main",500,"Asymmetric mixture",83,"TNIE",0.0212991131764463,0.0152186290582023,-0.00852885167170491,0.0511270780245974,"OLS"
"Main",500,"Asymmetric mixture",83,"PNDE",0.779652529350403,0.106427936520641,0.571057606821032,0.988247451879774,"OLS"
"Main",500,"Asymmetric mixture",83,"TNDE",0.9971972227142,0.10216331620663,0.796960802408027,1.19743364302037,"OLS"
"Main",500,"Asymmetric mixture",83,"TE",0.80095164252685,0.101035510348749,0.602925681083677,0.998977603970022,"OLS"
"Main",500,"Asymmetric mixture",83,"PNIE",-0.290889659624844,0.0187682132730944,-0.327674681694276,-0.254104637555413,"Semiparametric"
"Main",500,"Asymmetric mixture",83,"TNIE",0.0637704073461881,0.00704905642300483,0.0499545106321079,0.0775863040602683,"Semiparametric"
"Main",500,"Asymmetric mixture",83,"PNDE",0.664608560882696,0.052418627321533,0.561869939213464,0.767347182551928,"Semiparametric"
"Main",500,"Asymmetric mixture",83,"TNDE",1.01926862785373,0.0507154823420113,0.91986810900481,1.11866914670265,"Semiparametric"
"Main",500,"Asymmetric mixture",83,"TE",0.728378968228885,0.0513282060740657,0.627777532932666,0.828980403525103,"Semiparametric"
"Main",200,"Skew-normal",807,"PNIE",-0.162477814057643,0.10575956554604,-0.369762753548484,0.0448071254331978,"OLS"
"Main",200,"Skew-normal",807,"TNIE",0.0532425181533206,0.0425635901020408,-0.0301805854994049,0.136665621806046,"OLS"
"Main",200,"Skew-normal",807,"PNDE",0.768022774092204,0.176175029540584,0.422726061217379,1.11331948696703,"OLS"
"Main",200,"Skew-normal",807,"TNDE",0.983743106303168,0.157811601338475,0.674438051337163,1.29304816126917,"OLS"
"Main",200,"Skew-normal",807,"TE",0.821265292245524,0.160417874199245,0.506852036338527,1.13567854815252,"OLS"
"Main",200,"Skew-normal",807,"PNIE",-0.231695744230635,0.10267335304734,-0.432931818375387,-0.0304596700858817,"Semiparametric"
"Main",200,"Skew-normal",807,"TNIE",0.0920165607385248,0.0503252899876193,-0.00661919514874323,0.190652316625793,"Semiparametric"
"Main",200,"Skew-normal",807,"PNDE",0.764632866414413,0.16614435037966,0.438995923435476,1.09026980939335,"Semiparametric"
"Main",200,"Skew-normal",807,"TNDE",1.08834517138357,0.138873078992699,0.816158938135697,1.36053140463145,"Semiparametric"
"Main",200,"Skew-normal",807,"TE",0.856649427152938,0.148382484024797,0.565825102527747,1.14747375177813,"Semiparametric"
"Main",500,"Symmetric bimodal",415,"PNIE",-0.230672288782439,0.064297320119402,-0.35669272051891,-0.104651857045969,"OLS"
"Main",500,"Symmetric bimodal",415,"TNIE",0.106904345713412,0.0352005685395276,0.0379124991406039,0.175896192286219,"OLS"
"Main",500,"Symmetric bimodal",415,"PNDE",0.718593183165647,0.110709585765647,0.50160638232163,0.935579984009664,"OLS"
"Main",500,"Symmetric bimodal",415,"TNDE",1.0561698176615,0.111644881774096,0.837349870326039,1.27498976499696,"OLS"
"Main",500,"Symmetric bimodal",415,"TE",0.825497528879059,0.101402313316535,0.626752646829605,1.02424241092851,"OLS"
"Main",500,"Symmetric bimodal",415,"PNIE",-0.341176319390793,0.0184143894577297,-0.377267859525237,-0.305084779256349,"Semiparametric"
"Main",500,"Symmetric bimodal",415,"TNIE",0.0837491047050325,0.00841942123811985,0.067247342307646,0.100250867102419,"Semiparametric"
"Main",500,"Symmetric bimodal",415,"PNDE",0.690043646937387,0.0543535903560173,0.58351256740915,0.796574726465624,"Semiparametric"
"Main",500,"Symmetric bimodal",415,"TNDE",1.11496907103321,0.055220497438748,1.00673888484488,1.22319925722154,"Semiparametric"
"Main",500,"Symmetric bimodal",415,"TE",0.77379275164242,0.0534881625999039,0.668957879347386,0.878627623937454,"Semiparametric"
"Main",200,"Skew-normal",242,"PNIE",-0.346007889040325,0.127878275258138,-0.596644702951374,-0.0953710751292761,"OLS"
"Main",200,"Skew-normal",242,"TNIE",0.0534347957911875,0.0360024263210087,-0.0171286631540464,0.123998254736421,"OLS"
"Main",200,"Skew-normal",242,"PNDE",0.630974182395723,0.172670170567624,0.292546866878792,0.969401497912654,"OLS"
"Main",200,"Skew-normal",242,"TNDE",1.03041686722724,0.1646115372802,0.707784182718271,1.3530495517362,"OLS"
"Main",200,"Skew-normal",242,"TE",0.684408978186911,0.160123117599702,0.370573434599224,0.998244521774597,"OLS"
"Main",200,"Skew-normal",242,"PNIE",-0.279581793217068,0.0764423293123274,-0.42940600556358,-0.129757580870556,"Semiparametric"
"Main",200,"Skew-normal",242,"TNIE",0.0562850670018313,0.0250906562991433,0.00710828430703735,0.105461849696625,"Semiparametric"
"Main",200,"Skew-normal",242,"PNDE",0.595069597038113,0.150343087182551,0.300402560835747,0.889736633240479,"Semiparametric"
"Main",200,"Skew-normal",242,"TNDE",0.930936457257012,0.146500990639017,0.6437997919051,1.21807312260892,"Semiparametric"
"Main",200,"Skew-normal",242,"TE",0.651354664039944,0.141946588123772,0.37314446358901,0.929564864490879,"Semiparametric"
"Main",200,"Skew-normal",440,"PNIE",-0.598094980952203,0.153908244847315,-0.899749597776714,-0.296440364127693,"OLS"
"Main",200,"Skew-normal",440,"TNIE",0.0686907293741793,0.0526940273493286,-0.0345876664308733,0.171969125179232,"OLS"
"Main",200,"Skew-normal",440,"PNDE",0.40532631272278,0.198710073421864,0.0158617254506174,0.794790899994942,"OLS"
"Main",200,"Skew-normal",440,"TNDE",1.07211202304916,0.201426377565636,0.677323577484148,1.46690046861418,"OLS"
"Main",200,"Skew-normal",440,"TE",0.474017042096959,0.182243270227295,0.11682679602666,0.831207288167258,"OLS"
"Main",200,"Skew-normal",440,"PNIE",-0.44107127757465,0.109359977094787,-0.655412894030558,-0.226729661118742,"Semiparametric"
"Main",200,"Skew-normal",440,"TNIE",0.0975303337981431,0.0386736306823896,0.0217314105092564,0.17332925708703,"Semiparametric"
"Main",200,"Skew-normal",440,"PNDE",0.517215158901745,0.143731183844264,0.235507215111683,0.798923102691807,"Semiparametric"
"Main",200,"Skew-normal",440,"TNDE",1.05581677027454,0.15274732137747,0.756437521639732,1.35519601890934,"Semiparametric"
"Main",200,"Skew-normal",440,"TE",0.614745492699888,0.132183011565703,0.355671550663069,0.873819434736708,"Semiparametric"
"Main",200,"Gaussian",208,"PNIE",-0.42143507109446,0.120140300376626,-0.65690573292447,-0.18596440926445,"OLS"
"Main",200,"Gaussian",208,"TNIE",0.0723614130682977,0.0599821328206397,-0.045201406976054,0.189924233112649,"OLS"
"Main",200,"Gaussian",208,"PNDE",1.05158525449106,0.186009970896502,0.687012410768574,1.41615809821355,"OLS"
"Main",200,"Gaussian",208,"TNDE",1.54538173865382,0.179999809571091,1.19258859467041,1.89817488263723,"OLS"
"Main",200,"Gaussian",208,"TE",1.12394666755936,0.169253134156319,0.792216620342448,1.45567671477627,"OLS"
"Main",200,"Gaussian",208,"PNIE",-0.406130455987837,0.135782075169324,-0.672258433065823,-0.140002478909851,"Semiparametric"
"Main",200,"Gaussian",208,"TNIE",0.0500675340598376,0.0498881591319787,-0.0477114610938437,0.147846529213519,"Semiparametric"
"Main",200,"Gaussian",208,"PNDE",1.08520764472484,0.171524325668616,0.749026143941835,1.42138914550785,"Semiparametric"
"Main",200,"Gaussian",208,"TNDE",1.54140563477252,0.17686970043185,1.1947473919697,1.88806387757533,"Semiparametric"
"Main",200,"Gaussian",208,"TE",1.13527517878468,0.160704251501787,0.82030063367871,1.45024972389065,"Semiparametric"
"Main",500,"Asymmetric mixture",38,"PNIE",-0.276492143205346,0.0694449383519153,-0.412601721283705,-0.140382565126988,"OLS"
"Main",500,"Asymmetric mixture",38,"TNIE",0.068031975623031,0.0294019858444928,0.0104051422938686,0.125658808952193,"OLS"
"Main",500,"Asymmetric mixture",38,"PNDE",0.676107823906755,0.108730568743358,0.462999825151217,0.889215822662293,"OLS"
"Main",500,"Asymmetric mixture",38,"TNDE",1.02063194273513,0.106603157599957,0.811693593200969,1.2295702922693,"OLS"
"Main",500,"Asymmetric mixture",38,"TE",0.744139799529786,0.100605979476286,0.54695570312689,0.941323895932683,"OLS"
"Main",500,"Asymmetric mixture",38,"PNIE",-0.32603767951859,0.0189077888558302,-0.363096264703305,-0.288979094333875,"Semiparametric"
"Main",500,"Asymmetric mixture",38,"TNIE",0.0886620985522134,0.00711859811099948,0.0747099026342396,0.102614294470187,"Semiparametric"
"Main",500,"Asymmetric mixture",38,"PNDE",0.632051869694536,0.0545037204936666,0.525226540503512,0.73887719888556,"Semiparametric"
"Main",500,"Asymmetric mixture",38,"TNDE",1.04675164776534,0.05418433869246,0.940552295401997,1.15295100012868,"Semiparametric"
"Main",500,"Asymmetric mixture",38,"TE",0.720713968246749,0.0532927912256524,0.616262016808858,0.82516591968464,"Semiparametric"
"Main",200,"Asymmetric mixture",626,"PNIE",-0.348965980095345,0.112252923990165,-0.568977668275379,-0.12895429191531,"OLS"
"Main",200,"Asymmetric mixture",626,"TNIE",0.185980252136435,0.0757847137309714,0.037444942645053,0.334515561627817,"OLS"
"Main",200,"Asymmetric mixture",626,"PNDE",0.633431286437187,0.178029311033581,0.28450024861889,0.982362324255485,"OLS"
"Main",200,"Asymmetric mixture",626,"TNDE",1.16837751866897,0.19476095668628,0.786653057969292,1.55010197936864,"OLS"
"Main",200,"Asymmetric mixture",626,"TE",0.819411538573622,0.165139146060727,0.495744759856899,1.14307831729035,"OLS"
"Main",200,"Asymmetric mixture",626,"PNIE",-0.306014274121518,0.0274751503537675,-0.359864579284725,-0.252163968958311,"Semiparametric"
"Main",200,"Asymmetric mixture",626,"TNIE",0.0777133803299293,0.0120534724039581,0.054089008529524,0.101337752130335,"Semiparametric"
"Main",200,"Asymmetric mixture",626,"PNDE",0.747955164385327,0.0862681757024496,0.578872646996552,0.917037681774101,"Semiparametric"
"Main",200,"Asymmetric mixture",626,"TNDE",1.13168281883677,0.0855385987483182,0.964030246002047,1.2993353916715,"Semiparametric"
"Main",200,"Asymmetric mixture",626,"TE",0.825668544715256,0.0841144438743456,0.660807264141923,0.990529825288589,"Semiparametric"
"Main",200,"Symmetric bimodal",195,"PNIE",-0.433752601025433,0.135704731424069,-0.699728987148289,-0.167776214902576,"OLS"
"Main",200,"Symmetric bimodal",195,"TNIE",0.0857970028283678,0.054351753336217,-0.0207304762072223,0.192324481863958,"OLS"
"Main",200,"Symmetric bimodal",195,"PNDE",0.76572889702508,0.193052971755912,0.387352025275064,1.1441057687751,"OLS"
"Main",200,"Symmetric bimodal",195,"TNDE",1.28527850087888,0.190263516173298,0.912368861607261,1.6581881401505,"OLS"
"Main",200,"Symmetric bimodal",195,"TE",0.851525899853448,0.175675533268852,0.507208181681631,1.19584361802526,"OLS"
"Main",200,"Symmetric bimodal",195,"PNIE",-0.33555432896324,0.0312726467294765,-0.396847590254259,-0.274261067672222,"Semiparametric"
"Main",200,"Symmetric bimodal",195,"TNIE",0.075947502132762,0.0137648201926939,0.0489689503014124,0.102926053964112,"Semiparametric"
"Main",200,"Symmetric bimodal",195,"PNDE",0.74933830998147,0.0825748527288185,0.587494572604287,0.911182047358653,"Semiparametric"
"Main",200,"Symmetric bimodal",195,"TNDE",1.16084014107747,0.085574672962311,0.99311686408255,1.3285634180724,"Semiparametric"
"Main",200,"Symmetric bimodal",195,"TE",0.825285812114232,0.0807909508415901,0.66693845818797,0.983633166040495,"Semiparametric"
"Main",500,"Asymmetric mixture",398,"PNIE",-0.237153471509013,0.0697460933449686,-0.37385330252752,-0.100453640490506,"OLS"
"Main",500,"Asymmetric mixture",398,"TNIE",0.0865851648026811,0.0297739361339571,0.0282293223021295,0.144941007303233,"OLS"
"Main",500,"Asymmetric mixture",398,"PNDE",0.503203302479184,0.109770709766596,0.288056664779258,0.718349940179111,"OLS"
"Main",500,"Asymmetric mixture",398,"TNDE",0.826941938790878,0.1075875884092,0.616074140325328,1.03780973725643,"OLS"
"Main",500,"Asymmetric mixture",398,"TE",0.589788467281865,0.100325763858168,0.393153583398387,0.786423351165344,"OLS"
"Main",500,"Asymmetric mixture",398,"PNIE",-0.326358396900681,0.018190197870249,-0.362010529598027,-0.290706264203336,"Semiparametric"
"Main",500,"Asymmetric mixture",398,"TNIE",0.0851972204096163,0.00770204266850884,0.0701014941719482,0.100292946647284,"Semiparametric"
"Main",500,"Asymmetric mixture",398,"PNDE",0.60186593017953,0.0514903772626523,0.500946645194352,0.702785215164709,"Semiparametric"
"Main",500,"Asymmetric mixture",398,"TNDE",1.01342154748983,0.0517841765907853,0.911926426402827,1.11491666857683,"Semiparametric"
"Main",500,"Asymmetric mixture",398,"TE",0.687063150589147,0.0504803965250044,0.588123391474837,0.786002909703456,"Semiparametric"
"Main",200,"Skew-normal",398,"PNIE",-0.293480491317251,0.100163525158274,-0.489797393192039,-0.0971635894424635,"OLS"
"Main",200,"Skew-normal",398,"TNIE",0.0579684746616614,0.0355055411556245,-0.0116211072549673,0.12755805657829,"OLS"
"Main",200,"Skew-normal",398,"PNDE",0.809720531203527,0.164676724255487,0.486960082570739,1.13248097983631,"OLS"
"Main",200,"Skew-normal",398,"TNDE",1.16116949718244,0.154251405829882,0.858842297191198,1.46349669717368,"OLS"
"Main",200,"Skew-normal",398,"TE",0.867689005865188,0.14929333994176,0.575079436447644,1.16029857528273,"OLS"
"Main",200,"Skew-normal",398,"PNIE",-0.289927804918147,0.0837493220342824,-0.454073459834987,-0.125782150001307,"Semiparametric"
"Main",200,"Skew-normal",398,"TNIE",0.0972002841179667,0.0478613370381227,0.00339378727131331,0.19100678096462,"Semiparametric"
"Main",200,"Skew-normal",398,"PNDE",0.736168447403281,0.151289961298707,0.439645572035357,1.03269132277121,"Semiparametric"
"Main",200,"Skew-normal",398,"TNDE",1.1232965364394,0.163018999789075,0.803785168057066,1.44280790482173,"Semiparametric"
"Main",200,"Skew-normal",398,"TE",0.833368731521248,0.135631968218039,0.567534958661611,1.09920250438088,"Semiparametric"
"Main",500,"Asymmetric mixture",434,"PNIE",-0.225867805858348,0.0695013601630672,-0.362087968654507,-0.08964764306219,"OLS"
"Main",500,"Asymmetric mixture",434,"TNIE",0.0255968897605898,0.0156691545314015,-0.00511408878914971,0.0563078683103293,"OLS"
"Main",500,"Asymmetric mixture",434,"PNDE",0.646471704985498,0.106675267840038,0.43739202197786,0.855551387993136,"OLS"
"Main",500,"Asymmetric mixture",434,"TNDE",0.897936400604436,0.100437094880133,0.701083311927542,1.09478948928133,"OLS"
"Main",500,"Asymmetric mixture",434,"TE",0.672068594746088,0.100982194908153,0.474147129646303,0.869990059845872,"OLS"
"Main",500,"Asymmetric mixture",434,"PNIE",-0.3155198151828,0.0179791073032383,-0.350758217971328,-0.280281412394272,"Semiparametric"
"Main",500,"Asymmetric mixture",434,"TNIE",0.0821844961514004,0.00765753458302121,0.0671760041583089,0.0971929881444919,"Semiparametric"
"Main",500,"Asymmetric mixture",434,"PNDE",0.66551175236704,0.0512937383519734,0.564977872564751,0.766045632169329,"Semiparametric"
"Main",500,"Asymmetric mixture",434,"TNDE",1.06321606370124,0.0519567725272243,0.961382660794941,1.16504946660754,"Semiparametric"
"Main",500,"Asymmetric mixture",434,"TE",0.74769624851844,0.0505232003669569,0.648672595415504,0.846719901621377,"Semiparametric"
"Main",500,"Symmetric bimodal",596,"PNIE",-0.404167137613164,0.0858779383603675,-0.572484803866035,-0.235849471360293,"OLS"
"Main",500,"Symmetric bimodal",596,"TNIE",0.0852644654960691,0.0315808613174239,0.0233671147131642,0.147161816278974,"OLS"
"Main",500,"Symmetric bimodal",596,"PNDE",0.488961264011836,0.115396712977742,0.262787862641155,0.715134665382517,"OLS"
"Main",500,"Symmetric bimodal",596,"TNDE",0.978392867121069,0.118518031828383,0.746101793218867,1.21068394102327,"OLS"
"Main",500,"Symmetric bimodal",596,"TE",0.574225729507905,0.106353637530776,0.365776430322756,0.782675028693054,"OLS"
"Main",500,"Symmetric bimodal",596,"PNIE",-0.316279864518184,0.0184066470296889,-0.352356229772515,-0.280203499263852,"Semiparametric"
"Main",500,"Symmetric bimodal",596,"TNIE",0.0763902015941201,0.00738143790033668,0.0619228491553413,0.090857554032899,"Semiparametric"
"Main",500,"Symmetric bimodal",596,"PNDE",0.634062556759705,0.0511871029409991,0.533737678522403,0.734387434997007,"Semiparametric"
"Main",500,"Symmetric bimodal",596,"TNDE",1.02673262287201,0.053364890412731,0.922139359624129,1.13132588611989,"Semiparametric"
"Main",500,"Symmetric bimodal",596,"TE",0.710452758353825,0.0508091660953926,0.610868622722342,0.810036893985308,"Semiparametric"
"Main",500,"Skew-normal",85,"PNIE",-0.297109407071137,0.0807539204219533,-0.455384182708579,-0.138834631433695,"OLS"
"Main",500,"Skew-normal",85,"TNIE",0.0896413001034986,0.0275607934736374,0.0356231375098227,0.143659462697175,"OLS"
"Main",500,"Skew-normal",85,"PNDE",0.758823603972551,0.112204958912746,0.538905925616772,0.978741282328329,"OLS"
"Main",500,"Skew-normal",85,"TNDE",1.14557431114719,0.114736102229134,0.920695683051577,1.3704529392428,"OLS"
"Main",500,"Skew-normal",85,"TE",0.848464904076049,0.102106691042405,0.648339467052377,1.04859034109972,"OLS"
"Main",500,"Skew-normal",85,"PNIE",-0.305319366564637,0.0640769430514107,-0.430907867184826,-0.179730865944448,"Semiparametric"
"Main",500,"Skew-normal",85,"TNIE",0.108758678763968,0.0271626654071298,0.0555208328418813,0.161996524686054,"Semiparametric"
"Main",500,"Skew-normal",85,"PNDE",0.724667745973451,0.0981576045032537,0.532282376338347,0.917053115608555,"Semiparametric"
"Main",500,"Skew-normal",85,"TNDE",1.13874579130206,0.099195933694144,0.94432533384871,1.3331662487554,"Semiparametric"
"Main",500,"Skew-normal",85,"TE",0.833426424737419,0.0909178742335969,0.655230665688627,1.01162218378621,"Semiparametric"
