"Study","SampleSize","Scenario","Replication","Method","Success"
"Comparator",300,"Symmetric bimodal",126,"Imai quasi-Bayes",TRUE
"Comparator",300,"Symmetric bimodal",126,"Imai bootstrap",TRUE
"Comparator",300,"Symmetric bimodal",126,"medflex NEM",TRUE
"Comparator",300,"Gaussian",127,"OLS",TRUE
"Comparator",300,"Gaussian",127,"Semiparametric",TRUE
"Comparator",300,"Gaussian",127,"Imai quasi-Bayes",TRUE
"Comparator",300,"Gaussian",127,"Imai bootstrap",TRUE
"Comparator",300,"Gaussian",127,"medflex NEM",TRUE
"Comparator",300,"Skew-normal",127,"OLS",TRUE
"Comparator",300,"Skew-normal",127,"Semiparametric",TRUE
"Comparator",300,"Skew-normal",127,"Imai quasi-Bayes",TRUE
"Comparator",300,"Skew-normal",127,"Imai bootstrap",TRUE
"Comparator",300,"Skew-normal",127,"medflex NEM",TRUE
"Comparator",300,"Asymmetric mixture",127,"OLS",TRUE
"Comparator",300,"Asymmetric mixture",127,"Semiparametric",TRUE
"Comparator",300,"Asymmetric mixture",127,"Imai quasi-Bayes",TRUE
"Comparator",300,"Asymmetric mixture",127,"Imai bootstrap",TRUE
"Comparator",300,"Asymmetric mixture",127,"medflex NEM",TRUE
"Comparator",300,"Symmetric bimodal",127,"OLS",TRUE
"Comparator",300,"Symmetric bimodal",127,"Semiparametric",TRUE
"Comparator",300,"Symmetric bimodal",127,"Imai quasi-Bayes",TRUE
"Comparator",300,"Symmetric bimodal",127,"Imai bootstrap",TRUE
"Comparator",300,"Symmetric bimodal",127,"medflex NEM",TRUE
"Comparator",300,"Gaussian",128,"OLS",TRUE
"Comparator",300,"Gaussian",128,"Semiparametric",TRUE
"Comparator",300,"Gaussian",128,"Imai quasi-Bayes",TRUE
"Comparator",300,"Gaussian",128,"Imai bootstrap",TRUE
"Comparator",300,"Gaussian",128,"medflex NEM",TRUE
"Comparator",300,"Skew-normal",128,"OLS",TRUE
"Comparator",300,"Skew-normal",128,"Semiparametric",TRUE
"Comparator",300,"Skew-normal",128,"Imai quasi-Bayes",TRUE
"Comparator",300,"Skew-normal",128,"Imai bootstrap",TRUE
"Comparator",300,"Skew-normal",128,"medflex NEM",TRUE
"Comparator",300,"Asymmetric mixture",128,"OLS",TRUE
"Comparator",300,"Asymmetric mixture",128,"Semiparametric",TRUE
"Comparator",300,"Asymmetric mixture",128,"Imai quasi-Bayes",TRUE
"Comparator",300,"Asymmetric mixture",128,"Imai bootstrap",TRUE
"Comparator",300,"Asymmetric mixture",128,"medflex NEM",TRUE
"Comparator",300,"Symmetric bimodal",128,"OLS",TRUE
"Comparator",300,"Symmetric bimodal",128,"Semiparametric",TRUE
"Comparator",300,"Symmetric bimodal",128,"Imai quasi-Bayes",TRUE
"Comparator",300,"Symmetric bimodal",128,"Imai bootstrap",TRUE
"Comparator",300,"Symmetric bimodal",128,"medflex NEM",TRUE
"Comparator",300,"Gaussian",129,"OLS",TRUE
"Comparator",300,"Gaussian",129,"Semiparametric",TRUE
"Comparator",300,"Gaussian",129,"Imai quasi-Bayes",TRUE
"Comparator",300,"Gaussian",129,"Imai bootstrap",TRUE
"Comparator",300,"Gaussian",129,"medflex NEM",TRUE
"Comparator",300,"Skew-normal",129,"OLS",TRUE
"Comparator",300,"Skew-normal",129,"Semiparametric",TRUE
"Comparator",300,"Skew-normal",129,"Imai quasi-Bayes",TRUE
"Comparator",300,"Skew-normal",129,"Imai bootstrap",TRUE
"Comparator",300,"Skew-normal",129,"medflex NEM",TRUE
"Comparator",300,"Asymmetric mixture",129,"OLS",TRUE
"Comparator",300,"Asymmetric mixture",129,"Semiparametric",TRUE
"Comparator",300,"Asymmetric mixture",129,"Imai quasi-Bayes",TRUE
"Comparator",300,"Asymmetric mixture",129,"Imai bootstrap",TRUE
"Comparator",300,"Asymmetric mixture",129,"medflex NEM",TRUE
"Comparator",300,"Symmetric bimodal",129,"OLS",TRUE
"Comparator",300,"Symmetric bimodal",129,"Semiparametric",TRUE
"Comparator",300,"Symmetric bimodal",129,"Imai quasi-Bayes",TRUE
"Comparator",300,"Symmetric bimodal",129,"Imai bootstrap",TRUE
"Comparator",300,"Symmetric bimodal",129,"medflex NEM",TRUE
"Comparator",300,"Gaussian",130,"OLS",TRUE
"Comparator",300,"Gaussian",130,"Semiparametric",TRUE
"Comparator",300,"Gaussian",130,"Imai quasi-Bayes",TRUE
"Comparator",300,"Gaussian",130,"Imai bootstrap",TRUE
"Comparator",300,"Gaussian",130,"medflex NEM",TRUE
"Comparator",300,"Skew-normal",130,"OLS",TRUE
"Comparator",300,"Skew-normal",130,"Semiparametric",TRUE
"Comparator",300,"Skew-normal",130,"Imai quasi-Bayes",TRUE
"Comparator",300,"Skew-normal",130,"Imai bootstrap",TRUE
"Comparator",300,"Skew-normal",130,"medflex NEM",TRUE
"Comparator",300,"Asymmetric mixture",130,"OLS",TRUE
"Comparator",300,"Asymmetric mixture",130,"Semiparametric",TRUE
"Comparator",300,"Asymmetric mixture",130,"Imai quasi-Bayes",TRUE
"Comparator",300,"Asymmetric mixture",130,"Imai bootstrap",TRUE
"Comparator",300,"Asymmetric mixture",130,"medflex NEM",TRUE
"Comparator",300,"Symmetric bimodal",130,"OLS",TRUE
"Comparator",300,"Symmetric bimodal",130,"Semiparametric",TRUE
"Comparator",300,"Symmetric bimodal",130,"Imai quasi-Bayes",TRUE
"Comparator",300,"Symmetric bimodal",130,"Imai bootstrap",TRUE
"Comparator",300,"Symmetric bimodal",130,"medflex NEM",TRUE
"Comparator",300,"Gaussian",131,"OLS",TRUE
"Comparator",300,"Gaussian",131,"Semiparametric",TRUE
"Comparator",300,"Gaussian",131,"Imai quasi-Bayes",TRUE
"Comparator",300,"Gaussian",131,"Imai bootstrap",TRUE
"Comparator",300,"Gaussian",131,"medflex NEM",TRUE
"Comparator",300,"Skew-normal",131,"OLS",TRUE
"Comparator",300,"Skew-normal",131,"Semiparametric",TRUE
"Comparator",300,"Skew-normal",131,"Imai quasi-Bayes",TRUE
"Comparator",300,"Skew-normal",131,"Imai bootstrap",TRUE
"Comparator",300,"Skew-normal",131,"medflex NEM",TRUE
"Comparator",300,"Asymmetric mixture",131,"OLS",TRUE
"Comparator",300,"Asymmetric mixture",131,"Semiparametric",TRUE
"Comparator",300,"Asymmetric mixture",131,"Imai quasi-Bayes",TRUE
"Comparator",300,"Asymmetric mixture",131,"Imai bootstrap",TRUE
"Comparator",300,"Asymmetric mixture",131,"medflex NEM",TRUE
"Comparator",300,"Symmetric bimodal",131,"OLS",TRUE
"Comparator",300,"Symmetric bimodal",131,"Semiparametric",TRUE
"Comparator",300,"Symmetric bimodal",131,"Imai quasi-Bayes",TRUE
"Comparator",300,"Symmetric bimodal",131,"Imai bootstrap",TRUE
"Comparator",300,"Symmetric bimodal",131,"medflex NEM",TRUE
"Comparator",300,"Gaussian",132,"OLS",TRUE
"Comparator",300,"Gaussian",132,"Semiparametric",TRUE
"Comparator",300,"Gaussian",132,"Imai quasi-Bayes",TRUE
"Comparator",300,"Gaussian",132,"Imai bootstrap",TRUE
"Comparator",300,"Gaussian",132,"medflex NEM",TRUE
"Comparator",300,"Skew-normal",132,"OLS",TRUE
"Comparator",300,"Skew-normal",132,"Semiparametric",TRUE
"Comparator",300,"Skew-normal",132,"Imai quasi-Bayes",TRUE
"Comparator",300,"Skew-normal",132,"Imai bootstrap",TRUE
"Comparator",300,"Skew-normal",132,"medflex NEM",TRUE
"Comparator",300,"Asymmetric mixture",132,"OLS",TRUE
"Comparator",300,"Asymmetric mixture",132,"Semiparametric",TRUE
"Comparator",300,"Asymmetric mixture",132,"Imai quasi-Bayes",TRUE
"Comparator",300,"Asymmetric mixture",132,"Imai bootstrap",TRUE
"Comparator",300,"Asymmetric mixture",132,"medflex NEM",TRUE
"Comparator",300,"Symmetric bimodal",132,"OLS",TRUE
"Comparator",300,"Symmetric bimodal",132,"Semiparametric",TRUE
"Comparator",300,"Symmetric bimodal",132,"Imai quasi-Bayes",TRUE
"Comparator",300,"Symmetric bimodal",132,"Imai bootstrap",TRUE
"Comparator",300,"Symmetric bimodal",132,"medflex NEM",TRUE
"Comparator",300,"Gaussian",133,"OLS",TRUE
"Comparator",300,"Gaussian",133,"Semiparametric",TRUE
"Comparator",300,"Gaussian",133,"Imai quasi-Bayes",TRUE
"Comparator",300,"Gaussian",133,"Imai bootstrap",TRUE
"Comparator",300,"Gaussian",133,"medflex NEM",TRUE
"Comparator",300,"Skew-normal",133,"OLS",TRUE
"Comparator",300,"Skew-normal",133,"Semiparametric",TRUE
"Comparator",300,"Skew-normal",133,"Imai quasi-Bayes",TRUE
"Comparator",300,"Skew-normal",133,"Imai bootstrap",TRUE
"Comparator",300,"Skew-normal",133,"medflex NEM",TRUE
"Comparator",300,"Asymmetric mixture",133,"OLS",TRUE
"Comparator",300,"Asymmetric mixture",133,"Semiparametric",FALSE
"Comparator",300,"Asymmetric mixture",133,"Imai quasi-Bayes",TRUE
"Comparator",300,"Asymmetric mixture",133,"Imai bootstrap",TRUE
"Comparator",300,"Asymmetric mixture",133,"medflex NEM",TRUE
"Comparator",300,"Symmetric bimodal",133,"OLS",TRUE
"Comparator",300,"Symmetric bimodal",133,"Semiparametric",TRUE
"Comparator",300,"Symmetric bimodal",133,"Imai quasi-Bayes",TRUE
"Comparator",300,"Symmetric bimodal",133,"Imai bootstrap",TRUE
"Comparator",300,"Symmetric bimodal",133,"medflex NEM",TRUE
"Comparator",300,"Gaussian",134,"OLS",TRUE
"Comparator",300,"Gaussian",134,"Semiparametric",TRUE
"Comparator",300,"Gaussian",134,"Imai quasi-Bayes",TRUE
"Comparator",300,"Gaussian",134,"Imai bootstrap",TRUE
"Comparator",300,"Gaussian",134,"medflex NEM",TRUE
"Comparator",300,"Skew-normal",134,"OLS",TRUE
"Comparator",300,"Skew-normal",134,"Semiparametric",TRUE
"Comparator",300,"Skew-normal",134,"Imai quasi-Bayes",TRUE
"Comparator",300,"Skew-normal",134,"Imai bootstrap",TRUE
"Comparator",300,"Skew-normal",134,"medflex NEM",TRUE
"Comparator",300,"Asymmetric mixture",134,"OLS",TRUE
"Comparator",300,"Asymmetric mixture",134,"Semiparametric",TRUE
"Comparator",300,"Asymmetric mixture",134,"Imai quasi-Bayes",TRUE
"Comparator",300,"Asymmetric mixture",134,"Imai bootstrap",TRUE
"Comparator",300,"Asymmetric mixture",134,"medflex NEM",TRUE
"Comparator",300,"Symmetric bimodal",134,"OLS",TRUE
"Comparator",300,"Symmetric bimodal",134,"Semiparametric",TRUE
"Comparator",300,"Symmetric bimodal",134,"Imai quasi-Bayes",TRUE
"Comparator",300,"Symmetric bimodal",134,"Imai bootstrap",TRUE
"Comparator",300,"Symmetric bimodal",134,"medflex NEM",TRUE
"Comparator",300,"Gaussian",135,"OLS",TRUE
"Comparator",300,"Gaussian",135,"Semiparametric",TRUE
"Comparator",300,"Gaussian",135,"Imai quasi-Bayes",TRUE
"Comparator",300,"Gaussian",135,"Imai bootstrap",TRUE
"Comparator",300,"Gaussian",135,"medflex NEM",TRUE
"Comparator",300,"Skew-normal",135,"OLS",TRUE
"Comparator",300,"Skew-normal",135,"Semiparametric",TRUE
"Comparator",300,"Skew-normal",135,"Imai quasi-Bayes",TRUE
"Comparator",300,"Skew-normal",135,"Imai bootstrap",TRUE
"Comparator",300,"Skew-normal",135,"medflex NEM",TRUE
"Comparator",300,"Asymmetric mixture",135,"OLS",TRUE
"Comparator",300,"Asymmetric mixture",135,"Semiparametric",TRUE
"Comparator",300,"Asymmetric mixture",135,"Imai quasi-Bayes",TRUE
"Comparator",300,"Asymmetric mixture",135,"Imai bootstrap",TRUE
"Comparator",300,"Asymmetric mixture",135,"medflex NEM",TRUE
"Comparator",300,"Symmetric bimodal",135,"OLS",TRUE
"Comparator",300,"Symmetric bimodal",135,"Semiparametric",TRUE
"Comparator",300,"Symmetric bimodal",135,"Imai quasi-Bayes",TRUE
"Comparator",300,"Symmetric bimodal",135,"Imai bootstrap",TRUE
"Comparator",300,"Symmetric bimodal",135,"medflex NEM",TRUE
"Comparator",300,"Gaussian",136,"OLS",TRUE
"Comparator",300,"Gaussian",136,"Semiparametric",TRUE
"Comparator",300,"Gaussian",136,"Imai quasi-Bayes",TRUE
"Comparator",300,"Gaussian",136,"Imai bootstrap",TRUE
"Comparator",300,"Gaussian",136,"medflex NEM",TRUE
"Comparator",300,"Skew-normal",136,"OLS",TRUE
"Comparator",300,"Skew-normal",136,"Semiparametric",TRUE
"Comparator",300,"Skew-normal",136,"Imai quasi-Bayes",TRUE
"Comparator",300,"Skew-normal",136,"Imai bootstrap",TRUE
"Comparator",300,"Skew-normal",136,"medflex NEM",TRUE
"Comparator",300,"Asymmetric mixture",136,"OLS",TRUE
"Comparator",300,"Asymmetric mixture",136,"Semiparametric",TRUE
"Comparator",300,"Asymmetric mixture",136,"Imai quasi-Bayes",TRUE
"Comparator",300,"Asymmetric mixture",136,"Imai bootstrap",TRUE
"Comparator",300,"Asymmetric mixture",136,"medflex NEM",TRUE
"Comparator",300,"Symmetric bimodal",136,"OLS",TRUE
"Comparator",300,"Symmetric bimodal",136,"Semiparametric",TRUE
"Comparator",300,"Symmetric bimodal",136,"Imai quasi-Bayes",TRUE
"Comparator",300,"Symmetric bimodal",136,"Imai bootstrap",TRUE
"Comparator",300,"Symmetric bimodal",136,"medflex NEM",TRUE
"Comparator",300,"Gaussian",137,"OLS",TRUE
"Comparator",300,"Gaussian",137,"Semiparametric",TRUE
"Comparator",300,"Gaussian",137,"Imai quasi-Bayes",TRUE
"Comparator",300,"Gaussian",137,"Imai bootstrap",TRUE
"Comparator",300,"Gaussian",137,"medflex NEM",TRUE
"Comparator",300,"Skew-normal",137,"OLS",TRUE
"Comparator",300,"Skew-normal",137,"Semiparametric",TRUE
"Comparator",300,"Skew-normal",137,"Imai quasi-Bayes",TRUE
"Comparator",300,"Skew-normal",137,"Imai bootstrap",TRUE
"Comparator",300,"Skew-normal",137,"medflex NEM",TRUE
"Comparator",300,"Asymmetric mixture",137,"OLS",TRUE
"Comparator",300,"Asymmetric mixture",137,"Semiparametric",TRUE
"Comparator",300,"Asymmetric mixture",137,"Imai quasi-Bayes",TRUE
"Comparator",300,"Asymmetric mixture",137,"Imai bootstrap",TRUE
"Comparator",300,"Asymmetric mixture",137,"medflex NEM",TRUE
"Comparator",300,"Symmetric bimodal",137,"OLS",TRUE
"Comparator",300,"Symmetric bimodal",137,"Semiparametric",TRUE
"Comparator",300,"Symmetric bimodal",137,"Imai quasi-Bayes",TRUE
"Comparator",300,"Symmetric bimodal",137,"Imai bootstrap",TRUE
"Comparator",300,"Symmetric bimodal",137,"medflex NEM",TRUE
"Comparator",300,"Gaussian",138,"OLS",TRUE
"Comparator",300,"Gaussian",138,"Semiparametric",TRUE
"Comparator",300,"Gaussian",138,"Imai quasi-Bayes",TRUE
"Comparator",300,"Gaussian",138,"Imai bootstrap",TRUE
"Comparator",300,"Gaussian",138,"medflex NEM",TRUE
"Comparator",300,"Skew-normal",138,"OLS",TRUE
"Comparator",300,"Skew-normal",138,"Semiparametric",TRUE
"Comparator",300,"Skew-normal",138,"Imai quasi-Bayes",TRUE
"Comparator",300,"Skew-normal",138,"Imai bootstrap",TRUE
"Comparator",300,"Skew-normal",138,"medflex NEM",TRUE
"Comparator",300,"Asymmetric mixture",138,"OLS",TRUE
"Comparator",300,"Asymmetric mixture",138,"Semiparametric",TRUE
"Comparator",300,"Asymmetric mixture",138,"Imai quasi-Bayes",TRUE
"Comparator",300,"Asymmetric mixture",138,"Imai bootstrap",TRUE
"Comparator",300,"Asymmetric mixture",138,"medflex NEM",TRUE
"Comparator",300,"Symmetric bimodal",138,"OLS",TRUE
"Comparator",300,"Symmetric bimodal",138,"Semiparametric",TRUE
"Comparator",300,"Symmetric bimodal",138,"Imai quasi-Bayes",TRUE
"Comparator",300,"Symmetric bimodal",138,"Imai bootstrap",TRUE
"Comparator",300,"Symmetric bimodal",138,"medflex NEM",TRUE
"Comparator",300,"Gaussian",139,"OLS",TRUE
"Comparator",300,"Gaussian",139,"Semiparametric",TRUE
"Comparator",300,"Gaussian",139,"Imai quasi-Bayes",TRUE
"Comparator",300,"Gaussian",139,"Imai bootstrap",TRUE
"Comparator",300,"Gaussian",139,"medflex NEM",TRUE
"Comparator",300,"Skew-normal",139,"OLS",TRUE
"Comparator",300,"Skew-normal",139,"Semiparametric",TRUE
"Comparator",300,"Skew-normal",139,"Imai quasi-Bayes",TRUE
"Comparator",300,"Skew-normal",139,"Imai bootstrap",TRUE
"Comparator",300,"Skew-normal",139,"medflex NEM",TRUE
"Comparator",300,"Asymmetric mixture",139,"OLS",TRUE
"Comparator",300,"Asymmetric mixture",139,"Semiparametric",TRUE
"Comparator",300,"Asymmetric mixture",139,"Imai quasi-Bayes",TRUE
"Comparator",300,"Asymmetric mixture",139,"Imai bootstrap",TRUE
"Comparator",300,"Asymmetric mixture",139,"medflex NEM",TRUE
"Comparator",300,"Symmetric bimodal",139,"OLS",TRUE
"Comparator",300,"Symmetric bimodal",139,"Semiparametric",TRUE
"Comparator",300,"Symmetric bimodal",139,"Imai quasi-Bayes",TRUE
"Comparator",300,"Symmetric bimodal",139,"Imai bootstrap",TRUE
"Comparator",300,"Symmetric bimodal",139,"medflex NEM",TRUE
"Comparator",300,"Gaussian",140,"OLS",TRUE
"Comparator",300,"Gaussian",140,"Semiparametric",TRUE
"Comparator",300,"Gaussian",140,"Imai quasi-Bayes",TRUE
"Comparator",300,"Gaussian",140,"Imai bootstrap",TRUE
"Comparator",300,"Gaussian",140,"medflex NEM",TRUE
"Comparator",300,"Skew-normal",140,"OLS",TRUE
"Comparator",300,"Skew-normal",140,"Semiparametric",TRUE
"Comparator",300,"Skew-normal",140,"Imai quasi-Bayes",TRUE
"Comparator",300,"Skew-normal",140,"Imai bootstrap",TRUE
"Comparator",300,"Skew-normal",140,"medflex NEM",TRUE
"Comparator",300,"Asymmetric mixture",140,"OLS",TRUE
"Comparator",300,"Asymmetric mixture",140,"Semiparametric",TRUE
"Comparator",300,"Asymmetric mixture",140,"Imai quasi-Bayes",TRUE
"Comparator",300,"Asymmetric mixture",140,"Imai bootstrap",TRUE
"Comparator",300,"Asymmetric mixture",140,"medflex NEM",TRUE
"Comparator",300,"Symmetric bimodal",140,"OLS",TRUE
"Comparator",300,"Symmetric bimodal",140,"Semiparametric",TRUE
"Comparator",300,"Symmetric bimodal",140,"Imai quasi-Bayes",TRUE
"Comparator",300,"Symmetric bimodal",140,"Imai bootstrap",TRUE
"Comparator",300,"Symmetric bimodal",140,"medflex NEM",TRUE
"Comparator",300,"Gaussian",141,"OLS",TRUE
"Comparator",300,"Gaussian",141,"Semiparametric",TRUE
"Comparator",300,"Gaussian",141,"Imai quasi-Bayes",TRUE
"Comparator",300,"Gaussian",141,"Imai bootstrap",TRUE
"Comparator",300,"Gaussian",141,"medflex NEM",TRUE
"Comparator",300,"Skew-normal",141,"OLS",TRUE
"Comparator",300,"Skew-normal",141,"Semiparametric",TRUE
"Comparator",300,"Skew-normal",141,"Imai quasi-Bayes",TRUE
"Comparator",300,"Skew-normal",141,"Imai bootstrap",TRUE
"Comparator",300,"Skew-normal",141,"medflex NEM",TRUE
"Comparator",300,"Asymmetric mixture",141,"OLS",TRUE
"Comparator",300,"Asymmetric mixture",141,"Semiparametric",TRUE
"Comparator",300,"Asymmetric mixture",141,"Imai quasi-Bayes",TRUE
"Comparator",300,"Asymmetric mixture",141,"Imai bootstrap",TRUE
"Comparator",300,"Asymmetric mixture",141,"medflex NEM",TRUE
"Comparator",300,"Symmetric bimodal",141,"OLS",TRUE
"Comparator",300,"Symmetric bimodal",141,"Semiparametric",TRUE
"Comparator",300,"Symmetric bimodal",141,"Imai quasi-Bayes",TRUE
"Comparator",300,"Symmetric bimodal",141,"Imai bootstrap",TRUE
"Comparator",300,"Symmetric bimodal",141,"medflex NEM",TRUE
"Comparator",300,"Gaussian",142,"OLS",TRUE
"Comparator",300,"Gaussian",142,"Semiparametric",TRUE
"Comparator",300,"Gaussian",142,"Imai quasi-Bayes",TRUE
"Comparator",300,"Gaussian",142,"Imai bootstrap",TRUE
"Comparator",300,"Gaussian",142,"medflex NEM",TRUE
"Comparator",300,"Skew-normal",142,"OLS",TRUE
"Comparator",300,"Skew-normal",142,"Semiparametric",TRUE
"Comparator",300,"Skew-normal",142,"Imai quasi-Bayes",TRUE
"Comparator",300,"Skew-normal",142,"Imai bootstrap",TRUE
"Comparator",300,"Skew-normal",142,"medflex NEM",TRUE
"Comparator",300,"Asymmetric mixture",142,"OLS",TRUE
"Comparator",300,"Asymmetric mixture",142,"Semiparametric",TRUE
"Comparator",300,"Asymmetric mixture",142,"Imai quasi-Bayes",TRUE
"Comparator",300,"Asymmetric mixture",142,"Imai bootstrap",TRUE
"Comparator",300,"Asymmetric mixture",142,"medflex NEM",TRUE
"Comparator",300,"Symmetric bimodal",142,"OLS",TRUE
"Comparator",300,"Symmetric bimodal",142,"Semiparametric",TRUE
"Comparator",300,"Symmetric bimodal",142,"Imai quasi-Bayes",TRUE
"Comparator",300,"Symmetric bimodal",142,"Imai bootstrap",TRUE
"Comparator",300,"Symmetric bimodal",142,"medflex NEM",TRUE
"Comparator",300,"Gaussian",143,"OLS",TRUE
"Comparator",300,"Gaussian",143,"Semiparametric",TRUE
"Comparator",300,"Gaussian",143,"Imai quasi-Bayes",TRUE
"Comparator",300,"Gaussian",143,"Imai bootstrap",TRUE
"Comparator",300,"Gaussian",143,"medflex NEM",TRUE
"Comparator",300,"Skew-normal",143,"OLS",TRUE
"Comparator",300,"Skew-normal",143,"Semiparametric",TRUE
"Comparator",300,"Skew-normal",143,"Imai quasi-Bayes",TRUE
"Comparator",300,"Skew-normal",143,"Imai bootstrap",TRUE
"Comparator",300,"Skew-normal",143,"medflex NEM",TRUE
"Comparator",300,"Asymmetric mixture",143,"OLS",TRUE
"Comparator",300,"Asymmetric mixture",143,"Semiparametric",TRUE
"Comparator",300,"Asymmetric mixture",143,"Imai quasi-Bayes",TRUE
"Comparator",300,"Asymmetric mixture",143,"Imai bootstrap",TRUE
"Comparator",300,"Asymmetric mixture",143,"medflex NEM",TRUE
"Comparator",300,"Symmetric bimodal",143,"OLS",TRUE
"Comparator",300,"Symmetric bimodal",143,"Semiparametric",TRUE
"Comparator",300,"Symmetric bimodal",143,"Imai quasi-Bayes",TRUE
"Comparator",300,"Symmetric bimodal",143,"Imai bootstrap",TRUE
"Comparator",300,"Symmetric bimodal",143,"medflex NEM",TRUE
"Comparator",300,"Gaussian",144,"OLS",TRUE
"Comparator",300,"Gaussian",144,"Semiparametric",TRUE
"Comparator",300,"Gaussian",144,"Imai quasi-Bayes",TRUE
"Comparator",300,"Gaussian",144,"Imai bootstrap",TRUE
"Comparator",300,"Gaussian",144,"medflex NEM",TRUE
"Comparator",300,"Skew-normal",144,"OLS",TRUE
"Comparator",300,"Skew-normal",144,"Semiparametric",TRUE
"Comparator",300,"Skew-normal",144,"Imai quasi-Bayes",TRUE
"Comparator",300,"Skew-normal",144,"Imai bootstrap",TRUE
"Comparator",300,"Skew-normal",144,"medflex NEM",TRUE
"Comparator",300,"Asymmetric mixture",144,"OLS",TRUE
"Comparator",300,"Asymmetric mixture",144,"Semiparametric",TRUE
"Comparator",300,"Asymmetric mixture",144,"Imai quasi-Bayes",TRUE
"Comparator",300,"Asymmetric mixture",144,"Imai bootstrap",TRUE
"Comparator",300,"Asymmetric mixture",144,"medflex NEM",TRUE
"Comparator",300,"Symmetric bimodal",144,"OLS",TRUE
"Comparator",300,"Symmetric bimodal",144,"Semiparametric",TRUE
"Comparator",300,"Symmetric bimodal",144,"Imai quasi-Bayes",TRUE
"Comparator",300,"Symmetric bimodal",144,"Imai bootstrap",TRUE
"Comparator",300,"Symmetric bimodal",144,"medflex NEM",TRUE
"Comparator",300,"Gaussian",145,"OLS",TRUE
"Comparator",300,"Gaussian",145,"Semiparametric",TRUE
"Comparator",300,"Gaussian",145,"Imai quasi-Bayes",TRUE
"Comparator",300,"Gaussian",145,"Imai bootstrap",TRUE
"Comparator",300,"Gaussian",145,"medflex NEM",TRUE
"Comparator",300,"Skew-normal",145,"OLS",TRUE
"Comparator",300,"Skew-normal",145,"Semiparametric",TRUE
"Comparator",300,"Skew-normal",145,"Imai quasi-Bayes",TRUE
"Comparator",300,"Skew-normal",145,"Imai bootstrap",TRUE
"Comparator",300,"Skew-normal",145,"medflex NEM",TRUE
"Comparator",300,"Asymmetric mixture",145,"OLS",TRUE
"Comparator",300,"Asymmetric mixture",145,"Semiparametric",TRUE
"Comparator",300,"Asymmetric mixture",145,"Imai quasi-Bayes",TRUE
"Comparator",300,"Asymmetric mixture",145,"Imai bootstrap",TRUE
"Comparator",300,"Asymmetric mixture",145,"medflex NEM",TRUE
"Comparator",300,"Symmetric bimodal",145,"OLS",TRUE
"Comparator",300,"Symmetric bimodal",145,"Semiparametric",TRUE
"Comparator",300,"Symmetric bimodal",145,"Imai quasi-Bayes",TRUE
"Comparator",300,"Symmetric bimodal",145,"Imai bootstrap",TRUE
"Comparator",300,"Symmetric bimodal",145,"medflex NEM",TRUE
"Comparator",300,"Gaussian",146,"OLS",TRUE
"Comparator",300,"Gaussian",146,"Semiparametric",TRUE
"Comparator",300,"Gaussian",146,"Imai quasi-Bayes",TRUE
"Comparator",300,"Gaussian",146,"Imai bootstrap",TRUE
"Comparator",300,"Gaussian",146,"medflex NEM",TRUE
"Comparator",300,"Skew-normal",146,"OLS",TRUE
"Comparator",300,"Skew-normal",146,"Semiparametric",TRUE
"Comparator",300,"Skew-normal",146,"Imai quasi-Bayes",TRUE
"Comparator",300,"Skew-normal",146,"Imai bootstrap",TRUE
"Comparator",300,"Skew-normal",146,"medflex NEM",TRUE
"Comparator",300,"Asymmetric mixture",146,"OLS",TRUE
"Comparator",300,"Asymmetric mixture",146,"Semiparametric",TRUE
"Comparator",300,"Asymmetric mixture",146,"Imai quasi-Bayes",TRUE
"Comparator",300,"Asymmetric mixture",146,"Imai bootstrap",TRUE
"Comparator",300,"Asymmetric mixture",146,"medflex NEM",TRUE
"Comparator",300,"Symmetric bimodal",146,"OLS",TRUE
"Comparator",300,"Symmetric bimodal",146,"Semiparametric",TRUE
"Comparator",300,"Symmetric bimodal",146,"Imai quasi-Bayes",TRUE
"Comparator",300,"Symmetric bimodal",146,"Imai bootstrap",TRUE
"Comparator",300,"Symmetric bimodal",146,"medflex NEM",TRUE
"Comparator",300,"Gaussian",147,"OLS",TRUE
"Comparator",300,"Gaussian",147,"Semiparametric",TRUE
"Comparator",300,"Gaussian",147,"Imai quasi-Bayes",TRUE
"Comparator",300,"Gaussian",147,"Imai bootstrap",TRUE
"Comparator",300,"Gaussian",147,"medflex NEM",TRUE
"Comparator",300,"Skew-normal",147,"OLS",TRUE
"Comparator",300,"Skew-normal",147,"Semiparametric",TRUE
"Comparator",300,"Skew-normal",147,"Imai quasi-Bayes",TRUE
"Comparator",300,"Skew-normal",147,"Imai bootstrap",TRUE
"Comparator",300,"Skew-normal",147,"medflex NEM",TRUE
"Comparator",300,"Asymmetric mixture",147,"OLS",TRUE
"Comparator",300,"Asymmetric mixture",147,"Semiparametric",TRUE
"Comparator",300,"Asymmetric mixture",147,"Imai quasi-Bayes",TRUE
"Comparator",300,"Asymmetric mixture",147,"Imai bootstrap",TRUE
"Comparator",300,"Asymmetric mixture",147,"medflex NEM",TRUE
"Comparator",300,"Symmetric bimodal",147,"OLS",TRUE
"Comparator",300,"Symmetric bimodal",147,"Semiparametric",TRUE
"Comparator",300,"Symmetric bimodal",147,"Imai quasi-Bayes",TRUE
"Comparator",300,"Symmetric bimodal",147,"Imai bootstrap",TRUE
