"Study","SampleSize","Scenario","Replication","Method","Success"
"Comparator",300,"Gaussian",1,"OLS",TRUE
"Comparator",300,"Gaussian",1,"Semiparametric",TRUE
"Comparator",300,"Gaussian",1,"Imai quasi-Bayes",TRUE
"Comparator",300,"Gaussian",1,"Imai bootstrap",TRUE
"Comparator",300,"Gaussian",1,"medflex NEM",TRUE
"Comparator",300,"Skew-normal",1,"OLS",TRUE
"Comparator",300,"Skew-normal",1,"Semiparametric",TRUE
"Comparator",300,"Skew-normal",1,"Imai quasi-Bayes",TRUE
"Comparator",300,"Skew-normal",1,"Imai bootstrap",TRUE
"Comparator",300,"Skew-normal",1,"medflex NEM",TRUE
"Comparator",300,"Asymmetric mixture",1,"OLS",TRUE
"Comparator",300,"Asymmetric mixture",1,"Semiparametric",TRUE
"Comparator",300,"Asymmetric mixture",1,"Imai quasi-Bayes",TRUE
"Comparator",300,"Asymmetric mixture",1,"Imai bootstrap",TRUE
"Comparator",300,"Asymmetric mixture",1,"medflex NEM",TRUE
"Comparator",300,"Symmetric bimodal",1,"OLS",TRUE
"Comparator",300,"Symmetric bimodal",1,"Semiparametric",TRUE
"Comparator",300,"Symmetric bimodal",1,"Imai quasi-Bayes",TRUE
"Comparator",300,"Symmetric bimodal",1,"Imai bootstrap",TRUE
"Comparator",300,"Symmetric bimodal",1,"medflex NEM",TRUE
"Comparator",300,"Gaussian",2,"OLS",TRUE
"Comparator",300,"Gaussian",2,"Semiparametric",TRUE
"Comparator",300,"Gaussian",2,"Imai quasi-Bayes",TRUE
"Comparator",300,"Gaussian",2,"Imai bootstrap",TRUE
"Comparator",300,"Gaussian",2,"medflex NEM",TRUE
"Comparator",300,"Skew-normal",2,"OLS",TRUE
"Comparator",300,"Skew-normal",2,"Semiparametric",TRUE
"Comparator",300,"Skew-normal",2,"Imai quasi-Bayes",TRUE
"Comparator",300,"Skew-normal",2,"Imai bootstrap",TRUE
"Comparator",300,"Skew-normal",2,"medflex NEM",TRUE
"Comparator",300,"Asymmetric mixture",2,"OLS",TRUE
"Comparator",300,"Asymmetric mixture",2,"Semiparametric",TRUE
"Comparator",300,"Asymmetric mixture",2,"Imai quasi-Bayes",TRUE
"Comparator",300,"Asymmetric mixture",2,"Imai bootstrap",TRUE
"Comparator",300,"Asymmetric mixture",2,"medflex NEM",TRUE
"Comparator",300,"Symmetric bimodal",2,"OLS",TRUE
"Comparator",300,"Symmetric bimodal",2,"Semiparametric",TRUE
"Comparator",300,"Symmetric bimodal",2,"Imai quasi-Bayes",TRUE
"Comparator",300,"Symmetric bimodal",2,"Imai bootstrap",TRUE
"Comparator",300,"Symmetric bimodal",2,"medflex NEM",TRUE
"Comparator",300,"Gaussian",3,"OLS",TRUE
"Comparator",300,"Gaussian",3,"Semiparametric",TRUE
"Comparator",300,"Gaussian",3,"Imai quasi-Bayes",TRUE
"Comparator",300,"Gaussian",3,"Imai bootstrap",TRUE
"Comparator",300,"Gaussian",3,"medflex NEM",TRUE
"Comparator",300,"Skew-normal",3,"OLS",TRUE
"Comparator",300,"Skew-normal",3,"Semiparametric",TRUE
"Comparator",300,"Skew-normal",3,"Imai quasi-Bayes",TRUE
"Comparator",300,"Skew-normal",3,"Imai bootstrap",TRUE
"Comparator",300,"Skew-normal",3,"medflex NEM",TRUE
"Comparator",300,"Asymmetric mixture",3,"OLS",TRUE
"Comparator",300,"Asymmetric mixture",3,"Semiparametric",TRUE
"Comparator",300,"Asymmetric mixture",3,"Imai quasi-Bayes",TRUE
"Comparator",300,"Asymmetric mixture",3,"Imai bootstrap",TRUE
"Comparator",300,"Asymmetric mixture",3,"medflex NEM",TRUE
"Comparator",300,"Symmetric bimodal",3,"OLS",TRUE
"Comparator",300,"Symmetric bimodal",3,"Semiparametric",TRUE
"Comparator",300,"Symmetric bimodal",3,"Imai quasi-Bayes",TRUE
"Comparator",300,"Symmetric bimodal",3,"Imai bootstrap",TRUE
"Comparator",300,"Symmetric bimodal",3,"medflex NEM",TRUE
"Comparator",300,"Gaussian",4,"OLS",TRUE
"Comparator",300,"Gaussian",4,"Semiparametric",TRUE
"Comparator",300,"Gaussian",4,"Imai quasi-Bayes",TRUE
"Comparator",300,"Gaussian",4,"Imai bootstrap",TRUE
"Comparator",300,"Gaussian",4,"medflex NEM",TRUE
"Comparator",300,"Skew-normal",4,"OLS",TRUE
"Comparator",300,"Skew-normal",4,"Semiparametric",TRUE
"Comparator",300,"Skew-normal",4,"Imai quasi-Bayes",TRUE
"Comparator",300,"Skew-normal",4,"Imai bootstrap",TRUE
"Comparator",300,"Skew-normal",4,"medflex NEM",TRUE
"Comparator",300,"Asymmetric mixture",4,"OLS",TRUE
"Comparator",300,"Asymmetric mixture",4,"Semiparametric",TRUE
"Comparator",300,"Asymmetric mixture",4,"Imai quasi-Bayes",TRUE
"Comparator",300,"Asymmetric mixture",4,"Imai bootstrap",TRUE
"Comparator",300,"Asymmetric mixture",4,"medflex NEM",TRUE
"Comparator",300,"Symmetric bimodal",4,"OLS",TRUE
"Comparator",300,"Symmetric bimodal",4,"Semiparametric",TRUE
"Comparator",300,"Symmetric bimodal",4,"Imai quasi-Bayes",TRUE
"Comparator",300,"Symmetric bimodal",4,"Imai bootstrap",TRUE
"Comparator",300,"Symmetric bimodal",4,"medflex NEM",TRUE
"Comparator",300,"Gaussian",5,"OLS",TRUE
"Comparator",300,"Gaussian",5,"Semiparametric",TRUE
"Comparator",300,"Gaussian",5,"Imai quasi-Bayes",TRUE
"Comparator",300,"Gaussian",5,"Imai bootstrap",TRUE
"Comparator",300,"Gaussian",5,"medflex NEM",TRUE
"Comparator",300,"Skew-normal",5,"OLS",TRUE
"Comparator",300,"Skew-normal",5,"Semiparametric",TRUE
"Comparator",300,"Skew-normal",5,"Imai quasi-Bayes",TRUE
"Comparator",300,"Skew-normal",5,"Imai bootstrap",TRUE
"Comparator",300,"Skew-normal",5,"medflex NEM",TRUE
"Comparator",300,"Asymmetric mixture",5,"OLS",TRUE
"Comparator",300,"Asymmetric mixture",5,"Semiparametric",TRUE
"Comparator",300,"Asymmetric mixture",5,"Imai quasi-Bayes",TRUE
"Comparator",300,"Asymmetric mixture",5,"Imai bootstrap",TRUE
"Comparator",300,"Asymmetric mixture",5,"medflex NEM",TRUE
"Comparator",300,"Symmetric bimodal",5,"OLS",TRUE
"Comparator",300,"Symmetric bimodal",5,"Semiparametric",TRUE
"Comparator",300,"Symmetric bimodal",5,"Imai quasi-Bayes",TRUE
"Comparator",300,"Symmetric bimodal",5,"Imai bootstrap",TRUE
"Comparator",300,"Symmetric bimodal",5,"medflex NEM",TRUE
"Comparator",300,"Gaussian",6,"OLS",TRUE
"Comparator",300,"Gaussian",6,"Semiparametric",TRUE
"Comparator",300,"Gaussian",6,"Imai quasi-Bayes",TRUE
"Comparator",300,"Gaussian",6,"Imai bootstrap",TRUE
"Comparator",300,"Gaussian",6,"medflex NEM",TRUE
"Comparator",300,"Skew-normal",6,"OLS",TRUE
"Comparator",300,"Skew-normal",6,"Semiparametric",TRUE
"Comparator",300,"Skew-normal",6,"Imai quasi-Bayes",TRUE
"Comparator",300,"Skew-normal",6,"Imai bootstrap",TRUE
"Comparator",300,"Skew-normal",6,"medflex NEM",TRUE
"Comparator",300,"Asymmetric mixture",6,"OLS",TRUE
"Comparator",300,"Asymmetric mixture",6,"Semiparametric",TRUE
"Comparator",300,"Asymmetric mixture",6,"Imai quasi-Bayes",TRUE
"Comparator",300,"Asymmetric mixture",6,"Imai bootstrap",TRUE
"Comparator",300,"Asymmetric mixture",6,"medflex NEM",TRUE
"Comparator",300,"Symmetric bimodal",6,"OLS",TRUE
"Comparator",300,"Symmetric bimodal",6,"Semiparametric",FALSE
"Comparator",300,"Symmetric bimodal",6,"Imai quasi-Bayes",TRUE
"Comparator",300,"Symmetric bimodal",6,"Imai bootstrap",TRUE
"Comparator",300,"Symmetric bimodal",6,"medflex NEM",TRUE
"Comparator",300,"Gaussian",7,"OLS",TRUE
"Comparator",300,"Gaussian",7,"Semiparametric",TRUE
"Comparator",300,"Gaussian",7,"Imai quasi-Bayes",TRUE
"Comparator",300,"Gaussian",7,"Imai bootstrap",TRUE
"Comparator",300,"Gaussian",7,"medflex NEM",TRUE
"Comparator",300,"Skew-normal",7,"OLS",TRUE
"Comparator",300,"Skew-normal",7,"Semiparametric",TRUE
"Comparator",300,"Skew-normal",7,"Imai quasi-Bayes",TRUE
"Comparator",300,"Skew-normal",7,"Imai bootstrap",TRUE
"Comparator",300,"Skew-normal",7,"medflex NEM",TRUE
"Comparator",300,"Asymmetric mixture",7,"OLS",TRUE
"Comparator",300,"Asymmetric mixture",7,"Semiparametric",TRUE
"Comparator",300,"Asymmetric mixture",7,"Imai quasi-Bayes",TRUE
"Comparator",300,"Asymmetric mixture",7,"Imai bootstrap",TRUE
"Comparator",300,"Asymmetric mixture",7,"medflex NEM",TRUE
"Comparator",300,"Symmetric bimodal",7,"OLS",TRUE
"Comparator",300,"Symmetric bimodal",7,"Semiparametric",TRUE
"Comparator",300,"Symmetric bimodal",7,"Imai quasi-Bayes",TRUE
"Comparator",300,"Symmetric bimodal",7,"Imai bootstrap",TRUE
"Comparator",300,"Symmetric bimodal",7,"medflex NEM",TRUE
"Comparator",300,"Gaussian",8,"OLS",TRUE
"Comparator",300,"Gaussian",8,"Semiparametric",TRUE
"Comparator",300,"Gaussian",8,"Imai quasi-Bayes",TRUE
"Comparator",300,"Gaussian",8,"Imai bootstrap",TRUE
"Comparator",300,"Gaussian",8,"medflex NEM",TRUE
"Comparator",300,"Skew-normal",8,"OLS",TRUE
"Comparator",300,"Skew-normal",8,"Semiparametric",TRUE
"Comparator",300,"Skew-normal",8,"Imai quasi-Bayes",TRUE
"Comparator",300,"Skew-normal",8,"Imai bootstrap",TRUE
"Comparator",300,"Skew-normal",8,"medflex NEM",TRUE
"Comparator",300,"Asymmetric mixture",8,"OLS",TRUE
"Comparator",300,"Asymmetric mixture",8,"Semiparametric",TRUE
"Comparator",300,"Asymmetric mixture",8,"Imai quasi-Bayes",TRUE
"Comparator",300,"Asymmetric mixture",8,"Imai bootstrap",TRUE
"Comparator",300,"Asymmetric mixture",8,"medflex NEM",TRUE
"Comparator",300,"Symmetric bimodal",8,"OLS",TRUE
"Comparator",300,"Symmetric bimodal",8,"Semiparametric",TRUE
"Comparator",300,"Symmetric bimodal",8,"Imai quasi-Bayes",TRUE
"Comparator",300,"Symmetric bimodal",8,"Imai bootstrap",TRUE
"Comparator",300,"Symmetric bimodal",8,"medflex NEM",TRUE
"Comparator",300,"Gaussian",9,"OLS",TRUE
"Comparator",300,"Gaussian",9,"Semiparametric",TRUE
"Comparator",300,"Gaussian",9,"Imai quasi-Bayes",TRUE
"Comparator",300,"Gaussian",9,"Imai bootstrap",TRUE
"Comparator",300,"Gaussian",9,"medflex NEM",TRUE
"Comparator",300,"Skew-normal",9,"OLS",TRUE
"Comparator",300,"Skew-normal",9,"Semiparametric",TRUE
"Comparator",300,"Skew-normal",9,"Imai quasi-Bayes",TRUE
"Comparator",300,"Skew-normal",9,"Imai bootstrap",TRUE
"Comparator",300,"Skew-normal",9,"medflex NEM",TRUE
"Comparator",300,"Asymmetric mixture",9,"OLS",TRUE
"Comparator",300,"Asymmetric mixture",9,"Semiparametric",TRUE
"Comparator",300,"Asymmetric mixture",9,"Imai quasi-Bayes",TRUE
"Comparator",300,"Asymmetric mixture",9,"Imai bootstrap",TRUE
"Comparator",300,"Asymmetric mixture",9,"medflex NEM",TRUE
"Comparator",300,"Symmetric bimodal",9,"OLS",TRUE
"Comparator",300,"Symmetric bimodal",9,"Semiparametric",TRUE
"Comparator",300,"Symmetric bimodal",9,"Imai quasi-Bayes",TRUE
"Comparator",300,"Symmetric bimodal",9,"Imai bootstrap",TRUE
"Comparator",300,"Symmetric bimodal",9,"medflex NEM",TRUE
"Comparator",300,"Gaussian",10,"OLS",TRUE
"Comparator",300,"Gaussian",10,"Semiparametric",TRUE
"Comparator",300,"Gaussian",10,"Imai quasi-Bayes",TRUE
"Comparator",300,"Gaussian",10,"Imai bootstrap",TRUE
"Comparator",300,"Gaussian",10,"medflex NEM",TRUE
"Comparator",300,"Skew-normal",10,"OLS",TRUE
"Comparator",300,"Skew-normal",10,"Semiparametric",TRUE
"Comparator",300,"Skew-normal",10,"Imai quasi-Bayes",TRUE
"Comparator",300,"Skew-normal",10,"Imai bootstrap",TRUE
"Comparator",300,"Skew-normal",10,"medflex NEM",TRUE
"Comparator",300,"Asymmetric mixture",10,"OLS",TRUE
"Comparator",300,"Asymmetric mixture",10,"Semiparametric",TRUE
"Comparator",300,"Asymmetric mixture",10,"Imai quasi-Bayes",TRUE
"Comparator",300,"Asymmetric mixture",10,"Imai bootstrap",TRUE
"Comparator",300,"Asymmetric mixture",10,"medflex NEM",TRUE
"Comparator",300,"Symmetric bimodal",10,"OLS",TRUE
"Comparator",300,"Symmetric bimodal",10,"Semiparametric",TRUE
"Comparator",300,"Symmetric bimodal",10,"Imai quasi-Bayes",TRUE
"Comparator",300,"Symmetric bimodal",10,"Imai bootstrap",TRUE
"Comparator",300,"Symmetric bimodal",10,"medflex NEM",TRUE
"Comparator",300,"Gaussian",11,"OLS",TRUE
"Comparator",300,"Gaussian",11,"Semiparametric",TRUE
"Comparator",300,"Gaussian",11,"Imai quasi-Bayes",TRUE
"Comparator",300,"Gaussian",11,"Imai bootstrap",TRUE
"Comparator",300,"Gaussian",11,"medflex NEM",TRUE
"Comparator",300,"Skew-normal",11,"OLS",TRUE
"Comparator",300,"Skew-normal",11,"Semiparametric",TRUE
"Comparator",300,"Skew-normal",11,"Imai quasi-Bayes",TRUE
"Comparator",300,"Skew-normal",11,"Imai bootstrap",TRUE
"Comparator",300,"Skew-normal",11,"medflex NEM",TRUE
"Comparator",300,"Asymmetric mixture",11,"OLS",TRUE
"Comparator",300,"Asymmetric mixture",11,"Semiparametric",TRUE
"Comparator",300,"Asymmetric mixture",11,"Imai quasi-Bayes",TRUE
"Comparator",300,"Asymmetric mixture",11,"Imai bootstrap",TRUE
"Comparator",300,"Asymmetric mixture",11,"medflex NEM",TRUE
"Comparator",300,"Symmetric bimodal",11,"OLS",TRUE
"Comparator",300,"Symmetric bimodal",11,"Semiparametric",TRUE
"Comparator",300,"Symmetric bimodal",11,"Imai quasi-Bayes",TRUE
"Comparator",300,"Symmetric bimodal",11,"Imai bootstrap",TRUE
"Comparator",300,"Symmetric bimodal",11,"medflex NEM",TRUE
"Comparator",300,"Gaussian",12,"OLS",TRUE
"Comparator",300,"Gaussian",12,"Semiparametric",TRUE
"Comparator",300,"Gaussian",12,"Imai quasi-Bayes",TRUE
"Comparator",300,"Gaussian",12,"Imai bootstrap",TRUE
"Comparator",300,"Gaussian",12,"medflex NEM",TRUE
"Comparator",300,"Skew-normal",12,"OLS",TRUE
"Comparator",300,"Skew-normal",12,"Semiparametric",TRUE
"Comparator",300,"Skew-normal",12,"Imai quasi-Bayes",TRUE
"Comparator",300,"Skew-normal",12,"Imai bootstrap",TRUE
"Comparator",300,"Skew-normal",12,"medflex NEM",TRUE
"Comparator",300,"Asymmetric mixture",12,"OLS",TRUE
"Comparator",300,"Asymmetric mixture",12,"Semiparametric",TRUE
"Comparator",300,"Asymmetric mixture",12,"Imai quasi-Bayes",TRUE
"Comparator",300,"Asymmetric mixture",12,"Imai bootstrap",TRUE
"Comparator",300,"Asymmetric mixture",12,"medflex NEM",TRUE
"Comparator",300,"Symmetric bimodal",12,"OLS",TRUE
"Comparator",300,"Symmetric bimodal",12,"Semiparametric",TRUE
"Comparator",300,"Symmetric bimodal",12,"Imai quasi-Bayes",TRUE
"Comparator",300,"Symmetric bimodal",12,"Imai bootstrap",TRUE
"Comparator",300,"Symmetric bimodal",12,"medflex NEM",TRUE
"Comparator",300,"Gaussian",13,"OLS",TRUE
"Comparator",300,"Gaussian",13,"Semiparametric",TRUE
"Comparator",300,"Gaussian",13,"Imai quasi-Bayes",TRUE
"Comparator",300,"Gaussian",13,"Imai bootstrap",TRUE
"Comparator",300,"Gaussian",13,"medflex NEM",TRUE
"Comparator",300,"Skew-normal",13,"OLS",TRUE
"Comparator",300,"Skew-normal",13,"Semiparametric",TRUE
"Comparator",300,"Skew-normal",13,"Imai quasi-Bayes",TRUE
"Comparator",300,"Skew-normal",13,"Imai bootstrap",TRUE
"Comparator",300,"Skew-normal",13,"medflex NEM",TRUE
"Comparator",300,"Asymmetric mixture",13,"OLS",TRUE
"Comparator",300,"Asymmetric mixture",13,"Semiparametric",TRUE
"Comparator",300,"Asymmetric mixture",13,"Imai quasi-Bayes",TRUE
"Comparator",300,"Asymmetric mixture",13,"Imai bootstrap",TRUE
"Comparator",300,"Asymmetric mixture",13,"medflex NEM",TRUE
"Comparator",300,"Symmetric bimodal",13,"OLS",TRUE
"Comparator",300,"Symmetric bimodal",13,"Semiparametric",TRUE
"Comparator",300,"Symmetric bimodal",13,"Imai quasi-Bayes",TRUE
"Comparator",300,"Symmetric bimodal",13,"Imai bootstrap",TRUE
"Comparator",300,"Symmetric bimodal",13,"medflex NEM",TRUE
"Comparator",300,"Gaussian",14,"OLS",TRUE
"Comparator",300,"Gaussian",14,"Semiparametric",TRUE
"Comparator",300,"Gaussian",14,"Imai quasi-Bayes",TRUE
"Comparator",300,"Gaussian",14,"Imai bootstrap",TRUE
"Comparator",300,"Gaussian",14,"medflex NEM",TRUE
"Comparator",300,"Skew-normal",14,"OLS",TRUE
"Comparator",300,"Skew-normal",14,"Semiparametric",TRUE
"Comparator",300,"Skew-normal",14,"Imai quasi-Bayes",TRUE
"Comparator",300,"Skew-normal",14,"Imai bootstrap",TRUE
"Comparator",300,"Skew-normal",14,"medflex NEM",TRUE
"Comparator",300,"Asymmetric mixture",14,"OLS",TRUE
"Comparator",300,"Asymmetric mixture",14,"Semiparametric",TRUE
"Comparator",300,"Asymmetric mixture",14,"Imai quasi-Bayes",TRUE
"Comparator",300,"Asymmetric mixture",14,"Imai bootstrap",TRUE
"Comparator",300,"Asymmetric mixture",14,"medflex NEM",TRUE
"Comparator",300,"Symmetric bimodal",14,"OLS",TRUE
"Comparator",300,"Symmetric bimodal",14,"Semiparametric",TRUE
"Comparator",300,"Symmetric bimodal",14,"Imai quasi-Bayes",TRUE
"Comparator",300,"Symmetric bimodal",14,"Imai bootstrap",TRUE
"Comparator",300,"Symmetric bimodal",14,"medflex NEM",TRUE
"Comparator",300,"Gaussian",15,"OLS",TRUE
"Comparator",300,"Gaussian",15,"Semiparametric",TRUE
"Comparator",300,"Gaussian",15,"Imai quasi-Bayes",TRUE
"Comparator",300,"Gaussian",15,"Imai bootstrap",TRUE
"Comparator",300,"Gaussian",15,"medflex NEM",TRUE
"Comparator",300,"Skew-normal",15,"OLS",TRUE
"Comparator",300,"Skew-normal",15,"Semiparametric",TRUE
"Comparator",300,"Skew-normal",15,"Imai quasi-Bayes",TRUE
"Comparator",300,"Skew-normal",15,"Imai bootstrap",TRUE
"Comparator",300,"Skew-normal",15,"medflex NEM",TRUE
"Comparator",300,"Asymmetric mixture",15,"OLS",TRUE
"Comparator",300,"Asymmetric mixture",15,"Semiparametric",TRUE
"Comparator",300,"Asymmetric mixture",15,"Imai quasi-Bayes",TRUE
"Comparator",300,"Asymmetric mixture",15,"Imai bootstrap",TRUE
"Comparator",300,"Asymmetric mixture",15,"medflex NEM",TRUE
"Comparator",300,"Symmetric bimodal",15,"OLS",TRUE
"Comparator",300,"Symmetric bimodal",15,"Semiparametric",TRUE
"Comparator",300,"Symmetric bimodal",15,"Imai quasi-Bayes",TRUE
"Comparator",300,"Symmetric bimodal",15,"Imai bootstrap",TRUE
"Comparator",300,"Symmetric bimodal",15,"medflex NEM",TRUE
"Comparator",300,"Gaussian",16,"OLS",TRUE
"Comparator",300,"Gaussian",16,"Semiparametric",TRUE
"Comparator",300,"Gaussian",16,"Imai quasi-Bayes",TRUE
"Comparator",300,"Gaussian",16,"Imai bootstrap",TRUE
"Comparator",300,"Gaussian",16,"medflex NEM",TRUE
"Comparator",300,"Skew-normal",16,"OLS",TRUE
"Comparator",300,"Skew-normal",16,"Semiparametric",TRUE
"Comparator",300,"Skew-normal",16,"Imai quasi-Bayes",TRUE
"Comparator",300,"Skew-normal",16,"Imai bootstrap",TRUE
"Comparator",300,"Skew-normal",16,"medflex NEM",TRUE
"Comparator",300,"Asymmetric mixture",16,"OLS",TRUE
"Comparator",300,"Asymmetric mixture",16,"Semiparametric",TRUE
"Comparator",300,"Asymmetric mixture",16,"Imai quasi-Bayes",TRUE
"Comparator",300,"Asymmetric mixture",16,"Imai bootstrap",TRUE
"Comparator",300,"Asymmetric mixture",16,"medflex NEM",TRUE
"Comparator",300,"Symmetric bimodal",16,"OLS",TRUE
"Comparator",300,"Symmetric bimodal",16,"Semiparametric",TRUE
"Comparator",300,"Symmetric bimodal",16,"Imai quasi-Bayes",TRUE
"Comparator",300,"Symmetric bimodal",16,"Imai bootstrap",TRUE
"Comparator",300,"Symmetric bimodal",16,"medflex NEM",TRUE
"Comparator",300,"Gaussian",17,"OLS",TRUE
"Comparator",300,"Gaussian",17,"Semiparametric",TRUE
"Comparator",300,"Gaussian",17,"Imai quasi-Bayes",TRUE
"Comparator",300,"Gaussian",17,"Imai bootstrap",TRUE
"Comparator",300,"Gaussian",17,"medflex NEM",TRUE
"Comparator",300,"Skew-normal",17,"OLS",TRUE
"Comparator",300,"Skew-normal",17,"Semiparametric",TRUE
"Comparator",300,"Skew-normal",17,"Imai quasi-Bayes",TRUE
"Comparator",300,"Skew-normal",17,"Imai bootstrap",TRUE
"Comparator",300,"Skew-normal",17,"medflex NEM",TRUE
"Comparator",300,"Asymmetric mixture",17,"OLS",TRUE
"Comparator",300,"Asymmetric mixture",17,"Semiparametric",TRUE
"Comparator",300,"Asymmetric mixture",17,"Imai quasi-Bayes",TRUE
"Comparator",300,"Asymmetric mixture",17,"Imai bootstrap",TRUE
"Comparator",300,"Asymmetric mixture",17,"medflex NEM",TRUE
"Comparator",300,"Symmetric bimodal",17,"OLS",TRUE
"Comparator",300,"Symmetric bimodal",17,"Semiparametric",TRUE
"Comparator",300,"Symmetric bimodal",17,"Imai quasi-Bayes",TRUE
"Comparator",300,"Symmetric bimodal",17,"Imai bootstrap",TRUE
"Comparator",300,"Symmetric bimodal",17,"medflex NEM",TRUE
"Comparator",300,"Gaussian",18,"OLS",TRUE
"Comparator",300,"Gaussian",18,"Semiparametric",TRUE
"Comparator",300,"Gaussian",18,"Imai quasi-Bayes",TRUE
"Comparator",300,"Gaussian",18,"Imai bootstrap",TRUE
"Comparator",300,"Gaussian",18,"medflex NEM",TRUE
"Comparator",300,"Skew-normal",18,"OLS",TRUE
"Comparator",300,"Skew-normal",18,"Semiparametric",TRUE
"Comparator",300,"Skew-normal",18,"Imai quasi-Bayes",TRUE
"Comparator",300,"Skew-normal",18,"Imai bootstrap",TRUE
"Comparator",300,"Skew-normal",18,"medflex NEM",TRUE
"Comparator",300,"Asymmetric mixture",18,"OLS",TRUE
"Comparator",300,"Asymmetric mixture",18,"Semiparametric",TRUE
"Comparator",300,"Asymmetric mixture",18,"Imai quasi-Bayes",TRUE
"Comparator",300,"Asymmetric mixture",18,"Imai bootstrap",TRUE
"Comparator",300,"Asymmetric mixture",18,"medflex NEM",TRUE
"Comparator",300,"Symmetric bimodal",18,"OLS",TRUE
"Comparator",300,"Symmetric bimodal",18,"Semiparametric",TRUE
"Comparator",300,"Symmetric bimodal",18,"Imai quasi-Bayes",TRUE
"Comparator",300,"Symmetric bimodal",18,"Imai bootstrap",TRUE
"Comparator",300,"Symmetric bimodal",18,"medflex NEM",TRUE
"Comparator",300,"Gaussian",19,"OLS",TRUE
"Comparator",300,"Gaussian",19,"Semiparametric",TRUE
"Comparator",300,"Gaussian",19,"Imai quasi-Bayes",TRUE
"Comparator",300,"Gaussian",19,"Imai bootstrap",TRUE
"Comparator",300,"Gaussian",19,"medflex NEM",TRUE
"Comparator",300,"Skew-normal",19,"OLS",TRUE
"Comparator",300,"Skew-normal",19,"Semiparametric",TRUE
"Comparator",300,"Skew-normal",19,"Imai quasi-Bayes",TRUE
"Comparator",300,"Skew-normal",19,"Imai bootstrap",TRUE
"Comparator",300,"Skew-normal",19,"medflex NEM",TRUE
"Comparator",300,"Asymmetric mixture",19,"OLS",TRUE
"Comparator",300,"Asymmetric mixture",19,"Semiparametric",TRUE
"Comparator",300,"Asymmetric mixture",19,"Imai quasi-Bayes",TRUE
"Comparator",300,"Asymmetric mixture",19,"Imai bootstrap",TRUE
"Comparator",300,"Asymmetric mixture",19,"medflex NEM",TRUE
"Comparator",300,"Symmetric bimodal",19,"OLS",TRUE
"Comparator",300,"Symmetric bimodal",19,"Semiparametric",TRUE
"Comparator",300,"Symmetric bimodal",19,"Imai quasi-Bayes",TRUE
"Comparator",300,"Symmetric bimodal",19,"Imai bootstrap",TRUE
"Comparator",300,"Symmetric bimodal",19,"medflex NEM",TRUE
"Comparator",300,"Gaussian",20,"OLS",TRUE
"Comparator",300,"Gaussian",20,"Semiparametric",TRUE
"Comparator",300,"Gaussian",20,"Imai quasi-Bayes",TRUE
"Comparator",300,"Gaussian",20,"Imai bootstrap",TRUE
"Comparator",300,"Gaussian",20,"medflex NEM",TRUE
"Comparator",300,"Skew-normal",20,"OLS",TRUE
"Comparator",300,"Skew-normal",20,"Semiparametric",TRUE
"Comparator",300,"Skew-normal",20,"Imai quasi-Bayes",TRUE
"Comparator",300,"Skew-normal",20,"Imai bootstrap",TRUE
"Comparator",300,"Skew-normal",20,"medflex NEM",TRUE
"Comparator",300,"Asymmetric mixture",20,"OLS",TRUE
"Comparator",300,"Asymmetric mixture",20,"Semiparametric",TRUE
"Comparator",300,"Asymmetric mixture",20,"Imai quasi-Bayes",TRUE
"Comparator",300,"Asymmetric mixture",20,"Imai bootstrap",TRUE
"Comparator",300,"Asymmetric mixture",20,"medflex NEM",TRUE
"Comparator",300,"Symmetric bimodal",20,"OLS",TRUE
"Comparator",300,"Symmetric bimodal",20,"Semiparametric",TRUE
"Comparator",300,"Symmetric bimodal",20,"Imai quasi-Bayes",TRUE
"Comparator",300,"Symmetric bimodal",20,"Imai bootstrap",TRUE
"Comparator",300,"Symmetric bimodal",20,"medflex NEM",TRUE
"Comparator",300,"Gaussian",21,"OLS",TRUE
"Comparator",300,"Gaussian",21,"Semiparametric",TRUE
"Comparator",300,"Gaussian",21,"Imai quasi-Bayes",TRUE
"Comparator",300,"Gaussian",21,"Imai bootstrap",TRUE
"Comparator",300,"Gaussian",21,"medflex NEM",TRUE
"Comparator",300,"Skew-normal",21,"OLS",TRUE
"Comparator",300,"Skew-normal",21,"Semiparametric",TRUE
"Comparator",300,"Skew-normal",21,"Imai quasi-Bayes",TRUE
"Comparator",300,"Skew-normal",21,"Imai bootstrap",TRUE
"Comparator",300,"Skew-normal",21,"medflex NEM",TRUE
"Comparator",300,"Asymmetric mixture",21,"OLS",TRUE
"Comparator",300,"Asymmetric mixture",21,"Semiparametric",FALSE
"Comparator",300,"Asymmetric mixture",21,"Imai quasi-Bayes",TRUE
"Comparator",300,"Asymmetric mixture",21,"Imai bootstrap",TRUE
"Comparator",300,"Asymmetric mixture",21,"medflex NEM",TRUE
"Comparator",300,"Symmetric bimodal",21,"OLS",TRUE
"Comparator",300,"Symmetric bimodal",21,"Semiparametric",TRUE
"Comparator",300,"Symmetric bimodal",21,"Imai quasi-Bayes",TRUE
"Comparator",300,"Symmetric bimodal",21,"Imai bootstrap",TRUE
"Comparator",300,"Symmetric bimodal",21,"medflex NEM",TRUE
"Comparator",300,"Gaussian",22,"OLS",TRUE
"Comparator",300,"Gaussian",22,"Semiparametric",TRUE
"Comparator",300,"Gaussian",22,"Imai quasi-Bayes",TRUE
